,Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents Advice,Internet usage,Finances,Age,Siblings,Gender,Village - town
652,4.0,1.0,5.0,3.0,4.0,1.0,4.0,5.0,Often,few hours a day,4.0,21.0,0.0,male,city
207,5.0,1.0,5.0,5.0,1.0,5.0,5.0,4.0,Often,few hours a day,4.0,20.0,1.0,female,city
622,5.0,4.0,5.0,2.0,1.0,5.0,2.0,2.0,Often,few hours a day,3.0,18.0,1.0,female,city
621,4.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,Often,most of the day,3.0,20.0,3.0,,city
197,5.0,1.0,5.0,2.0,1.0,4.0,4.0,3.0,Often,few hours a day,3.0,22.0,0.0,female,city
618,5.0,1.0,5.0,5.0,1.0,1.0,3.0,5.0,Often,most of the day,3.0,23.0,0.0,female,city
740,4.0,2.0,5.0,4.0,3.0,4.0,3.0,2.0,Often,less than an hour a day,3.0,17.0,1.0,male,city
743,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,Often,few hours a day,1.0,22.0,0.0,male,city
615,5.0,3.0,5.0,2.0,2.0,2.0,1.0,3.0,Often,few hours a day,1.0,20.0,0.0,male,city
299,5.0,1.0,5.0,3.0,1.0,4.0,5.0,2.0,Often,few hours a day,3.0,22.0,1.0,female,city
613,5.0,3.0,5.0,4.0,1.0,5.0,5.0,4.0,Often,most of the day,2.0,18.0,1.0,female,city
612,5.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,Often,most of the day,3.0,23.0,2.0,male,village
301,4.0,1.0,5.0,5.0,2.0,3.0,1.0,2.0,Often,few hours a day,4.0,20.0,1.0,male,city
609,4.0,4.0,3.0,5.0,5.0,3.0,1.0,3.0,Often,few hours a day,4.0,18.0,2.0,male,city
194,5.0,1.0,5.0,2.0,1.0,1.0,3.0,3.0,Often,few hours a day,3.0,19.0,1.0,male,city
302,5.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,Often,less than an hour a day,3.0,19.0,1.0,female,village
746,5.0,2.0,5.0,1.0,5.0,4.0,5.0,3.0,Often,few hours a day,3.0,21.0,1.0,female,city
606,4.0,1.0,5.0,2.0,2.0,4.0,1.0,4.0,Often,few hours a day,4.0,22.0,1.0,male,village
605,5.0,1.0,5.0,3.0,2.0,5.0,5.0,1.0,Often,less than an hour a day,3.0,21.0,1.0,male,village
747,5.0,3.0,5.0,5.0,1.0,1.0,1.0,2.0,Often,few hours a day,4.0,18.0,2.0,female,city
751,5.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,Often,few hours a day,4.0,21.0,1.0,female,city
303,4.0,1.0,5.0,4.0,5.0,5.0,4.0,4.0,Often,few hours a day,4.0,25.0,1.0,female,city
295,5.0,1.0,5.0,3.0,1.0,5.0,3.0,2.0,Often,few hours a day,3.0,18.0,1.0,female,village
292,5.0,2.0,5.0,3.0,1.0,5.0,4.0,3.0,Often,few hours a day,4.0,21.0,1.0,female,city
716,5.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,Often,less than an hour a day,5.0,29.0,2.0,male,village
628,4.0,2.0,5.0,2.0,4.0,4.0,1.0,4.0,Often,few hours a day,3.0,19.0,0.0,male,city
273,5.0,4.0,5.0,3.0,2.0,1.0,4.0,3.0,Often,few hours a day,3.0,19.0,2.0,female,city
205,5.0,1.0,5.0,5.0,1.0,2.0,1.0,3.0,Often,few hours a day,5.0,19.0,1.0,female,city
278,5.0,3.0,5.0,4.0,3.0,5.0,1.0,3.0,Often,few hours a day,3.0,19.0,2.0,male,village
645,5.0,5.0,4.0,5.0,3.0,5.0,1.0,3.0,Often,few hours a day,4.0,23.0,1.0,male,village
643,5.0,2.0,5.0,4.0,2.0,5.0,2.0,2.0,Often,few hours a day,4.0,18.0,2.0,female,village
642,4.0,3.0,4.0,3.0,4.0,5.0,1.0,5.0,Often,most of the day,4.0,22.0,0.0,male,city
290,4.0,1.0,5.0,4.0,1.0,2.0,1.0,4.0,Often,few hours a day,1.0,20.0,1.0,female,city
635,4.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,Often,less than an hour a day,3.0,25.0,1.0,female,city
636,5.0,3.0,5.0,5.0,1.0,4.0,3.0,1.0,Often,few hours a day,1.0,24.0,2.0,male,village
201,5.0,2.0,5.0,4.0,1.0,5.0,1.0,3.0,Often,few hours a day,2.0,18.0,0.0,,village
632,5.0,4.0,4.0,4.0,3.0,4.0,1.0,3.0,Often,few hours a day,2.0,17.0,1.0,male,village
629,5.0,3.0,5.0,2.0,1.0,5.0,3.0,3.0,Often,few hours a day,1.0,20.0,0.0,female,city
634,5.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,Often,few hours a day,3.0,19.0,1.0,female,village
741,5.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,Always,few hours a day,3.0,18.0,3.0,female,city
464,5.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,Always,few hours a day,3.0,22.0,1.0,female,city
191,5.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,Always,less than an hour a day,1.0,29.0,2.0,female,village
398,5.0,5.0,5.0,3.0,4.0,1.0,3.0,2.0,Always,few hours a day,3.0,20.0,1.0,female,village
734,5.0,1.0,4.0,3.0,5.0,1.0,1.0,1.0,Always,less than an hour a day,5.0,19.0,3.0,female,city
389,5.0,1.0,5.0,2.0,2.0,3.0,2.0,3.0,Always,few hours a day,4.0,21.0,0.0,female,city
775,5.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,Always,few hours a day,1.0,19.0,3.0,female,city
456,5.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,Always,few hours a day,5.0,22.0,2.0,male,city
735,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,Always,no time at all,5.0,,1.0,female,village
210,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,Always,few hours a day,3.0,23.0,2.0,male,village
447,3.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,Always,less than an hour a day,5.0,26.0,3.0,female,village
440,5.0,4.0,5.0,4.0,1.0,3.0,5.0,3.0,Always,few hours a day,3.0,19.0,1.0,female,city
458,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,Always,few hours a day,3.0,18.0,1.0,female,village
721,5.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,Always,less than an hour a day,4.0,20.0,3.0,female,city
26,5.0,2.0,5.0,3.0,2.0,5.0,1.0,4.0,Always,few hours a day,5.0,22.0,1.0,female,city
766,5.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,Always,most of the day,4.0,25.0,2.0,female,city
455,5.0,4.0,5.0,1.0,2.0,3.0,4.0,4.0,Always,less than an hour a day,3.0,19.0,1.0,female,village
776,5.0,5.0,5.0,5.0,1.0,3.0,1.0,5.0,Always,few hours a day,4.0,25.0,1.0,male,village
938,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,Always,few hours a day,1.0,19.0,0.0,female,city
36,5.0,1.0,5.0,4.0,3.0,5.0,5.0,2.0,Always,few hours a day,5.0,18.0,1.0,female,city
909,5.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,Always,less than an hour a day,4.0,28.0,2.0,female,city
644,4.0,1.0,5.0,3.0,4.0,5.0,4.0,2.0,Always,few hours a day,4.0,18.0,3.0,female,village
640,5.0,1.0,5.0,4.0,3.0,4.0,5.0,3.0,Always,few hours a day,2.0,21.0,3.0,female,city
841,5.0,5.0,3.0,3.0,1.0,1.0,4.0,5.0,Always,few hours a day,1.0,19.0,3.0,male,city
571,3.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,Always,few hours a day,5.0,19.0,2.0,male,village
88,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,Always,few hours a day,1.0,21.0,0.0,female,city
319,5.0,3.0,5.0,3.0,1.0,3.0,5.0,1.0,Always,few hours a day,3.0,18.0,1.0,female,city
851,5.0,5.0,5.0,4.0,5.0,3.0,1.0,3.0,Always,few hours a day,1.0,20.0,2.0,male,city
617,5.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,Always,most of the day,3.0,19.0,1.0,female,city
853,5.0,1.0,5.0,3.0,3.0,5.0,1.0,3.0,Always,few hours a day,4.0,30.0,4.0,female,village
877,5.0,1.0,5.0,4.0,3.0,2.0,1.0,3.0,Always,few hours a day,4.0,22.0,2.0,male,city
607,3.0,1.0,4.0,4.0,1.0,5.0,2.0,2.0,Always,less than an hour a day,3.0,19.0,1.0,female,city
107,5.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,Always,less than an hour a day,1.0,18.0,1.0,female,city
871,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,Always,most of the day,1.0,21.0,1.0,male,village
103,5.0,4.0,5.0,5.0,2.0,1.0,4.0,2.0,Always,few hours a day,4.0,22.0,0.0,male,city
333,5.0,2.0,4.0,5.0,3.0,5.0,3.0,3.0,Always,few hours a day,3.0,16.0,1.0,female,city
165,5.0,2.0,5.0,3.0,2.0,2.0,4.0,1.0,Always,few hours a day,3.0,20.0,1.0,female,city
829,5.0,1.0,5.0,3.0,2.0,2.0,4.0,5.0,Always,few hours a day,3.0,20.0,0.0,female,city
545,5.0,3.0,5.0,3.0,1.0,1.0,3.0,4.0,Always,most of the day,3.0,20.0,3.0,male,village
793,2.0,4.0,5.0,3.0,4.0,2.0,1.0,3.0,Always,few hours a day,4.0,24.0,2.0,male,city
366,5.0,3.0,5.0,1.0,5.0,1.0,1.0,3.0,Always,most of the day,4.0,19.0,1.0,male,city
698,5.0,2.0,5.0,3.0,1.0,2.0,2.0,5.0,Always,most of the day,1.0,19.0,0.0,female,city
155,5.0,2.0,4.0,4.0,3.0,4.0,2.0,5.0,Always,few hours a day,5.0,19.0,1.0,female,city
509,4.0,4.0,4.0,5.0,1.0,4.0,1.0,1.0,Always,few hours a day,4.0,16.0,1.0,female,village
241,5.0,1.0,5.0,3.0,4.0,5.0,5.0,2.0,Always,few hours a day,5.0,18.0,1.0,female,city
687,5.0,1.0,5.0,3.0,1.0,2.0,5.0,3.0,Always,few hours a day,3.0,19.0,1.0,male,city
516,5.0,4.0,5.0,5.0,1.0,5.0,5.0,3.0,Always,few hours a day,3.0,22.0,2.0,male,city
57,5.0,1.0,5.0,5.0,1.0,5.0,5.0,2.0,Always,few hours a day,5.0,21.0,1.0,female,city
355,5.0,2.0,5.0,4.0,4.0,1.0,5.0,3.0,Always,few hours a day,4.0,19.0,1.0,male,city
354,5.0,3.0,5.0,3.0,4.0,4.0,3.0,1.0,Always,few hours a day,4.0,20.0,1.0,female,city
817,3.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,Always,most of the day,3.0,23.0,0.0,male,city
925,5.0,2.0,5.0,3.0,1.0,5.0,4.0,2.0,Always,few hours a day,5.0,20.0,0.0,female,city
138,5.0,1.0,5.0,2.0,1.0,3.0,1.0,4.0,Always,few hours a day,4.0,20.0,4.0,female,village
137,5.0,2.0,2.0,4.0,3.0,1.0,3.0,5.0,Always,few hours a day,4.0,,,,village
70,5.0,3.0,5.0,2.0,1.0,2.0,4.0,3.0,Always,few hours a day,3.0,17.0,1.0,male,city
219,5.0,5.0,5.0,5.0,1.0,,1.0,2.0,Always,less than an hour a day,,26.0,1.0,male,city
656,5.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,,few hours a day,3.0,18.0,1.0,female,city
997,5.0,1.0,4.0,1.0,2.0,5.0,4.0,2.0,,less than an hour a day,3.0,19.0,1.0,female,
