,INSTNM,OPEID,REGION,SAT_AVG_ALL,PCTPELL,PCTFLOAN,ADM_RATE_ALL,UG,AVGFACSAL,COMPL_RPY_5YR_RT,DEBT_MDN,MEDIAN_HH_INC,Tuition
1026,Lee University,350000,5,1088.0,0.3618,0.6353,0.8547407753386199,3236.0,5940.0,0.781355932,18250,59528.63,19246.0
1027,Lincoln Memorial University,350200,5,1055.0,0.4932,0.7463,0.74371205550737,886.0,5978.0,0.773809524,13250,43510.38,12454.0
1028,Maryville College,350500,5,1052.0,0.4584,0.4757,0.66784244562022,982.0,6559.0,0.87704918,16500,57523.24,16138.0
1029,University of Memphis,350900,5,1029.0,0.4741,0.6107,0.39779270633397,15296.0,8505.0,0.56965828,17858.5,58823.6,13353.0
1030,Middle Tennessee State University,351000,5,1031.0,0.4421,0.5466,0.7259921607055301,17247.0,7155.0,0.754847278,14437,60340.43,11381.0
1031,Rhodes College,351900,5,1306.0,0.1374,0.3954,0.46870981568795,1536.0,8183.0,0.948,23250,73395.81,27322.0
1032,Tennessee Wesleyan University,352500,5,1019.0,0.5151,0.6744,0.6479262672811,795.0,4687.0,0.783783784,14500,48462.92,12326.0
1033,The University of Tennessee-Chattanooga,352900,5,1087.0,0.3534,0.7133,0.7922097156398101,6993.0,7695.0,0.74122807,12000,55964.16,13378.0
1034,The University of Tennessee-Knoxville,353000,5,1214.0,0.2942,0.4415,0.7629529887008899,20009.0,10457.0,0.839405421,14000,60752.93,18138.0
1035,The University of Tennessee-Martin,353100,5,1050.0,0.4872,0.5669,0.6964705882352901,5472.0,6872.0,0.781368821,15250,48533.54,7732.0
1036,Tennessee Technological University,352300,5,1102.0,0.3424,0.4347,0.68320082958866,6876.0,7726.0,0.789736279,10717.5,49227.15,13962.0
1037,Trevecca Nazarene University,352600,5,1026.0,0.3309,0.5349,0.72524752475247,1021.0,6505.0,0.830687831,13438,59625.44,15898.0
1038,Tusculum College,352700,5,960.0,0.5739,0.736,0.6896221903395501,1377.0,3891.0,0.691394659,18678.5,49705.55,18503.0
1039,Union University,352800,5,1163.0,0.2727,0.5237,0.6912568306010899,1948.0,7134.0,0.798982188,20412.5,58820.27,24569.0
1040,Vanderbilt University,353500,5,1498.0,0.1395,0.1359,0.11676837020086,5935.0,13419.0,0.921142857,13000,76279.78,18144.0
1041,Abilene Christian University,353700,6,1092.0,0.263,0.5164,0.49916697519437,4231.0,7739.0,0.861948956,17964.5,67136.19,23507.0
1042,Angelo State University,354100,6,970.0,0.4018,0.5233,0.76724360630328,5773.0,7018.0,0.822485207,11250,49632.36,14244.0
1043,Austin College,354300,6,1165.0,0.2723,0.7512,0.54095918975275,1196.0,7047.0,0.807073955,22250,74623.54,22565.0
1044,Baylor University,354500,6,1239.0,0.1983,0.4762,0.43667537963654,11806.0,9264.0,0.880641926,19969.5,73627.32,32657.0
1045,Concordia University-Texas,355700,6,998.0,0.3957,0.5629,0.82142857142857,774.0,6657.0,0.72519084,16000,72128.5,20208.0
1046,Texas A & M University-Corpus Christi,1116100,6,963.0,0.4031,0.5351,0.8376922213491899,5329.0,7846.0,0.744,12500,54287.8,14361.0
1047,Dallas Baptist University,356000,6,1055.0,0.2898,0.6222,0.41912512716174,3190.0,8306.0,0.72639485,15500,71641.68,24645.0
1048,Dallas Christian College,694100,6,831.0,0.6214,0.8285,0.50922509225092,255.0,4544.0,0.759493671,12368,69721.15,20333.0
1049,University of Dallas,365100,6,1217.0,0.2125,0.5109,0.6400359066427199,1200.0,7505.0,0.871244635,19067,75912.69,25366.0
1050,East Texas Baptist University,356400,6,982.0,0.4647,0.7051,0.5531914893616999,1402.0,6342.0,0.851190476,12000,56363.11,20590.0
1051,Texas A&M University-Texarkana,3170300,6,995.0,0.4871,0.4943,0.7087172218284901,793.0,8469.0,0.64159292,9000,44204.3,8372.0
1052,Texas A & M University-Commerce,356500,6,980.0,0.5065,0.591,0.47435719249478,4362.0,8124.0,0.602964119,14250,57562.14,9327.0
1053,Hardin-Simmons University,357100,6,1030.0,0.3387,0.5798,0.6,1910.0,6669.0,0.831753555,18191.5,59593.97,20215.0
1054,Houston Baptist University,357600,6,1060.0,0.4733,0.5568,0.33232316275225,1967.0,6527.0,0.744744745,12000,72476.33,20057.0
1055,University of Houston-Clear Lake,1171100,6,1025.0,0.4057,0.3958,0.6538461538461501,3946.0,8738.0,0.712546817,13598,67975.01,13185.0
1056,University of Houston-Downtown,361200,6,894.0,0.4743,0.429,0.77630057803468,8932.0,7715.0,0.676708303,12505,59551.33,7465.0
1057,University of Houston,365200,6,1154.0,0.3838,0.3997,0.59718435256802,24350.0,10881.0,0.81470245,13156.5,68874.27,14134.0
1058,Howard Payne University,357500,6,965.0,0.4371,0.7055,0.85251046025104,1480.0,5590.0,0.780730897,11000,55883.95,18061.0
1059,Huston-Tillotson University,357700,6,786.0,0.6595,0.7856,0.47420814479638,602.0,5440.0,0.5,15000,57117.25,17545.0
1060,University of the Incarnate Word,357800,6,963.0,0.3946,0.5979,0.92222222222222,3003.0,7867.0,0.670212766,20834,59715.43,20821.0
1061,Lamar University,358100,6,974.0,0.4294,0.5158,0.7911238684036199,10713.0,7791.0,0.698262243,11679,53474.77,13018.0
1062,Texas A & M International University,965100,6,905.0,0.5662,0.4093,0.4800998907444901,2263.0,8255.0,0.721549637,9152.5,43910.56,9087.0
1063,LeTourneau University,358400,6,1158.0,0.3333,0.5276,0.4548343168406699,2708.0,6482.0,0.734774067,19000,63985.71,21098.0
1064,Lubbock Christian University,358600,6,1018.0,0.3537,0.7867,0.96078431372549,1511.0,6295.0,0.821428571,17521,51468.15,21152.0
