,id,words,label,terms,hash,features
46,47,"['rodger', 'burns', 'msg', '=', 'we', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sms', 'for', 'a', 'free', 'nokia', 'mobile', '+', 'free', 'camcorder', 'please', 'call', 'now', 'for', 'delivery', 'tomorrow']",1,"['rodger', 'burns', 'msg', '=', 'tried', 'call', 're', 'reply', 'sms', 'free', 'nokia', 'mobile', '+', 'free', 'camcorder', 'please', 'call', 'delivery', 'tomorrow']","(1024,[55,119,138,163,173,180,193,457,521,751,785,789,876,887,968,979,985],[1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[55,119,138,163,173,180,193,457,521,751,785,789,876,887,968,979,985],[4.5317030341062186,3.1836298858065257,4.478336553931349,3.317779898927115,4.183396339838003,4.01092707948706,5.6539098837355874,3.9720872461707963,3.7060666705001943,3.7356984681065657,4.618714411095849,3.526181168504121,4.841857962410058,3.532297395521557,5.447993765980374,4.734227298217693,5.070699534838906])"
47,48,"['who', 'are', 'you', 'seeing']",0,['seeing'],"(1024,[364],[1.0])","(1024,[364],[4.5656045857819])"
48,49,"['great', 'i', 'hope', 'you', 'like', 'your', 'man', 'well', 'endowed', 'i', 'am', '<#>', 'inches']",0,"['great', 'hope', 'like', 'man', 'well', 'endowed', '<#>', 'inches']","(1024,[116,160,342,386,414,557,598,854],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[116,160,342,386,414,557,598,854],[3.7282077963774083,3.7897656893768414,4.637063549764045,3.0692195346287816,4.482912869936787,3.691573663197628,3.108594699863612,5.7356758384321544])"
49,50,"['no', 'calls', 'messages', 'missed', 'calls']",0,"['calls', 'messages', 'missed', 'calls']","(1024,[217,570,649],[1.0,2.0,1.0])","(1024,[217,570,649],[3.009276498661748,9.976922873203868,4.5317030341062186])"
50,51,"[""didn't"", 'you', 'get', 'hep', 'b', 'immunisation', 'in', 'nigeria']",0,"['get', 'hep', 'b', 'immunisation', 'nigeria']","(1024,[117,193,567,660,780],[1.0,1.0,1.0,1.0,1.0])","(1024,[117,193,567,660,780],[5.224850214666164,2.8269549418677937,2.569263583099695,2.9492937940600377,6.061098238866783])"
51,52,"['fair', 'enough', 'anything', 'going', 'on']",0,"['fair', 'enough', 'anything', 'going']","(1024,[237,290,648,952],[1.0,1.0,1.0,1.0])","(1024,[237,290,648,952],[3.1288793710351177,3.758513145872737,5.192060391843174,4.754846585420428])"
52,53,"['yeah', 'hopefully', 'if', 'tyler', ""can't"", 'do', 'it', 'i', 'could', 'maybe', 'ask', 'around', 'a', 'bit']",0,"['yeah', 'hopefully', 'tyler', 'maybe', 'ask', 'around', 'bit']","(1024,[39,145,186,242,505,542,680],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[39,145,186,242,505,542,680],[4.020877410340228,4.030927746193729,4.421354976937353,4.01092707948706,3.934699714099176,4.498913211283228,6.141140946540319])"
53,54,"['u', ""don't"", 'know', 'how', 'stubborn', 'i', 'am', 'i', ""didn't"", 'even', 'want', 'to', 'go', 'to', 'the', 'hospital', 'i', 'kept', 'telling', 'mark', ""i'm"", 'not', 'a', 'weak', 'sucker', 'hospitals', 'are', 'for', 'weak', 'suckers']",0,"['u', 'know', 'stubborn', 'even', 'want', 'go', 'hospital', 'kept', 'telling', 'mark', 'weak', 'sucker', 'hospitals', 'weak', 'suckers']","(1024,[139,165,183,433,445,572,609,610,643,804,816,886,939,982],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0])","(1024,[139,165,183,433,445,572,609,610,643,804,816,886,939,982],[4.58299632849377,5.293843086153116,5.7356758384321544,4.797406199839225,2.691153400708732,4.60069590559317,5.367951058306837,4.937168142214383,3.0313362167264803,9.924971900397347,3.201097578846917,4.231598441655881,6.546606054648484,1.776981313694862])"
54,55,"['what', 'you', 'thinked', 'about', 'me', 'first', 'time', 'you', 'saw', 'me', 'in', 'class']",0,"['thinked', 'first', 'time', 'saw', 'class']","(1024,[191,406,685,837,900],[1.0,1.0,1.0,1.0,1.0])","(1024,[191,406,685,837,900],[3.5020836169250606,3.822026551595063,3.2600715813064682,4.841857962410058,5.681608617161879])"
55,56,"['a', 'gram', 'usually', 'runs', 'like', '<#>', 'a', 'half', 'eighth', 'is', 'smarter', 'though', 'and', 'gets', 'you', 'almost', 'a', 'whole', 'second', 'gram', 'for', '<#>']",0,"['gram', 'usually', 'runs', 'like', '<#>', 'half', 'eighth', 'smarter', 'though', 'gets', 'almost', 'whole', 'second', 'gram', '<#>']","(1024,[117,120,191,246,304,386,472,589,593,598,731,744,868],[2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0])","(1024,[117,120,191,246,304,386,472,589,593,598,731,744,868],[10.449700429332328,5.792834252272104,3.5020836169250606,5.099687071712158,4.421354976937353,3.0692195346287816,5.917997395226109,4.937168142214383,4.406539891152213,6.217189399727224,3.358189437264991,4.421354976937353,3.981656697186947])"
56,57,"['k', 'fyi', 'x', 'has', 'a', 'ride', 'early', 'tomorrow', 'morning', 'but', ""he's"", 'crashing', 'at', 'our', 'place', 'tonight']",0,"['k', 'fyi', 'x', 'ride', 'early', 'tomorrow', 'morning', 'crashing', 'place', 'tonight']","(1024,[69,192,212,457,581,687,733,802,815,986],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[69,192,212,457,581,687,733,802,815,986],[3.642440974619983,3.691573663197628,4.451660326432682,3.9720872461707963,5.535005142970004,4.020877410340228,4.2193283490640665,4.363367719287004,4.32198250312415,4.451660326432682])"
57,58,"['wow', 'i', 'never', 'realized', 'that', 'you', 'were', 'so', 'embarassed', 'by', 'your', 'accomodations', 'i', 'thought', 'you', 'liked', 'it', 'since', 'i', 'was', 'doing', 'the', 'best', 'i', 'could', 'and', 'you', 'always', 'seemed', 'so', 'happy', 'about', 'the', 'cave', ""i'm"", 'sorry', 'i', ""didn't"", 'and', ""don't"", 'have', 'more', 'to', 'give', ""i'm"", 'sorry', 'i', 'offered', ""i'm"", 'sorry', 'your', 'room', 'was', 'so', 'embarassing']",0,"['wow', 'never', 'realized', 'embarassed', 'accomodations', 'thought', 'liked', 'since', 'best', 'always', 'seemed', 'happy', 'cave', 'sorry', 'give', 'sorry', 'offered', 'sorry', 'room', 'embarassing']","(1024,[22,46,47,131,139,182,234,261,277,344,619,649,694,697,846,871,931],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[22,46,47,131,139,182,234,261,277,344,619,649,694,697,846,871,931],[4.3493814773122645,4.4671645129686475,4.4671645129686475,3.4442640460362344,4.58299632849377,5.853458874088538,5.535005142970004,4.137411226596179,7.101747562188985,8.678118958291723,4.421354976937353,4.5317030341062186,5.099687071712158,4.030927746193729,4.988461436601934,3.822026551595063,4.7140245909001735])"
58,59,"['sms', 'ac', 'sptv', 'the', 'new', 'jersey', 'devils', 'and', 'the', 'detroit', 'red', 'wings', 'play', 'ice', 'hockey', 'correct', 'or', 'incorrect', 'end', 'reply', 'end', 'sptv']",1,"['sms', 'ac', 'sptv', 'new', 'jersey', 'devils', 'detroit', 'red', 'wings', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'reply', 'end', 'sptv']","(1024,[55,77,211,249,335,363,380,464,484,634,743,765,789,899,908],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0])","(1024,[55,77,211,249,335,363,380,464,484,634,743,765,789,899,908],[4.5317030341062186,4.171700300074812,5.070699534838906,3.104586678466073,5.535005142970004,5.367951058306837,8.78388218346212,5.792834252272104,4.256599743861298,5.853458874088538,3.0425512875466203,13.093212109296967,3.526181168504121,5.160311693528593,11.585668504544207])"
59,60,"['do', 'you', 'know', 'what', 'mallika', 'sherawat', 'did', 'yesterday', 'find', 'out', 'now', '@', '<url>']",0,"['know', 'mallika', 'sherawat', 'yesterday', 'find', '@', '<url>']","(1024,[287,637,643,742,834,962,988],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[287,637,643,742,834,962,988],[4.207206988531722,4.6557556827761974,3.0313362167264803,3.981656697186947,4.171700300074812,5.581525158604896,3.8469241032167902])"
60,61,"['congrats', 'year', 'special', 'cinema', 'pass', 'for', 'is', 'yours', 'call', 'now', 'c', 'suprman', 'v', 'matrix', 'starwars', 'etc', 'all', 'free', 'bx', 'ip', 'we', 'pm', 'dont', 'miss', 'out']",1,"['congrats', 'year', 'special', 'cinema', 'pass', 'call', 'c', 'suprman', 'v', 'matrix', 'starwars', 'etc', 'free', 'bx', 'ip', 'pm', 'dont', 'miss']","(1024,[26,131,138,148,193,233,274,287,485,502,522,561,668,886,984,1012,1021],[1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[26,131,138,148,193,233,274,287,485,502,522,561,668,886,984,1012,1021],[3.2741894628522528,3.4442640460362344,4.478336553931349,3.813863240955902,2.8269549418677937,3.557143394108088,4.7140245909001735,4.207206988531722,2.8894752988491277,5.407171771460119,5.407171771460119,3.7977338590260183,5.330210730323991,4.231598441655881,4.244020961654438,5.258751766341845,5.447993765980374])"
61,62,"['sorry', ""i'll"", 'call', 'later', 'in', 'meeting']",0,"['sorry', 'call', 'later', 'meeting']","(1024,[138,344,378,1006],[1.0,1.0,1.0,1.0])","(1024,[138,344,378,1006],[2.2391682769656747,2.892706319430574,3.684405173719015,4.244020961654438])"
62,63,"['tell', 'where', 'you', 'reached']",0,"['tell', 'reached']","(1024,[223,538],[1.0,1.0])","(1024,[223,538],[5.129540034861839,3.5384512610959353])"
63,64,"['yes', 'gauti', 'and', 'sehwag', 'out', 'of', 'odi', 'series']",0,"['yes', 'gauti', 'sehwag', 'odi', 'series']","(1024,[40,197,700,835,943],[1.0,1.0,1.0,1.0,1.0])","(1024,[40,197,700,835,943],[5.630315322774329,5.917997395226109,3.2278848948105665,3.6288353225642043,5.070699534838906])"
64,65,"['your', 'gonna', 'have', 'to', 'pick', 'up', 'a', '$', 'burger', 'for', 'yourself', 'on', 'your', 'way', 'home', 'i', ""can't"", 'even', 'move', 'pain', 'is', 'killing', 'me']",0,"['gonna', 'pick', '$', 'burger', 'way', 'home', 'even', 'move', 'pain', 'killing']","(1024,[291,301,346,485,599,633,796,886,967,982],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[291,301,346,485,599,633,796,886,967,982],[6.546606054648484,4.39194109173106,4.674803877746892,2.8894752988491277,3.7740173324087025,4.498913211283228,4.195230797485006,4.231598441655881,4.2193283490640665,1.776981313694862])"
65,66,"['ha', 'ha', 'ha', 'good', 'joke', 'girls', 'are', 'situation', 'seekers']",0,"['ha', 'ha', 'ha', 'good', 'joke', 'girls', 'situation', 'seekers']","(1024,[6,42,507,687,792,874],[1.0,1.0,1.0,1.0,1.0,3.0])","(1024,[6,42,507,687,792,874],[4.864847480634757,5.258751766341845,5.192060391843174,4.020877410340228,2.9561666733478,17.37850275681631])"
66,67,"['its', 'a', 'part', 'of', 'checking', 'iq']",0,"['part', 'checking', 'iq']","(1024,[220,612,969],[1.0,1.0,1.0])","(1024,[220,612,969],[5.367951058306837,4.962485950198674,5.535005142970004])"
67,68,"['sorry', 'my', 'roommates', 'took', 'forever', 'it', 'ok', 'if', 'i', 'come', 'by', 'now']",0,"['sorry', 'roommates', 'took', 'forever', 'ok', 'come']","(1024,[87,344,604,645,660,1006],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[87,344,604,645,660,1006],[4.6557556827761974,2.892706319430574,3.104586678466073,2.8894752988491277,2.9492937940600377,4.244020961654438])"
68,69,"['ok', 'lar', 'i', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'he', 'said', 'wun', 'cut', 'v', 'short', 'he', 'said', 'will', 'cut', 'until', 'i', 'look', 'nice']",0,"['ok', 'lar', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'said', 'wun', 'cut', 'v', 'short', 'said', 'cut', 'look', 'nice']","(1024,[16,177,220,249,297,442,485,531,604,660,692,816,842,945,966],[2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0])","(1024,[16,177,220,249,297,442,485,531,604,660,692,816,842,945,966],[7.191219349871768,3.5890949939146903,5.367951058306837,3.104586678466073,10.141399069677812,3.8638736615305636,2.8894752988491277,4.58299632849377,3.104586678466073,2.9492937940600377,9.388443927207987,3.201097578846917,4.4671645129686475,4.841857962410058,4.126237925998055])"
69,70,"['as', 'a', 'valued', 'customer', 'i', 'am', 'pleased', 'to', 'advise', 'you', 'that', 'following', 'recent', 'review', 'of', 'your', 'mob', 'no', 'you', 'are', 'awarded', 'with', 'a', 'bonus', 'prize', 'call']",1,"['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', 'bonus', 'prize', 'call']","(1024,[24,37,69,115,138,153,378,510,750,759,921,996],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[24,37,69,115,138,153,378,510,750,759,921,996],[4.195230797485006,3.981656697186947,3.642440974619983,4.60069590559317,2.2391682769656747,5.7356758384321544,3.684405173719015,3.9913186080986836,6.141140946540319,5.7356758384321544,4.60069590559317,4.864847480634757])"
70,71,"['today', 'is', 'song', 'dedicated', 'day', 'which', 'song', 'will', 'u', 'dedicate', 'for', 'me', 'send', 'this', 'to', 'all', 'ur', 'valuable', 'frnds', 'but', 'first', 'rply', 'me']",0,"['today', 'song', 'dedicated', 'day', 'song', 'u', 'dedicate', 'send', 'ur', 'valuable', 'frnds', 'first', 'rply']","(1024,[19,114,163,191,326,369,534,632,645,733,913,982],[1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[19,114,163,191,326,369,534,632,645,733,913,982],[2.836087425431066,5.681608617161879,3.317779898927115,3.5020836169250606,10.259080069723678,5.070699534838906,3.496148881405246,5.407171771460119,2.8894752988491277,4.2193283490640665,5.367951058306837,1.776981313694862])"
71,72,"['urgent', 'ur', 'awarded', 'a', 'complimentary', 'trip', 'to', 'eurodisinc', 'trav', 'aco&entry', 'or', 'to', 'claim', 'txt', 'dis', 'to', '+', '*', 'morefrmmob', 'shracomorsglsuplt', 'ls', 'aj']",1,"['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav', 'aco&entry', 'claim', 'txt', 'dis', '+', '*', 'morefrmmob', 'shracomorsglsuplt', 'ls', 'aj']","(1024,[19,90,108,231,383,510,550,586,619,678,755,773,790,887,950,962,989],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[19,90,108,231,383,510,550,586,619,678,755,773,790,887,950,962,989],[2.836087425431066,5.581525158604896,4.5656045857819,4.5656045857819,5.258751766341845,3.9913186080986836,3.595609674935884,4.207206988531722,4.421354976937353,4.988461436601934,5.447993765980374,6.061098238866783,3.4612616224048054,3.532297395521557,5.917997395226109,5.581525158604896,4.126237925998055])"
72,73,"['did', 'you', 'hear', 'about', 'the', 'new', 'divorce', 'barbie', 'it', 'comes', 'with', 'all', 'of', ""ken's"", 'stuff']",1,"['hear', 'new', 'divorce', 'barbie', 'comes', ""ken's"", 'stuff']","(1024,[82,106,249,395,441,758,778],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[82,106,249,395,441,758,778],[5.49055338039917,6.680137447273006,3.104586678466073,4.231598441655881,4.051336617824937,4.694221963603994,4.694221963603994])"
73,74,"['i', 'plane', 'to', 'give', 'on', 'this', 'month', 'end']",0,"['plane', 'give', 'month', 'end']","(1024,[380,394,406,871],[1.0,1.0,1.0,1.0])","(1024,[380,394,406,871],[4.39194109173106,5.04252865787221,3.822026551595063,3.822026551595063])"
74,75,"['wah', 'lucky', 'man', 'then', 'can', 'save', 'money', 'hee']",0,"['wah', 'lucky', 'man', 'save', 'money', 'hee']","(1024,[225,342,442,651,732,840],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[225,342,442,651,732,840],[4.001074783044048,4.637063549764045,3.8638736615305636,5.853458874088538,5.293843086153116,4.888377978044951])"
75,76,"['finished', 'class', 'where', 'are', 'you']",0,"['finished', 'class']","(1024,[406,757],[1.0,1.0])","(1024,[406,757],[3.822026551595063,4.001074783044048])"
76,77,"['hi', 'babe', 'im', 'at', 'home', 'now', 'wanna', 'do', 'something', 'xx']",0,"['hi', 'babe', 'im', 'home', 'wanna', 'something', 'xx']","(1024,[26,131,136,152,241,300,485],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[26,131,136,152,241,300,485],[3.2741894628522528,3.4442640460362344,4.5485101524226,3.7740173324087025,3.9165173950159855,4.5317030341062186,2.8894752988491277])"
77,78,"['k', 'k', 'where', 'are', 'you', 'how', 'did', 'you', 'performed']",0,"['k', 'k', 'performed']","(1024,[192,793],[2.0,1.0])","(1024,[192,793],[7.383147326395256,5.681608617161879])"
78,79,"['u', 'can', 'call', 'me', 'now']",0,"['u', 'call']","(1024,[138,982],[1.0,1.0])","(1024,[138,982],[2.2391682769656747,1.776981313694862])"
79,80,"['i', 'am', 'waiting', 'machan', 'call', 'me', 'once', 'you', 'free']",0,"['waiting', 'machan', 'call', 'free']","(1024,[36,138,151,193],[1.0,1.0,1.0,1.0])","(1024,[36,138,151,193],[4.5656045857819,2.2391682769656747,5.581525158604896,2.8269549418677937])"
80,81,"['thats', 'cool', 'i', 'am', 'a', 'gentleman', 'and', 'will', 'treat', 'you', 'with', 'dignity', 'and', 'respect']",0,"['thats', 'cool', 'gentleman', 'treat', 'dignity', 'respect']","(1024,[41,387,603,614,843,1010],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[41,387,603,614,843,1010],[5.330210730323991,4.4671645129686475,5.367951058306837,5.853458874088538,5.447993765980374,4.4671645129686475])"
81,82,"['i', 'like', 'you', 'peoples', 'very', 'much', 'but', 'am', 'very', 'shy', 'pa']",0,"['like', 'peoples', 'much', 'shy', 'pa']","(1024,[225,386,608,963,988],[1.0,1.0,1.0,1.0,1.0])","(1024,[225,386,608,963,988],[4.001074783044048,3.0692195346287816,6.4288230189921,5.070699534838906,3.8469241032167902])"
82,83,"['does', 'not', 'operate', 'after', '<#>', 'or', 'what']",0,"['operate', '<#>']","(1024,[355,598],[1.0,1.0])","(1024,[355,598],[5.407171771460119,3.108594699863612])"
83,84,"['its', 'not', 'the', 'same', 'here', 'still', 'looking', 'for', 'a', 'job', 'how', 'much', 'do', ""ta's"", 'earn', 'there']",0,"['still', 'looking', 'job', 'much', ""ta's"", 'earn']","(1024,[123,360,363,870,904,988],[1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[123,360,363,870,904,988],[4.841857962410058,3.2415525335392306,5.367951058306837,4.39194109173106,5.367951058306837,3.8469241032167902])"
84,85,"['sorry', ""i'll"", 'call', 'later']",0,"['sorry', 'call', 'later']","(1024,[138,344,378],[1.0,1.0,1.0])","(1024,[138,344,378],[2.2391682769656747,2.892706319430574,3.684405173719015])"
85,86,"['k', 'did', 'you', 'call', 'me', 'just', 'now', 'ah']",0,"['k', 'call', 'ah']","(1024,[138,192,966],[1.0,1.0,1.0])","(1024,[138,192,966],[2.2391682769656747,3.691573663197628,4.126237925998055])"
86,87,"['ok', 'i', 'am', 'on', 'the', 'way', 'to', 'home', 'hi', 'hi']",0,"['ok', 'way', 'home', 'hi', 'hi']","(1024,[152,485,599,660],[2.0,1.0,1.0,1.0])","(1024,[152,485,599,660],[7.548034664817405,2.8894752988491277,3.7740173324087025,2.9492937940600377])"
87,88,"['you', 'will', 'be', 'in', 'the', 'place', 'of', 'that', 'man']",0,"['place', 'man']","(1024,[342,815],[1.0,1.0])","(1024,[342,815],[4.637063549764045,4.32198250312415])"
88,89,"['yup', 'next', 'stop']",0,"['yup', 'next', 'stop']","(1024,[540,689,934],[1.0,1.0,1.0])","(1024,[540,689,934],[3.602167075482043,3.934699714099176,4.5151737321550085])"
89,90,"['i', 'call', 'you', 'later', ""don't"", 'have', 'network', 'if', 'urgnt', 'sms', 'me']",0,"['call', 'later', 'network', 'urgnt', 'sms']","(1024,[55,138,378,390,922],[1.0,1.0,1.0,1.0,1.0])","(1024,[55,138,378,390,922],[4.5317030341062186,2.2391682769656747,3.684405173719015,5.192060391843174,4.797406199839225])"
90,91,"['for', 'real', 'when', 'u', 'getting', 'on', 'yo', 'i', 'only', 'need', 'more', 'tickets', 'and', 'one', 'more', 'jacket', 'and', ""i'm"", 'done', 'i', 'already', 'used', 'all', 'my', 'multis']",0,"['real', 'u', 'getting', 'yo', 'need', 'tickets', 'one', 'jacket', 'done', 'already', 'used', 'multis']","(1024,[217,222,249,293,348,371,395,444,484,659,799,982],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[217,222,249,293,348,371,395,444,484,659,799,982],[3.009276498661748,5.630315322774329,3.104586678466073,5.129540034861839,4.082752814058316,5.917997395226109,4.231598441655881,3.394938979473733,4.256599743861298,4.58299632849377,4.864847480634757,1.776981313694862])"
91,92,"['yes', 'i', 'started', 'to', 'send', 'requests', 'to', 'make', 'it', 'but', 'pain', 'came', 'back', 'so', ""i'm"", 'back', 'in', 'bed', 'double', 'coins', 'at', 'the', 'factory', 'too', 'i', 'gotta', 'cash', 'in', 'all', 'my', 'nitros']",0,"['yes', 'started', 'send', 'requests', 'make', 'pain', 'came', 'back', 'back', 'bed', 'double', 'coins', 'factory', 'gotta', 'cash', 'nitros']","(1024,[10,24,31,163,174,308,447,598,604,629,633,690,835,897,924],[1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(1024,[10,24,31,163,174,308,447,598,604,629,633,690,835,897,924],[5.853458874088538,4.195230797485006,3.7897656893768414,3.317779898927115,6.9571062390297325,3.907548725033225,5.224850214666164,3.108594699863612,3.104586678466073,3.8811154679650697,4.498913211283228,3.9913186080986836,3.6288353225642043,5.367951058306837,5.917997395226109])"
