,mon,dom,dow,carrier,flight,org,mile,depart,duration,delay,org_idx
411,6,2,3,AA,73,ORD,4243,9.0,540,21.0,0.0
412,0,30,3,UA,454,ORD,606,10.67,117,-2.0,0.0
413,5,5,4,OO,5905,ORD,1118,10.52,179,21.0,0.0
414,11,11,4,UA,693,LGA,733,19.05,162,-15.0,3.0
415,5,16,1,AA,1362,ORD,740,12.92,140,,0.0
416,6,11,5,UA,610,ORD,612,11.08,112,-7.0,0.0
417,1,18,1,AA,1358,ORD,867,20.92,130,56.0,0.0
418,6,6,0,B6,922,ORD,867,18.92,140,59.0,0.0
419,3,9,3,UA,1147,ORD,802,14.75,151,33.0,0.0
420,11,6,6,US,165,SJC,386,10.08,83,3.0,4.0
421,11,21,0,AA,761,ORD,258,10.58,70,45.0,0.0
422,10,26,3,OO,5444,SFO,191,17.83,66,19.0,1.0
423,5,9,1,AA,194,SFO,2704,13.83,335,126.0,1.0
424,3,2,3,US,2175,LGA,214,13.0,79,-16.0,3.0
425,10,20,4,OO,6760,ORD,286,11.18,76,-3.0,0.0
426,7,7,4,AA,2420,ORD,1120,7.0,165,-16.0,0.0
427,10,6,4,UA,1226,ORD,622,8.32,112,16.0,0.0
428,9,15,3,AA,201,JFK,2475,6.42,360,22.0,2.0
429,1,28,4,OO,5954,ORD,323,7.5,79,4.0,0.0
430,2,31,1,US,4,ORD,1440,10.67,233,73.0,0.0
431,8,22,1,UA,501,SFO,447,10.75,90,-4.0,1.0
432,5,20,5,OO,5792,SFO,462,15.15,120,-23.0,1.0
433,10,24,1,UA,341,ORD,416,9.75,94,-17.0,0.0
434,8,10,3,UA,1453,ORD,837,19.92,135,-3.0,0.0
435,2,27,4,B6,209,JFK,2465,12.08,372,70.0,2.0
436,5,7,6,OO,6165,ORD,462,8.3,98,-14.0,0.0
437,10,24,1,OO,5608,SFO,158,14.62,60,6.0,1.0
438,3,11,5,UA,399,LGA,1619,6.0,252,4.0,3.0
439,3,4,5,UA,522,SFO,550,23.0,99,-2.0,1.0
440,2,24,1,OO,6011,ORD,323,10.93,79,4.0,0.0
441,6,10,4,US,1571,ORD,678,16.42,128,1.0,0.0
442,10,1,6,OO,5790,SFO,153,16.98,58,21.0,1.0
443,1,11,1,UA,676,ORD,733,10.0,128,131.0,0.0
444,4,23,5,B6,91,JFK,2576,15.92,373,79.0,2.0
445,0,8,2,UA,311,SFO,372,12.47,87,88.0,1.0
446,10,10,1,B6,263,SMF,387,9.17,83,-16.0,5.0
447,9,1,3,US,204,SMF,647,9.25,112,5.0,5.0
448,1,18,1,B6,290,SFO,599,15.58,105,-4.0,1.0
449,5,5,4,UA,828,ORD,867,21.08,135,70.0,0.0
450,1,17,0,OO,5982,ORD,157,20.92,55,,0.0
451,3,26,6,AA,1639,JFK,1597,19.0,245,23.0,2.0
452,5,1,0,UA,139,ORD,1846,9.97,273,42.0,0.0
453,7,27,3,UA,220,SFO,2419,16.13,307,,1.0
454,1,2,6,AA,1248,ORD,678,6.67,110,,0.0
455,0,13,0,OH,5526,JFK,267,20.58,108,,2.0
456,7,13,3,WN,2621,SMF,389,21.17,75,-3.0,5.0
457,8,21,0,AA,85,JFK,2586,14.92,370,24.0,2.0
458,11,13,6,AA,451,ORD,1846,10.58,295,108.0,0.0
459,4,19,1,AA,394,ORD,733,6.75,125,21.0,0.0
460,6,21,1,OO,6171,ORD,1332,9.82,213,20.0,0.0
461,4,30,5,AA,1463,ORD,888,10.75,150,66.0,0.0
462,1,28,4,OO,6750,ORD,264,6.5,75,-16.0,0.0
463,5,30,1,OO,3912,SFO,599,13.0,108,56.0,1.0
464,10,19,3,UA,473,ORD,1726,19.93,271,-16.0,0.0
465,9,29,3,WN,817,SMF,389,9.5,75,-7.0,5.0
466,2,2,0,AA,39,SFO,2398,8.33,340,-31.0,1.0
467,8,27,6,OH,6794,JFK,187,12.92,81,45.0,2.0
468,3,21,1,OH,5592,JFK,187,19.08,98,32.0,2.0
469,6,24,4,UA,1220,SJC,948,7.88,156,-5.0,4.0
470,2,28,5,WN,595,SJC,697,11.0,125,22.0,4.0
471,11,25,4,HA,215,OGG,100,16.58,34,7.0,7.0
472,2,9,0,WN,145,SJC,386,13.33,80,45.0,4.0
473,3,21,1,US,1247,LGA,544,8.25,120,22.0,3.0
474,6,27,0,OH,5735,JFK,228,8.5,102,3.0,2.0
475,0,10,4,OH,5478,JFK,144,18.92,109,-29.0,2.0
476,2,21,5,AA,1605,ORD,1723,13.75,265,202.0,0.0
477,0,26,6,UA,828,ORD,867,20.75,130,1.0,0.0
478,11,24,3,B6,1087,JFK,541,21.67,130,40.0,2.0
479,1,9,6,WN,939,SMF,373,17.42,80,-6.0,5.0
480,2,12,3,B6,145,JFK,1074,20.58,204,2.0,2.0
481,4,19,1,WN,469,SMF,480,15.83,85,-10.0,5.0
482,5,26,4,AA,394,ORD,733,6.75,125,18.0,0.0
483,4,4,0,UA,888,SFO,337,11.5,86,36.0,1.0
484,10,14,5,OO,6218,ORD,738,20.75,134,,0.0
485,4,30,5,OO,5851,ORD,522,8.0,102,33.0,0.0
486,8,22,1,UA,226,SFO,337,8.05,95,-12.0,1.0
487,5,1,0,WN,1074,SMF,373,17.17,85,38.0,5.0
488,2,20,4,B6,69,JFK,1069,13.25,178,21.0,2.0
489,7,19,2,OO,6485,ORD,438,18.48,94,-20.0,0.0
490,0,21,1,WN,873,SJC,621,15.17,105,37.0,4.0
491,11,16,2,AA,1487,ORD,1671,10.0,255,18.0,0.0
492,11,21,0,UA,885,ORD,1846,8.05,278,82.0,0.0
493,3,10,4,AA,2303,ORD,802,6.67,140,,0.0
494,11,16,2,AA,1447,ORD,837,14.58,140,28.0,0.0
495,3,25,5,WN,162,SMF,389,16.42,75,-2.0,5.0
496,5,14,6,UA,385,ORD,334,15.25,86,24.0,0.0
497,9,29,3,UA,1178,SMF,910,7.63,140,-9.0,5.0
498,8,15,1,US,2116,LGA,185,7.0,66,,3.0
499,4,6,2,B6,117,JFK,1182,7.0,186,-12.0,2.0
500,6,27,0,UA,463,ORD,334,22.65,82,,0.0
501,6,23,3,UA,820,SFO,679,12.73,127,8.0,1.0
502,11,8,1,AA,1031,ORD,1236,19.08,205,30.0,0.0
503,11,15,1,WN,2241,SJC,342,13.0,75,18.0,4.0
504,7,18,1,OO,3942,SMF,532,17.87,98,-19.0,5.0
505,6,25,5,UA,725,ORD,802,20.58,136,33.0,0.0
506,7,9,6,AA,1869,ORD,258,20.75,65,10.0,0.0
507,0,22,2,OO,6123,ORD,286,13.17,76,,0.0
508,8,10,3,AA,462,ORD,647,19.92,110,3.0,0.0
509,1,12,2,AA,1686,ORD,647,7.17,105,33.0,0.0
510,10,29,6,UA,1186,ORD,296,8.0,75,-17.0,0.0
511,8,11,4,OO,6439,ORD,213,20.08,61,-2.0,0.0
512,9,8,3,UA,620,ORD,612,16.0,113,9.0,0.0
513,7,9,6,AA,1393,LGA,761,9.25,150,3.0,3.0
514,11,2,2,AA,3,JFK,2475,12.17,375,-29.0,2.0
515,9,19,0,OO,5496,SFO,191,22.33,67,75.0,1.0
516,1,26,2,OO,5488,SFO,329,21.42,93,44.0,1.0
517,8,19,5,OO,5526,SFO,316,10.33,86,33.0,1.0
518,0,10,4,AA,554,SFO,1846,16.58,245,110.0,1.0
519,0,26,6,AA,1306,SFO,1464,6.92,210,,1.0
520,5,26,4,AA,269,JFK,2421,16.75,370,54.0,2.0
521,3,13,0,UA,1597,ORD,1515,18.02,235,-6.0,0.0
522,0,21,1,AA,1544,SFO,1846,10.92,260,102.0,1.0
523,3,7,1,US,473,JFK,2248,9.67,343,31.0,2.0
524,5,10,2,AA,336,ORD,733,20.58,120,62.0,0.0
525,6,17,4,UA,797,ORD,1162,12.08,185,5.0,0.0
526,9,16,4,B6,37,JFK,1028,8.08,175,17.0,2.0
527,1,4,1,OH,5131,LGA,478,8.42,124,35.0,3.0
528,9,24,5,WN,415,SJC,333,6.58,75,-4.0,4.0
529,2,19,3,AA,1311,ORD,678,11.83,115,130.0,0.0
530,1,28,4,AA,2378,ORD,1197,16.08,180,0.0,0.0
531,0,5,6,WN,3142,SJC,386,18.67,80,105.0,4.0
532,6,28,1,OH,5501,JFK,766,11.92,173,30.0,2.0
533,8,6,6,UA,950,ORD,589,13.07,113,19.0,0.0
534,4,12,1,UA,1499,ORD,1440,14.92,229,86.0,0.0
535,7,18,1,WN,2190,SFO,447,8.33,85,-4.0,1.0
536,0,14,1,WN,1840,SJC,308,15.67,70,-12.0,4.0
537,0,15,2,AA,324,SFO,1464,15.08,210,-16.0,1.0
538,2,9,0,AA,2441,ORD,606,6.92,110,28.0,0.0
539,5,29,0,UA,186,SFO,2521,14.05,332,244.0,1.0
540,5,16,1,OO,5477,SFO,158,14.35,67,41.0,1.0
541,3,29,2,OO,5792,SFO,462,14.93,120,-1.0,1.0
542,1,1,5,OO,6415,SFO,316,20.72,77,22.0,1.0
543,4,2,5,AA,554,SFO,1846,16.33,245,,1.0
544,3,4,5,AA,394,ORD,733,6.83,120,54.0,0.0
545,8,27,6,AA,117,JFK,2475,14.5,355,16.0,2.0
546,9,11,6,OH,6673,JFK,213,13.0,85,-10.0,2.0
547,7,26,2,WN,1007,SMF,389,20.33,75,-9.0,5.0
548,5,30,1,OH,5436,LGA,834,16.17,163,42.0,3.0
549,6,23,3,OO,5452,SFO,77,19.42,46,36.0,1.0
550,5,23,1,AA,471,ORD,1846,10.08,270,41.0,0.0
551,6,7,1,OO,5897,ORD,179,11.33,56,63.0,0.0
552,5,30,1,B6,119,JFK,1182,14.83,193,18.0,2.0
553,0,29,2,AA,1540,TUS,813,15.5,130,68.0,6.0
554,8,7,0,AA,1403,ORD,585,14.83,110,-2.0,0.0
555,8,28,0,AA,1686,ORD,647,7.08,110,-4.0,0.0
556,6,16,3,B6,614,JFK,274,7.33,75,22.0,2.0
557,2,23,0,AA,1815,JFK,740,15.67,169,37.0,2.0
558,6,20,0,UA,442,ORD,316,19.42,82,80.0,0.0
559,2,7,5,OH,5348,ORD,264,7.83,76,19.0,0.0
560,0,11,5,AA,1547,ORD,177,15.25,60,-9.0,0.0
561,5,14,6,OO,6519,SJC,308,17.82,80,-7.0,4.0
562,11,13,6,OO,5867,ORD,1041,17.22,176,97.0,0.0
563,4,17,6,OO,6343,SFO,372,8.97,86,6.0,1.0
564,10,4,2,US,2179,LGA,214,15.0,70,-12.0,3.0
565,7,5,2,WN,1939,SMF,404,15.92,85,36.0,5.0
566,3,24,4,UA,4,SFO,2586,6.0,330,-32.0,1.0
567,4,16,5,AA,1418,TUS,813,13.25,130,-7.0,6.0
568,3,17,4,OO,6352,SFO,751,21.92,120,-6.0,1.0
569,7,12,2,UA,654,ORD,719,15.77,154,67.0,0.0
570,1,7,4,UA,1147,ORD,802,14.92,153,16.0,0.0
571,4,22,4,AA,745,LGA,1389,13.75,225,68.0,3.0
572,0,7,1,AA,1120,ORD,258,14.08,70,29.0,0.0
573,10,21,5,OO,6181,ORD,84,12.2,44,16.0,0.0
574,2,11,2,OO,6703,ORD,491,20.42,102,-20.0,0.0
575,0,13,0,AA,333,LGA,733,13.58,160,20.0,3.0
576,5,3,2,US,700,ORD,678,11.5,124,15.0,0.0
577,7,4,1,UA,75,SFO,2398,14.67,323,3.0,1.0
578,1,23,6,OO,6387,SFO,421,21.57,78,32.0,1.0
579,8,22,1,AA,1561,ORD,1846,18.67,275,30.0,0.0
580,9,9,4,UA,203,ORD,334,8.92,92,-9.0,0.0
581,11,11,4,AA,1462,ORD,719,8.33,125,10.0,0.0
582,6,27,0,AA,1331,ORD,1671,9.92,245,-2.0,0.0
583,11,25,4,WN,3572,SJC,569,8.5,110,-6.0,4.0
584,9,7,2,OH,6627,JFK,483,16.67,140,-43.0,2.0
585,0,15,2,UA,275,ORD,403,17.33,93,1.0,0.0
586,5,5,4,WN,439,SMF,479,14.33,85,8.0,5.0
587,2,19,3,UA,516,ORD,867,15.75,137,29.0,0.0
588,1,7,4,AA,1571,ORD,334,11.67,90,-15.0,0.0
589,11,6,6,UA,893,JFK,2586,8.12,412,-40.0,2.0
590,11,5,5,HA,575,OGG,100,14.42,34,-9.0,7.0
591,7,19,2,WN,1750,SMF,480,20.58,85,-6.0,5.0
592,10,19,3,AA,827,ORD,1829,18.08,285,-19.0,0.0
593,6,27,0,OO,6356,SFO,599,21.25,103,129.0,1.0
594,4,28,3,UA,4,SFO,2586,6.0,330,-9.0,1.0
595,3,17,4,B6,931,ORD,1735,8.0,268,-23.0,0.0
596,0,14,1,OO,5973,ORD,139,12.52,54,-13.0,0.0
597,4,18,0,B6,16,JFK,267,14.48,81,-16.0,2.0
598,8,26,5,UA,176,SFO,2704,11.8,338,56.0,1.0
599,1,16,6,OO,5741,SFO,78,11.0,45,61.0,1.0
600,0,8,2,B6,908,ORD,740,12.0,130,27.0,0.0
601,7,2,6,B6,916,ORD,740,16.08,147,,0.0
602,7,8,5,WN,792,SJC,188,17.0,55,18.0,4.0
603,6,31,4,AA,2276,ORD,867,11.08,140,58.0,0.0
604,8,18,4,AA,442,SFO,2585,12.08,320,39.0,1.0
605,3,6,0,B6,53,JFK,1005,13.0,174,21.0,2.0
606,2,7,5,US,570,SFO,651,9.17,117,-12.0,1.0
607,8,10,3,AA,933,JFK,1090,12.0,170,32.0,2.0
608,6,31,4,OH,5362,JFK,106,22.0,94,36.0,2.0
609,2,10,1,UA,1239,ORD,296,10.68,74,78.0,0.0
610,6,27,0,UA,667,LGA,733,6.0,139,-14.0,3.0
611,0,24,4,AA,1067,ORD,925,9.58,165,16.0,0.0
612,0,5,6,OO,6356,SFO,599,21.25,104,23.0,1.0
613,8,14,0,UA,266,ORD,240,18.87,65,116.0,0.0
614,10,2,0,UA,34,OGG,2338,14.5,294,74.0,7.0
615,5,29,0,OO,5590,SFO,158,7.68,62,17.0,1.0
616,8,22,1,UA,405,LGA,1619,10.48,267,48.0,3.0
617,2,24,1,OO,6186,ORD,760,8.57,125,0.0,0.0
618,9,13,1,UA,776,ORD,264,13.27,83,30.0,0.0
619,6,9,3,AA,194,SFO,2704,13.83,335,-24.0,1.0
620,9,31,5,OO,5572,SFO,329,11.38,92,101.0,1.0
621,0,3,4,UA,604,ORD,612,15.0,107,5.0,0.0
622,6,4,5,WN,408,SMF,397,12.92,80,5.0,5.0
623,9,1,3,AA,1609,ORD,1118,18.92,185,-22.0,0.0
624,0,29,2,UA,893,JFK,2586,8.5,403,16.0,2.0
625,8,14,0,B6,135,JFK,1074,6.75,180,-23.0,2.0
626,11,18,4,WN,1136,SFO,1855,17.5,240,,1.0
627,11,2,2,AA,1210,ORD,867,12.42,135,-17.0,0.0
628,11,4,4,US,2134,LGA,185,16.0,69,-16.0,3.0
629,2,17,1,AA,179,JFK,2586,8.75,384,18.0,2.0
630,3,4,5,UA,863,ORD,1846,18.5,282,16.0,0.0
631,7,25,1,WN,1784,SJC,386,16.0,80,50.0,4.0
632,6,11,5,OH,5657,JFK,541,19.5,136,46.0,2.0
633,5,12,4,UA,266,ORD,240,19.5,71,202.0,0.0
634,4,16,5,OH,5094,ORD,264,16.25,77,23.0,0.0
635,0,7,1,UA,687,LGA,733,16.0,158,135.0,3.0
636,6,5,6,WN,1993,SMF,397,15.0,85,32.0,5.0
637,7,4,1,UA,492,ORD,647,13.2,126,219.0,0.0
638,11,16,2,UA,405,LGA,1619,10.98,276,65.0,3.0
639,8,25,4,AA,352,ORD,733,17.5,135,146.0,0.0
640,2,27,4,AA,1,JFK,2475,9.0,380,52.0,2.0
641,6,14,1,UA,463,ORD,334,22.78,82,-12.0,0.0
642,7,3,0,HA,197,OGG,100,20.17,34,-1.0,7.0
643,6,13,0,B6,36,JFK,264,21.0,99,,2.0
644,4,14,3,UA,536,SJC,1829,6.33,255,34.0,4.0
645,1,17,0,WN,2031,SMF,605,17.83,110,59.0,5.0
646,0,6,0,WN,2474,SJC,621,9.25,105,11.0,4.0
647,7,4,1,OH,5657,JFK,541,19.5,136,14.0,2.0
648,2,29,6,OO,6391,TUS,451,15.92,96,-11.0,6.0
649,9,8,3,B6,121,JFK,944,7.0,163,-5.0,2.0
650,5,28,6,AA,1,JFK,2475,9.0,355,1.0,2.0
651,3,19,6,UA,658,ORD,719,18.0,140,-26.0,0.0
652,9,7,2,OH,6562,JFK,382,12.0,94,-9.0,2.0
653,10,19,3,OO,6352,SFO,751,19.05,117,46.0,1.0
654,1,4,1,AA,1472,SFO,1846,13.67,255,,1.0
655,0,22,2,US,683,SFO,651,12.42,116,58.0,1.0
656,2,9,0,OO,5946,ORD,588,15.4,121,24.0,0.0
657,5,30,1,WN,1468,SJC,308,20.17,80,-13.0,4.0
658,3,1,2,UA,863,ORD,1846,18.5,282,90.0,0.0
659,11,23,2,UA,434,ORD,235,8.07,77,6.0,0.0
660,3,3,4,WN,3767,SMF,480,17.83,85,20.0,5.0
661,11,18,4,B6,717,JFK,1597,8.92,240,-26.0,2.0
662,2,23,0,AA,1613,ORD,1846,13.0,285,-31.0,0.0
663,1,22,5,OH,5348,ORD,264,7.83,77,,0.0
664,4,20,2,AA,2441,ORD,606,6.92,115,-5.0,0.0
665,8,9,2,B6,42,JFK,209,11.0,73,111.0,2.0
666,7,10,0,UA,17,JFK,2586,17.32,413,287.0,2.0
667,1,17,0,WN,2297,SMF,358,20.75,70,245.0,5.0
668,7,16,6,OH,5362,JFK,106,22.0,58,27.0,2.0
669,7,19,2,UA,90,SFO,2565,8.78,345,18.0,1.0
670,3,20,0,UA,534,ORD,867,13.17,146,28.0,0.0
671,2,31,1,AA,1815,ORD,1249,18.83,210,,0.0
672,7,19,2,AA,759,LGA,1389,16.42,225,23.0,3.0
673,6,19,6,OO,5897,ORD,179,11.33,56,,0.0
674,6,22,2,AA,1450,ORD,719,14.67,139,91.0,0.0
675,7,25,1,OO,6475,SMF,373,21.8,91,-12.0,5.0
676,8,2,2,OO,5806,ORD,462,15.0,96,-17.0,0.0
677,11,2,2,AA,1184,ORD,719,11.83,130,49.0,0.0
678,6,30,3,UA,466,SFO,967,16.08,155,92.0,1.0
679,11,24,3,WN,1852,TUS,451,16.83,95,150.0,6.0
680,10,10,1,AA,1864,TUS,1437,7.08,210,-33.0,6.0
681,1,10,0,OH,5009,JFK,264,20.58,110,75.0,2.0
682,3,12,6,OO,6112,ORD,462,8.0,97,-12.0,0.0
683,5,6,5,UA,766,ORD,622,21.75,106,17.0,0.0
684,6,21,1,UA,10,SFO,2586,11.38,354,110.0,1.0
685,5,23,1,B6,1315,JFK,228,22.5,91,,2.0
686,9,31,5,WN,236,SMF,358,10.17,70,0.0,5.0
687,9,24,5,AA,1253,ORD,258,21.42,65,78.0,0.0
688,2,28,5,US,2144,LGA,185,21.0,72,27.0,3.0
689,5,16,1,B6,701,JFK,1597,23.98,222,137.0,2.0
690,3,27,0,UA,295,ORD,1781,15.5,269,25.0,0.0
691,11,19,5,OH,6785,JFK,213,16.0,96,152.0,2.0
692,10,29,6,WN,199,SFO,414,14.0,100,-15.0,1.0
693,6,21,1,WN,2530,SJC,296,10.17,60,-2.0,4.0
694,3,6,0,UA,77,SFO,2398,16.82,326,13.0,1.0
695,9,28,2,OO,6378,SFO,963,14.98,152,33.0,1.0
696,6,13,0,OH,5526,JFK,267,22.0,107,,2.0
697,1,18,1,UA,531,ORD,925,14.75,175,61.0,0.0
698,11,30,2,WN,2031,SMF,480,18.0,85,,5.0
699,6,5,6,UA,27,JFK,2475,15.6,371,-11.0,2.0
700,6,20,0,US,1437,LGA,544,14.67,120,14.0,3.0
701,7,21,4,OH,5269,LGA,292,19.5,102,47.0,3.0
702,5,26,4,WN,2579,TUS,451,6.08,85,-1.0,6.0
703,1,21,4,WN,1555,SMF,389,10.0,75,52.0,5.0
704,5,21,6,B6,42,JFK,209,11.0,75,-6.0,2.0
705,0,2,3,AA,1513,ORD,888,18.75,160,58.0,0.0
706,0,5,6,OO,6397,SFO,363,14.0,74,163.0,1.0
707,5,13,5,UA,394,ORD,473,9.0,92,43.0,0.0
708,11,25,4,OO,5792,SFO,462,14.83,125,52.0,1.0
709,0,22,2,OO,5444,SFO,191,17.92,66,74.0,1.0
710,11,11,4,AA,2255,LGA,1097,6.08,180,29.0,3.0
711,0,6,0,WN,173,SJC,569,16.5,105,45.0,4.0
712,8,28,0,B6,173,JFK,2569,17.67,400,76.0,2.0
713,3,15,2,OH,5160,JFK,288,14.98,91,-5.0,2.0
714,5,13,5,AA,1450,ORD,719,14.67,139,153.0,0.0
715,5,23,1,AA,1425,ORD,1726,9.5,245,31.0,0.0
716,8,7,0,AA,1137,ORD,837,8.08,135,19.0,0.0
717,3,23,3,OH,4987,LGA,834,12.25,169,1.0,3.0
718,5,17,2,UA,518,ORD,412,16.3,86,-12.0,0.0
719,11,18,4,B6,709,JFK,1597,9.98,236,4.0,2.0
720,3,21,1,AA,368,ORD,733,13.33,135,48.0,0.0
721,10,22,6,UA,566,ORD,606,18.05,120,-26.0,0.0
722,10,28,5,US,780,SFO,2296,22.67,276,22.0,1.0
723,6,6,0,UA,636,ORD,412,7.3,86,49.0,0.0
724,1,19,2,AA,1772,ORD,1005,8.42,155,35.0,0.0
725,1,12,2,AA,1715,ORD,1515,12.33,240,44.0,0.0
726,2,7,5,AA,1918,ORD,719,20.0,125,98.0,0.0
727,5,26,4,WN,3506,SJC,697,8.75,125,6.0,4.0
728,10,19,3,AA,2309,ORD,802,8.75,160,-39.0,0.0
729,4,18,0,AA,1059,ORD,606,14.92,120,2.0,0.0
730,5,4,3,B6,703,JFK,1597,15.25,241,11.0,2.0
731,3,17,4,AA,2337,ORD,802,16.08,150,73.0,0.0
732,4,2,5,UA,566,ORD,606,17.92,120,128.0,0.0
733,9,20,1,B6,357,JFK,2465,16.88,375,3.0,2.0
734,10,21,5,OH,6467,LGA,431,17.18,120,29.0,3.0
735,5,20,5,UA,645,ORD,1726,17.92,256,59.0,0.0
736,0,6,0,WN,1655,TUS,451,12.0,95,18.0,6.0
737,9,4,6,B6,119,JFK,1182,14.67,198,1.0,2.0
738,1,20,3,B6,1087,JFK,541,21.75,127,96.0,2.0
739,8,30,2,UA,133,SFO,337,8.95,95,-11.0,1.0
740,8,11,4,OO,5910,ORD,773,9.1,122,63.0,0.0
741,0,8,2,UA,1256,ORD,299,6.5,74,0.0,0.0
742,3,30,3,WN,643,SFO,337,6.17,85,-20.0,1.0
743,3,2,3,AA,451,ORD,1846,10.17,285,60.0,0.0
744,3,13,0,B6,907,JFK,740,9.5,169,-9.0,2.0
745,9,15,3,UA,269,ORD,403,20.67,93,14.0,0.0
746,4,3,6,US,208,SFO,651,15.67,117,0.0,1.0
747,8,29,1,AA,1940,ORD,1197,19.42,175,41.0,0.0
748,2,4,2,AA,3,JFK,2475,12.0,370,-27.0,2.0
749,3,18,5,WN,2035,SMF,605,10.33,110,-9.0,5.0
750,6,27,0,AA,1255,ORD,925,19.17,160,39.0,0.0
751,6,6,0,OH,5395,JFK,301,10.98,96,55.0,2.0
752,4,31,6,OO,3931,TUS,601,11.58,107,-8.0,6.0
753,9,4,6,UA,332,ORD,235,21.07,70,-12.0,0.0
754,0,18,5,WN,1009,SFO,337,15.75,90,-3.0,1.0
755,11,1,1,WN,2556,SFO,337,20.92,85,41.0,1.0
756,8,5,5,OH,6892,JFK,144,14.98,66,18.0,2.0
757,9,12,0,UA,207,ORD,1846,9.0,277,33.0,0.0
758,1,26,2,UA,975,ORD,2116,8.42,284,89.0,0.0
759,9,29,3,AA,779,ORD,1723,11.0,260,-28.0,0.0
760,1,19,2,B6,53,JFK,1005,13.0,174,18.0,2.0
761,5,23,1,OO,6509,TUS,451,7.97,90,-2.0,6.0
762,11,18,4,UA,371,ORD,1739,17.72,274,16.0,0.0
763,1,1,5,OO,6397,SFO,363,14.47,80,-18.0,1.0
764,0,8,2,AA,370,ORD,733,12.67,125,19.0,0.0
765,3,1,2,OH,5649,LGA,431,20.0,116,,3.0
766,0,5,6,UA,371,ORD,1739,17.77,270,87.0,0.0
767,3,8,2,OO,6089,ORD,1041,8.58,171,42.0,0.0
768,5,30,1,UA,678,ORD,733,11.08,133,6.0,0.0
769,9,8,3,UA,1508,ORD,1005,10.75,156,4.0,0.0
770,2,19,3,AA,2098,ORD,867,16.0,135,107.0,0.0
771,10,26,3,US,1776,TUS,1735,9.75,213,-2.0,6.0
772,10,10,1,UA,617,ORD,1726,15.4,271,-24.0,0.0
773,9,29,3,B6,608,JFK,274,22.5,81,3.0,2.0
774,10,6,4,OO,5550,SFO,262,13.65,79,5.0,1.0
775,3,11,5,US,2191,LGA,214,21.0,78,47.0,3.0
776,3,19,6,OO,6086,SMF,86,10.92,47,22.0,5.0
777,2,28,5,UA,395,ORD,1723,19.18,265,5.0,0.0
778,9,27,1,WN,1774,SMF,605,7.0,105,-18.0,5.0
779,5,18,3,OH,5248,JFK,426,16.08,130,-11.0,2.0
780,9,7,2,OO,5728,SFO,304,17.67,90,-13.0,1.0
781,1,28,4,WN,699,SJC,333,12.17,70,,4.0
782,4,9,5,HA,105,OGG,100,6.23,34,-7.0,7.0
783,11,23,2,UA,894,SFO,967,8.72,157,-18.0,1.0
784,10,26,3,AA,1677,ORD,1726,18.67,260,-7.0,0.0
785,6,29,2,UA,793,ORD,334,12.0,86,18.0,0.0
786,10,8,6,UA,6,SFO,2586,7.45,333,1.0,1.0
787,5,29,0,OO,6388,SFO,522,16.85,96,39.0,1.0
788,3,25,5,UA,870,SFO,1846,13.52,251,60.0,1.0
789,0,25,5,B6,1307,JFK,228,12.0,75,-15.0,2.0
790,8,2,2,UA,322,SFO,679,10.68,128,-13.0,1.0
791,6,8,2,AA,1565,ORD,334,7.33,85,2.0,0.0
792,5,12,4,AA,1442,ORD,612,16.58,110,6.0,0.0
793,7,30,6,UA,540,ORD,867,18.08,144,4.0,0.0
794,2,17,1,AA,2360,ORD,334,19.58,90,107.0,0.0
795,4,14,3,AA,2090,SFO,1464,11.25,210,75.0,1.0
796,3,11,5,AA,1689,ORD,1739,19.33,255,,0.0
797,7,21,4,WN,808,SMF,404,14.08,85,0.0,5.0
798,1,8,5,US,425,SJC,621,12.73,111,-8.0,4.0
799,9,2,4,UA,341,ORD,416,9.83,90,-13.0,0.0
800,7,24,0,US,202,SMF,647,6.0,113,72.0,5.0
801,8,24,3,AA,382,ORD,733,10.17,130,30.0,0.0
802,0,29,2,AA,313,LGA,733,9.0,160,9.0,3.0
803,11,8,1,UA,1534,ORD,1005,16.18,160,18.0,0.0
804,1,1,5,WN,1754,SMF,373,17.17,80,141.0,5.0
805,4,9,5,UA,722,ORD,589,15.92,116,-10.0,0.0
806,10,5,3,OO,5790,SFO,153,17.25,59,-14.0,1.0
807,6,4,5,UA,858,SFO,337,10.3,89,-8.0,1.0
808,11,21,0,B6,619,JFK,829,20.98,171,210.0,2.0
809,4,4,0,OH,5229,LGA,431,17.25,109,2.0,3.0
810,2,22,6,OH,5279,JFK,340,19.33,114,36.0,2.0
811,11,11,4,HA,105,OGG,100,6.4,34,,7.0
812,2,31,1,AA,353,LGA,733,19.48,160,117.0,3.0
813,3,18,5,OO,5851,ORD,522,8.0,102,1.0,0.0
814,11,23,2,UA,216,SFO,372,8.9,89,43.0,1.0
815,6,24,4,UA,24,OGG,2486,15.55,317,-27.0,7.0
816,0,8,2,UA,907,ORD,1846,17.0,276,25.0,0.0
817,4,6,2,UA,388,ORD,599,9.7,109,11.0,0.0
818,0,15,2,AA,753,LGA,1389,15.25,245,-1.0,3.0
819,5,30,1,OO,5550,SFO,262,13.65,89,24.0,1.0
820,11,22,1,US,821,ORD,599,9.5,113,58.0,0.0
821,7,15,5,OH,5501,JFK,766,11.92,173,-20.0,2.0
822,4,31,6,OO,5914,ORD,323,14.33,80,-14.0,0.0
