,tailnum,year,type,manufacturer,model,engines,seats,speed,engine
290,N26208,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
291,N26210,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
292,N26215,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
293,N26226,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
294,N262WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
295,N263WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
296,N264LV,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
297,N265WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
298,N266WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
299,N267WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
300,N268WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
301,N269WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
302,N270WN,1998,Fixed wing multi engine,BOEING,737-705,2,149,NA,Turbo-fan
303,N270YV,1993,Fixed wing multi engine,EMBRAER,EMB-120ER,2,32,NA,Turbo-prop
304,N271LV,NA,Fixed wing multi engine,BOEING,737-705,2,149,NA,Turbo-fan
305,N27205,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
306,N27213,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
307,N27239,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
308,N272WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
309,N273WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
310,N27421,2008,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
311,N27477,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
312,N274WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
313,N275WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
314,N276WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
315,N27722,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
316,N27724,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
317,N27733,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
318,N277WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
319,N278WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
320,N279WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
321,N280WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
322,N281WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
323,N282WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
324,N283WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
325,N28457,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
326,N28478,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
327,N284WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
328,N285WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
329,N286WN,2004,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
330,N287WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
331,N288WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
332,N289CT,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
333,N290SW,1996,Fixed wing multi engine,EMBRAER,EMB-120ER,2,32,NA,Turbo-prop
334,N290WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
335,N291SW,1996,Fixed wing multi engine,EMBRAER,EMB-120ER,2,32,NA,Turbo-prop
336,N291WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
337,N292SW,1996,Fixed wing multi engine,EMBRAER,EMB-120ER,2,32,NA,Turbo-prop
338,N292WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
339,N293WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
340,N294SW,1996,Fixed wing multi engine,EMBRAER,EMB-120ER,2,32,NA,Turbo-prop
341,N294WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
342,N295SW,1996,Fixed wing multi engine,EMBRAER,EMB-120ER,2,32,NA,Turbo-prop
343,N295WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
344,N296SW,1996,Fixed wing multi engine,EMBRAER,EMB-120ER,2,32,NA,Turbo-prop
345,N296WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
346,N29717,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
347,N297SW,1996,Fixed wing multi engine,EMBRAER,EMB-120ER,2,32,NA,Turbo-prop
348,N297WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
349,N298SW,1996,Fixed wing multi engine,EMBRAER,EMB-120ER,2,32,NA,Turbo-prop
350,N298WN,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
351,N299SW,1997,Fixed wing multi engine,EMBRAER,EMB-120ER,2,32,NA,Turbo-prop
352,N299WN,NA,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
353,N301NB,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
354,N302AS,2003,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-jet
355,N302DQ,2008,Fixed wing multi engine,BOEING,737-732,2,149,NA,Turbo-fan
356,N302NB,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
357,N303AS,2001,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-jet
358,N30401,2001,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
359,N305AS,2001,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-jet
360,N306AS,2001,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-jet
361,N306DQ,2009,Fixed wing multi engine,BOEING,737-732,2,149,NA,Turbo-fan
362,N307AS,2001,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-jet
363,N309AS,2001,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-jet
364,N309US,1990,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
365,N310NW,1990,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
366,N311US,1990,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
367,N312US,1990,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
368,N313US,1990,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
369,N31412,2002,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
370,N314NB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
371,N314US,1991,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
372,N315AS,2002,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-jet
373,N315NB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
374,N315US,1991,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
375,N316NB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
376,N316US,1991,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
377,N317AS,2003,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-jet
378,N317NB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
379,N317US,1991,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
380,N317WN,1988,Fixed wing multi engine,BOEING,737-3Q8,2,149,NA,Turbo-fan
381,N318AS,2003,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-jet
382,N318NB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
383,N318US,1991,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
384,N319AS,2003,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-jet
385,N319NB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
386,N319US,1991,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
387,N320AS,2003,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-jet
388,N320NB,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
389,N320US,1991,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
390,N321NB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
391,N321US,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
392,N322NB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
393,N322US,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
394,N323AS,2004,Fixed wing multi engine,BOEING,737-990,2,149,NA,Turbo-jet
395,N323NB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
396,N323US,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
397,N32404,2001,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
398,N324NB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
399,N324US,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
400,N325NB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
401,N325US,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
402,N326NB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
403,N326US,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
404,N327NB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
405,N327NW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
406,N328NW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
407,N329NB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
408,N329NW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
409,N330NB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
410,N330NW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
411,N331NB,NA,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
412,N331NW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
413,N33203,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
414,N33209,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
415,N33262,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
416,N33264,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
417,N33266,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
418,N33284,2004,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
419,N33286,2004,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
420,N33289,2004,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
421,N33292,NA,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
422,N33294,2005,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
423,N332NB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
424,N332NW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
425,N333NB,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
426,N333NW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2,182,NA,Turbo-jet
427,N334NB,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
428,N334NW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
429,N335NB,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
430,N335NW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
431,N336NB,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
432,N336NW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
433,N33714,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
434,N337NB,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-114,2,145,NA,Turbo-fan
435,N337NW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
436,N338NB,2002,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
437,N338NW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
438,N339NB,2002,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
439,N339NW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
440,N340LV,1987,Fixed wing multi engine,BOEING,737-3K2,2,149,NA,Turbo-jet
441,N340NB,2002,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
442,N340NW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
443,N341NB,2002,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
444,N341NW,1992,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
445,N34222,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
446,N34282,2004,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
447,N342NB,2002,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
448,N342NW,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
449,N343NB,2002,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
450,N343NW,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
451,N34455,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
452,N34460,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
453,N344NB,2002,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
454,N344NW,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
455,N345NB,NA,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
456,N345NW,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
457,N345SA,1987,Fixed wing multi engine,BOEING,737-3K2,2,149,NA,Turbo-jet
458,N346NB,2002,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
459,N346SW,1989,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
460,N347AA,1985,Rotorcraft,SIKORSKY,S-76A,2,14,NA,Turbo-shaft
461,N347NB,2002,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
462,N347NW,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
463,N348NB,2002,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
464,N348NW,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
465,N349NB,2002,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
466,N349NW,1996,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
467,N349SW,1989,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
468,N350NA,1993,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
469,N351NB,2002,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
470,N351NW,1997,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
471,N35204,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
472,N35260,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
473,N35271,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
474,N352NB,2002,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
475,N352NW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
476,N352SW,1990,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
477,N353NB,2002,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
478,N353NW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
479,N353SW,1990,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
480,N35407,2001,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
481,N354NW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
482,N354SW,1991,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
483,N355NB,2002,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
484,N355NW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
485,N355SW,1991,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
486,N356NW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
487,N356SW,1991,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
488,N357NW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
489,N357SW,1992,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
490,N358NB,2003,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
491,N358NW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
492,N358SW,1992,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
493,N359NB,2003,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
494,N359NW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
495,N359SW,1992,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
496,N360NB,2003,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
497,N360NW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
498,N360SW,1992,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
499,N361NB,2003,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
500,N361NW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
501,N361SW,1992,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
502,N361VA,2013,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
503,N36207,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
504,N36247,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
505,N36272,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
506,N36280,2003,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
507,N362NB,2003,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
508,N362NW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
509,N362SW,1992,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
510,N363NB,2003,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
511,N363NW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
512,N363SW,1993,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
513,N36444,2010,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
514,N36447,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
515,N36469,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
516,N36472,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
517,N36476,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
518,N364NB,2003,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
519,N364NW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
520,N364SW,1993,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
521,N365NB,2003,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
522,N365NW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
523,N365SW,1993,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
524,N366NB,2003,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
525,N366NW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
526,N366SW,1993,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
527,N367NW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
528,N367SW,1993,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
529,N368NB,2003,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
530,N368NW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
531,N368SW,1993,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
532,N369NB,2003,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
533,N369NW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
534,N369SW,1993,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
535,N370HA,2014,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
536,N370NW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
537,N370SW,1993,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
538,N371DA,1998,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-jet
539,N371NB,2003,Fixed wing multi engine,AIRBUS,A319-114,2,145,NA,Turbo-fan
540,N371NW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
541,N371SW,1993,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
542,N37252,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
543,N37253,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
544,N37255,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
545,N37263,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
546,N37267,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
547,N37273,2001,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
548,N37274,2002,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
549,N37277,2002,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
550,N37281,2003,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
551,N37287,2004,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
552,N37290,2004,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
553,N37293,2005,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
554,N37298,2005,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
555,N372DA,1998,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-jet
556,N372NW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
557,N372SW,1993,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
558,N3730B,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-jet
559,N3731T,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-jet
560,N3732J,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-jet
561,N3733Z,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-jet
562,N3734B,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-jet
563,N3735D,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-jet
564,N3736C,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-jet
565,N3737C,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-jet
566,N3738B,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-jet
567,N3739P,2000,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-jet
568,N373DA,1998,Fixed wing multi engine,BOEING,737-832,2,189,NA,Turbo-jet
569,N373HA,2014,Fixed wing multi engine,AIRBUS,A330-243,2,377,NA,Turbo-fan
570,N373NW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2,182,NA,Turbo-fan
571,N373SW,1993,Fixed wing multi engine,BOEING,737-3H4,2,149,NA,Turbo-fan
572,N37408,2001,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
