,Elbow rest height,Wrist circumference,Ankle circumference,Buttock height,Crotch height
4363,189,147,200,777,688
4364,225,155,210,847,795
4365,224,158,207,819,774
4366,243,152,218,883,825
4367,242,149,217,842,785
4368,250,158,212,848,806
4369,249,155,212,870,783
4370,237,150,207,840,790
4371,246,154,211,832,773
4372,224,156,227,824,756
4373,225,148,190,762,734
4374,220,146,200,827,783
4375,170,153,198,888,850
4376,248,162,229,841,734
4377,275,152,208,703,639
4378,225,153,219,839,793
4379,206,153,203,763,759
4380,244,168,220,842,787
4381,224,147,194,759,709
4382,230,157,217,813,751
4383,242,156,200,812,768
4384,209,146,231,858,776
4385,204,159,238,828,768
4386,189,147,206,835,803
4387,278,167,227,865,783
4388,274,163,233,793,721
4389,256,153,237,813,706
4390,230,156,233,802,758
4391,225,168,224,896,835
4392,216,163,220,923,833
4393,167,160,213,975,904
4394,235,152,198,778,726
4395,264,152,213,848,795
4396,226,151,221,874,804
4397,211,159,234,826,755
4398,256,158,248,810,745
4399,242,158,217,800,724
4400,226,146,204,785,724
4401,234,154,207,828,756
4402,224,139,195,820,750
4403,260,146,220,765,684
4404,251,163,246,832,725
4405,227,160,238,792,723
4406,232,155,203,780,722
4407,254,153,199,851,798
4408,230,145,224,813,739
4409,200,139,188,779,740
4410,214,161,227,914,813
4411,258,162,216,883,812
4412,212,146,227,760,710
4413,251,146,218,801,733
4414,263,157,224,890,799
4415,192,164,234,897,852
4416,213,152,215,843,787
4417,241,149,203,835,767
4418,240,159,218,859,787
4419,235,168,235,824,730
4420,228,161,215,904,835
4421,249,151,207,788,713
4422,226,158,248,923,846
4423,257,156,240,747,698
4424,216,160,238,814,759
4425,215,170,242,946,850
4426,236,153,201,817,748
4427,190,151,197,822,764
4428,198,153,211,812,761
4429,278,155,216,729,685
4430,213,140,210,819,737
4431,174,148,197,873,781
4432,213,153,208,828,766
4433,192,156,213,875,822
4434,220,154,225,824,758
4435,234,150,220,794,753
4436,223,157,211,769,694
4437,250,162,210,851,795
4438,207,159,218,861,767
4439,222,167,228,923,845
4440,255,163,224,844,795
4441,254,168,228,904,847
4442,211,161,220,887,832
4443,284,163,234,906,855
4444,262,151,210,824,756
4445,213,154,205,805,768
4446,222,164,208,814,752
4447,192,151,215,853,785
4448,204,142,204,780,746
4449,167,148,227,862,805
4450,259,163,218,812,770
4451,228,151,213,795,752
4452,253,163,234,797,721
4453,209,156,211,895,850
4454,221,155,225,784,759
4455,228,150,212,802,744
4456,266,155,235,746,716
4457,237,155,227,802,757
4458,234,152,207,802,753
4459,250,142,193,809,759
4460,221,158,223,866,825
4461,252,162,237,883,795
4462,249,147,217,774,751
4463,262,162,226,842,784
4464,237,163,239,858,756
4465,189,153,224,800,739
4466,263,157,227,858,797
4467,253,164,250,813,759
4468,249,164,230,790,750
4469,246,163,232,872,849
4470,244,147,203,774,737
4471,233,150,217,815,757
4472,225,165,238,918,877
4473,227,166,257,875,838
4474,229,165,218,836,780
4475,206,161,227,835,770
4476,210,155,214,828,787
4477,233,152,239,819,759
4478,264,164,239,799,735
4479,245,168,246,857,826
4480,262,169,213,867,787
4481,235,150,203,813,755
4482,233,156,226,831,763
4483,225,134,190,766,728
4484,231,157,225,812,753
4485,265,160,228,846,790
4486,251,158,223,765,715
4487,234,167,253,846,797
4488,252,161,225,829,782
4489,211,162,241,797,738
4490,287,160,233,805,767
4491,222,164,235,854,813
4492,243,182,271,854,726
4493,212,154,228,875,833
4494,233,155,221,843,778
4495,219,165,225,858,830
4496,196,153,209,829,785
4497,265,169,274,853,784
4498,226,156,218,820,749
4499,259,158,209,818,774
4500,272,157,218,806,728
4501,197,150,201,747,713
4502,238,150,200,833,776
4503,233,157,224,815,780
4504,198,152,202,798,762
4505,239,171,234,865,818
4506,222,165,242,891,828
4507,236,165,235,916,855
4508,249,162,242,864,795
4509,235,166,231,821,768
4510,205,152,217,807,757
4511,247,165,223,824,738
4512,199,170,230,849,783
4513,225,158,216,842,787
4514,223,165,246,954,840
4515,214,162,232,777,723
4516,211,175,248,856,821
4517,259,152,203,736,687
4518,209,170,272,854,776
4519,212,150,207,746,719
4520,188,147,214,807,757
4521,197,160,234,789,720
4522,236,169,254,848,806
4523,249,153,217,818,760
4524,259,156,231,843,773
4525,258,161,213,861,818
4526,195,150,220,831,787
4527,213,172,235,908,843
4528,251,153,216,749,691
4529,249,147,197,857,818
4530,232,157,227,785,746
4531,224,164,263,836,766
4532,208,166,212,810,766
4533,185,158,211,875,832
4534,261,164,225,817,782
4535,230,157,219,863,823
4536,200,146,213,824,775
4537,235,165,220,842,795
4538,224,154,218,832,775
4539,227,148,204,741,707
4540,254,160,238,832,773
4541,207,169,239,862,836
4542,226,152,215,747,693
4543,222,154,209,821,792
4544,242,167,234,812,734
4545,225,167,240,845,776
4546,229,162,214,895,837
4547,194,150,212,841,798
4548,243,156,213,811,747
4549,200,161,227,858,802
4550,240,160,234,870,815
4551,268,164,247,843,814
4552,191,164,246,876,813
4553,195,159,226,873,826
4554,262,171,247,837,786
4555,204,170,219,948,917
4556,221,155,215,841,815
4557,260,164,221,881,825
4558,246,161,207,820,765
4559,247,149,196,747,692
4560,238,151,218,770,738
4561,280,168,240,907,837
4562,249,167,244,775,735
4563,212,174,254,917,877
4564,238,148,215,829,795
4565,220,157,228,784,745
4566,200,153,211,931,870
4567,204,152,220,845,790
4568,187,154,207,908,825
4569,244,172,225,892,817
4570,199,149,197,817,757
4571,226,149,209,874,824
4572,209,154,207,866,772
4573,226,147,200,786,748
4574,250,163,216,849,790
4575,196,150,201,816,777
4576,226,159,201,801,774
4577,167,140,198,840,767
4578,254,160,237,833,778
4579,197,160,230,805,757
4580,246,158,237,908,856
4581,274,143,199,786,693
4582,195,163,222,861,800
4583,231,160,235,831,766
4584,231,172,228,916,868
4585,163,155,247,913,837
4586,247,145,204,736,695
4587,220,161,212,887,815
4588,227,158,240,792,783
4589,226,157,233,831,739
4590,224,160,210,947,860
4591,233,154,217,800,742
4592,252,150,216,849,787
4593,201,152,201,897,842
4594,282,162,235,899,830
4595,179,159,252,845,787
4596,157,144,211,865,790
4597,221,149,222,798,742
4598,194,150,233,909,836
4599,213,148,211,757,705
4600,218,149,213,873,813
4601,203,156,252,922,862
4602,225,154,247,852,768
4603,177,152,211,865,789
4604,237,153,204,880,828
4605,294,164,222,803,755
4606,230,154,208,853,768
4607,251,169,246,874,827
4608,207,151,208,868,799
4609,233,154,244,870,810
4610,266,155,226,868,790
4611,175,151,215,885,845
4612,248,156,220,854,798
4613,246,155,233,749,695
4614,207,145,219,842,802
4615,230,147,247,816,742
4616,207,134,178,812,735
4617,205,151,223,837,767
4618,210,151,213,869,810
4619,234,145,207,835,775
4620,233,157,221,851,795
4621,244,164,214,869,840
4622,215,162,232,903,867
4623,264,163,233,813,762
4624,225,158,261,845,781
4625,206,159,227,815,760
4626,245,144,216,721,695
4627,260,145,199,739,706
4628,213,149,240,808,750
4629,242,165,233,927,863
4630,243,150,208,806,742
4631,221,143,217,828,788
4632,252,166,227,886,812
4633,236,150,201,825,793
4634,214,162,244,890,865
4635,233,142,218,810,743
4636,256,160,232,797,769
4637,215,143,212,855,799
4638,215,146,210,903,835
4639,252,146,201,775,722
4640,218,147,204,824,770
4641,247,146,224,755,698
4642,280,169,237,833,773
4643,230,152,208,841,795
4644,248,163,236,865,828
4645,246,159,232,830,810
4646,290,154,208,787,740
4647,232,164,222,849,792
4648,233,151,217,813,778
4649,232,150,224,855,808
4650,224,147,219,804,764
4651,192,154,203,881,827
4652,204,150,202,830,779
4653,247,142,210,791,777
4654,190,153,239,883,849
4655,220,156,217,891,865
4656,214,146,206,831,795
4657,226,149,217,773,748
4658,215,147,208,775,761
4659,262,143,197,754,705
4660,263,154,221,824,758
4661,219,151,212,920,870
4662,236,155,227,770,718
4663,220,152,230,843,813
4664,272,151,212,773,708
4665,215,156,222,819,772
4666,212,150,223,799,769
4667,215,148,213,843,797
4668,256,152,229,874,809
4669,222,162,264,885,834
4670,243,156,248,840,802
4671,203,151,213,911,840
4672,192,150,213,896,842
4673,203,145,227,782,750
4674,213,166,218,913,824
4675,221,145,208,770,719
4676,175,153,210,877,831
4677,240,144,212,775,743
4678,246,168,247,843,803
4679,200,160,216,852,780
4680,207,145,196,838,776
4681,254,166,244,872,812
4682,223,156,210,835,804
4683,168,156,202,892,835
4684,199,153,203,862,826
4685,244,165,242,821,760
4686,261,153,218,754,700
4687,251,165,247,883,787
4688,230,172,231,808,753
4689,215,144,212,788,762
4690,220,158,207,883,808
4691,232,153,226,799,736
4692,239,158,234,769,742
4693,182,146,211,808,766
4694,242,164,275,818,760
4695,259,168,234,834,783
4696,246,151,220,848,787
4697,237,166,247,850,826
4698,235,155,198,816,781
4699,220,152,204,780,737
4700,207,162,217,947,808
4701,260,145,211,755,714
4702,250,158,217,778,698
4703,183,147,207,861,803
4704,220,155,202,812,788
4705,245,155,219,861,803
4706,247,143,197,836,796
4707,212,143,192,842,790
4708,236,157,219,856,812
4709,216,160,234,820,778
4710,263,162,215,831,762
4711,213,149,196,793,725
4712,241,165,225,922,875
4713,192,142,201,766,721
4714,221,161,231,898,861
4715,196,150,193,897,839
4716,200,162,207,845,797
4717,219,151,216,860,816
4718,213,146,208,798,767
4719,203,153,215,854,795
4720,184,149,219,784,733
4721,222,148,209,836,799
4722,175,156,255,862,803
4723,178,139,182,830,787
4724,205,176,232,803,751
4725,224,152,230,799,767
4726,228,159,220,850,799
4727,223,160,230,839,802
4728,177,157,196,831,800
4729,231,142,221,828,768
4730,226,157,218,772,729
4731,211,155,208,887,823
4732,278,154,225,793,722
4733,196,145,194,738,718
4734,232,158,233,878,832
4735,255,160,226,798,756
4736,253,166,230,966,918
4737,180,141,177,887,829
4738,210,163,212,952,898
4739,243,147,220,889,818
4740,247,150,233,814,769
4741,257,153,227,883,806
4742,207,174,243,962,910
4743,236,156,222,818,765
4744,190,149,213,790,753
4745,194,155,231,854,812
4746,217,165,257,889,855
4747,229,174,260,936,891
4748,212,158,229,929,844
4749,238,145,200,798,760
4750,210,150,212,780,744
4751,251,153,225,810,763
4752,186,155,225,869,838
4753,239,149,227,788,743
4754,226,154,218,769,764
4755,180,145,193,857,813
4756,204,143,203,772,732
4757,178,159,211,879,805
4758,232,146,207,744,695
4759,256,154,193,774,742
4760,284,157,218,875,820
4761,207,153,214,889,828
4762,225,146,205,858,828
4763,201,162,227,846,798
4764,224,161,216,909,811
4765,244,159,205,862,809
4766,218,149,225,796,783
4767,262,160,232,891,841
4768,236,161,213,830,790
4769,242,164,252,825,787
4770,225,160,230,854,802
4771,183,158,217,858,823
4772,239,146,213,863,802
4773,198,149,207,905,839
4774,198,155,228,896,828
4775,246,152,220,828,792
4776,238,154,212,839,818
4777,220,159,227,848,811
4778,243,151,215,845,798
4779,214,146,197,786,729
4780,247,157,211,831,778
4781,231,150,217,865,806
4782,243,155,225,811,783
4783,245,151,206,749,723
4784,215,154,214,790,763
4785,242,161,225,850,775
4786,262,140,201,703,665
4787,234,165,232,926,875
4788,214,145,199,789,750
4789,228,157,227,877,825
4790,198,151,200,848,763
4791,203,162,225,865,815
4792,182,156,211,903,854
4793,202,155,223,850,817
4794,206,155,205,811,770
4795,211,153,227,888,809
4796,245,145,190,738,708
4797,225,157,198,889,853
4798,243,147,211,812,779
4799,216,149,207,753,763
4800,264,147,211,796,735
4801,259,142,198,767,716
4802,207,154,222,850,764
4803,230,164,234,838,798
4804,205,146,190,835,775
4805,268,150,213,859,802
4806,269,161,227,843,802
4807,240,166,212,853,811
4808,173,151,190,891,835
4809,236,147,208,720,684
4810,239,150,212,864,792
4811,208,167,220,862,793
4812,233,142,198,803,778
4813,204,165,218,870,816
4814,272,146,207,807,747
4815,230,159,214,803,763
4816,265,147,203,824,761
4817,195,162,230,921,855
4818,206,149,207,798,773
4819,230,149,195,856,783
4820,239,151,227,791,765
4821,261,152,224,824,759
4822,246,153,217,845,785
4823,246,144,200,730,685
4824,200,160,219,947,831
4825,217,157,215,904,853
4826,227,146,195,831,775
4827,250,144,206,746,707
4828,237,147,197,821,765
4829,216,163,222,909,867
4830,267,148,200,817,737
4831,195,144,194,894,821
4832,269,152,200,805,775
4833,212,150,205,854,794
4834,221,161,234,880,823
4835,212,146,200,815,753
4836,204,149,204,861,806
4837,199,157,211,945,867
4838,245,169,255,842,767
4839,245,162,230,878,805
4840,242,150,187,826,740
4841,261,146,199,767,712
4842,220,155,204,950,856
4843,207,144,209,774,717
4844,207,154,225,877,828
4845,197,147,227,785,753
4846,221,167,242,845,789
4847,223,157,206,870,816
4848,282,150,216,729,678
4849,231,158,207,871,808
4850,229,156,212,905,855
4851,288,172,235,918,846
4852,257,163,226,907,857
4853,225,166,231,864,803
4854,200,157,220,874,806
4855,252,147,211,844,757
4856,165,160,212,878,826
4857,228,158,217,831,743
4858,226,152,210,834,798
4859,235,170,232,901,829
4860,206,155,196,845,775
4861,278,164,224,900,819
4862,182,166,213,899,820
4863,221,160,207,813,745
4864,271,157,213,873,764
4865,244,170,267,893,827
4866,252,157,218,887,837
4867,177,157,221,866,788
4868,238,157,203,820,752
4869,209,157,208,879,814
4870,240,155,209,798,737
4871,242,154,208,884,790
4872,196,159,198,883,814
4873,219,150,206,828,756
4874,227,150,227,840,789
4875,199,154,213,876,823
4876,235,170,226,894,838
4877,210,148,213,803,745
4878,235,150,206,870,819
4879,194,154,209,868,829
4880,233,158,218,897,829
4881,251,158,218,885,821
4882,190,158,210,889,840
4883,203,155,204,864,818
4884,206,151,223,860,811
4885,201,153,228,874,822
4886,279,172,237,913,859
4887,197,170,241,883,848
4888,250,154,216,845,775
4889,230,155,218,844,769
4890,229,145,220,811,778
4891,242,166,238,847,794
4892,198,156,208,852,794
4893,227,161,227,895,838
4894,205,151,207,860,799
4895,205,163,217,832,783
4896,200,151,206,835,781
4897,261,155,215,827,787
4898,244,155,203,822,774
4899,234,160,226,863,790
4900,235,146,197,692,653
4901,225,165,230,880,823
4902,194,167,213,933,880
4903,266,160,217,851,778
4904,230,154,222,836,768
4905,232,158,244,827,753
4906,197,157,217,851,809
4907,195,158,217,830,781
4908,177,145,205,847,804
4909,227,156,212,869,837
4910,218,163,205,932,870
4911,197,165,203,893,851
4912,212,162,217,868,806
4913,246,149,190,777,730
4914,232,158,197,902,853
4915,230,158,225,875,832
4916,219,146,198,853,780
4917,263,160,227,866,796
4918,245,144,195,861,787
4919,244,152,216,839,797
4920,287,169,254,874,835
4921,220,153,233,904,853
4922,255,150,207,840,780
4923,248,152,227,834,795
4924,269,164,225,919,868
4925,223,157,204,802,745
4926,227,165,229,780,698
4927,199,153,207,828,768
4928,238,158,212,814,778
4929,244,153,218,801,739
4930,245,155,218,796,755
4931,206,158,218,803,757
4932,251,150,222,815,747
4933,196,155,215,829,792
4934,211,162,225,906,864
4935,219,145,192,884,832
4936,230,157,215,829,754
4937,228,159,215,877,821
4938,214,150,210,828,769
4939,227,160,203,847,807
4940,222,166,213,912,861
4941,241,165,224,862,787
4942,179,150,217,873,823
4943,223,161,219,879,828
4944,223,150,213,845,801
4945,263,141,185,813,741
4946,207,150,203,831,765
4947,244,153,227,795,723
4948,230,154,214,863,796
4949,229,137,218,677,617
4950,238,161,219,887,822
4951,244,149,194,757,710
4952,231,154,216,836,783
4953,220,150,212,850,813
4954,248,144,212,769,723
4955,202,152,197,812,730
4956,227,156,197,834,778
4957,179,157,196,860,821
4958,265,167,230,899,851
4959,213,149,195,786,769
4960,237,140,211,670,640
4961,240,156,212,851,789
4962,214,166,224,939,899
4963,210,165,211,940,911
4964,283,168,241,814,742
4965,253,177,252,838,795
4966,263,159,219,792,751
4967,268,162,227,916,850
4968,257,162,219,845,807
4969,196,161,223,860,830
4970,241,159,230,774,735
4971,193,145,193,781,750
4972,229,160,221,889,822
4973,195,158,225,905,877
4974,229,170,227,846,810
4975,201,148,204,832,788
4976,195,156,213,847,797
4977,211,164,214,924,877
4978,232,142,197,767,720
4979,238,155,216,816,771
4980,253,156,212,846,786
4981,227,147,202,790,742
4982,175,164,217,874,806
4983,255,150,215,828,743
4984,234,139,191,711,667
4985,236,162,214,908,854
4986,252,159,250,810,768
4987,190,146,196,866,815
4988,243,169,227,874,817
4989,285,161,221,826,789
4990,242,156,211,818,768
4991,217,161,218,815,791
4992,269,156,211,845,762
4993,232,152,220,828,790
4994,226,148,233,765,710
4995,215,153,200,825,780
4996,218,155,210,873,824
4997,223,163,221,853,787
4998,170,151,217,784,756
4999,201,148,195,922,863
5000,203,144,197,787,750
5001,228,154,211,861,782
5002,181,153,231,952,912
5003,213,149,204,812,763
5004,294,154,235,782,753
5005,211,174,224,891,827
5006,227,152,216,809,774
5007,240,147,191,843,760
5008,234,157,221,814,783
5009,224,150,210,759,750
5010,244,147,184,865,807
5011,249,149,202,835,747
5012,263,169,238,933,872
5013,216,161,233,862,775
5014,205,148,198,795,764
5015,218,159,204,830,790
5016,265,152,214,772,712
5017,259,161,218,864,821
5018,250,150,216,873,801
5019,234,159,223,846,785
5020,217,155,210,826,762
5021,223,164,231,824,791
5022,233,151,205,913,860
5023,264,153,239,887,817
5024,248,152,203,857,800
5025,228,159,208,874,822
5026,206,161,200,915,868
5027,193,142,185,891,835
5028,215,157,199,908,833
5029,181,163,218,865,777
5030,249,160,213,853,793
5031,249,143,190,807,733
5032,234,156,236,846,807
5033,240,153,225,855,800
5034,258,159,215,861,818
5035,238,156,216,813,783
5036,276,170,245,918,842
5037,264,172,222,807,762
5038,223,154,214,786,732
5039,258,154,214,876,826
5040,261,160,225,795,753
5041,234,167,245,916,853
5042,262,172,232,870,824
5043,252,149,196,877,825
5044,245,176,244,952,880
5045,237,155,220,849,787
5046,286,155,233,787,718
5047,199,154,201,886,849
5048,237,162,247,803,749
5049,217,167,233,878,830
5050,212,162,217,838,773
5051,230,157,221,821,774
5052,224,162,217,845,755
5053,258,146,200,834,809
5054,198,161,221,858,829
5055,237,166,225,785,740
5056,281,161,224,877,838
5057,207,161,217,905,867
5058,253,147,212,784,721
5059,255,162,212,827,773
5060,239,148,204,794,712
5061,265,154,190,813,748
5062,225,164,245,824,771
5063,214,154,212,868,808
5064,260,167,227,945,889
5065,239,146,197,807,756
5066,250,166,203,818,787
5067,191,156,211,835,783
5068,217,158,212,821,775
5069,244,162,227,808,760
5070,286,179,227,845,763
5071,228,162,208,793,759
5072,183,165,207,849,796
5073,206,147,197,857,783
5074,255,150,210,820,790
5075,246,164,226,826,775
5076,222,173,244,897,845
5077,197,151,209,875,825
5078,184,142,186,825,779
5079,237,168,215,825,780
5080,228,148,198,894,834
5081,263,147,191,775,750
5082,192,162,221,809,784
5083,237,160,243,887,833
5084,235,156,227,813,745
5085,225,161,212,869,816
5086,224,164,227,876,843
5087,240,161,242,832,783
5088,191,158,235,845,824
5089,208,157,220,855,830
5090,164,165,213,845,803
5091,227,158,240,862,803
5092,253,148,218,821,773
5093,218,160,220,866,835
5094,267,158,215,834,770
5095,261,167,232,815,759
5096,224,150,201,805,787
5097,219,147,197,834,795
5098,247,165,236,876,839
5099,225,147,206,759,725
5100,230,168,238,833,787
5101,237,146,206,795,747
5102,229,160,220,888,844
5103,204,165,206,891,841
5104,195,145,209,826,803
5105,245,151,210,792,763
5106,225,155,217,811,771
5107,237,155,217,832,779
5108,203,155,217,995,913
5109,258,157,201,840,788
5110,227,142,195,810,783
5111,265,157,236,900,835
5112,265,150,227,815,780
5113,274,157,210,843,796
5114,240,153,227,806,745
5115,273,161,218,824,761
5116,164,140,200,865,826
5117,246,156,225,856,787
5118,185,163,230,936,884
5119,234,151,188,840,793
5120,214,172,252,818,780
5121,214,155,200,864,823
5122,197,145,223,783,736
5123,243,169,230,852,810
5124,297,159,205,878,806
5125,243,147,192,783,738
5126,242,154,223,796,741
5127,223,155,218,842,797
5128,213,166,218,854,813
5129,256,164,229,825,801
5130,233,146,199,845,818
5131,200,169,233,915,880
5132,220,164,244,923,880
5133,246,156,210,897,850
5134,261,144,218,791,772
5135,237,163,211,821,770
5136,231,155,222,799,731
5137,270,146,203,770,752
5138,248,152,222,795,745
5139,192,139,200,803,770
5140,240,144,200,790,718
5141,264,162,216,914,854
5142,245,152,218,821,776
5143,273,153,224,768,723
5144,233,147,210,801,748
5145,219,142,192,873,820
5146,256,150,228,826,799
5147,223,152,207,805,766
5148,238,160,218,884,841
5149,205,147,208,818,769
5150,238,144,206,828,799
5151,207,148,205,878,850
5152,209,150,202,922,907
5153,262,153,248,804,745
5154,253,173,228,886,820
5155,242,152,232,880,839
5156,263,158,217,802,750
5157,223,162,213,916,873
5158,256,158,222,876,844
5159,233,155,212,908,835
5160,272,151,201,817,777
5161,242,150,198,848,812
5162,197,161,212,915,865
5163,234,152,214,850,811
5164,222,154,207,819,755
5165,269,150,212,868,799
5166,245,158,200,855,803
5167,208,147,201,751,706
5168,246,162,223,816,787
5169,197,147,213,866,825
5170,245,162,220,822,771
5171,213,165,228,813,768
5172,260,157,207,853,803
5173,198,150,208,845,812
5174,234,150,213,767,711
5175,242,182,237,859,811
5176,241,167,239,871,820
5177,263,161,222,839,795
5178,198,162,213,876,845
5179,225,147,208,835,797
5180,247,150,212,798,749
5181,255,165,233,866,799
5182,211,149,222,731,723
5183,215,148,223,830,770
5184,219,140,212,762,715
5185,193,146,206,808,762
5186,224,150,244,858,830
5187,247,144,188,844,808
5188,269,152,211,843,811
5189,197,140,204,850,817
5190,233,154,225,812,773
5191,211,151,203,784,754
5192,250,153,220,751,722
5193,228,141,199,740,697
5194,295,160,235,821,773
5195,259,157,211,811,754
5196,241,152,213,815,764
5197,251,157,200,843,782
5198,233,149,198,838,798
5199,233,159,222,897,833
5200,199,150,214,840,808
5201,243,159,213,862,815
5202,250,148,209,840,798
5203,258,142,204,750,710
5204,268,154,234,827,785
5205,265,145,214,787,747
5206,230,152,220,847,808
5207,231,150,214,793,743
5208,228,140,196,783,736
5209,218,149,216,811,749
5210,238,154,216,801,755
5211,185,150,203,889,846
5212,212,152,207,818,769
5213,210,152,227,849,829
5214,265,152,213,795,732
5215,253,146,195,873,820
5216,236,167,220,888,843
5217,228,158,225,837,800
5218,234,150,212,799,756
5219,171,159,196,856,818
5220,303,160,220,852,803
5221,233,166,217,870,845
5222,238,143,192,775,712
5223,232,148,198,824,777
5224,303,157,208,894,847
5225,212,159,220,885,823
5226,232,151,188,843,786
5227,201,137,198,744,740
5228,264,157,209,780,724
5229,172,156,218,816,796
5230,209,153,204,890,816
5231,228,155,224,800,749
5232,195,150,212,876,853
5233,253,145,205,877,805
5234,247,148,238,842,806
5235,217,156,217,791,752
5236,236,154,208,754,720
5237,214,164,245,868,840
5238,188,170,227,869,851
5239,199,156,203,832,804
5240,237,145,238,831,797
5241,223,160,229,911,876
5242,241,157,226,847,790
5243,251,150,212,890,854
5244,242,158,217,856,775
5245,145,153,221,866,829
5246,241,152,216,735,700
5247,242,147,207,812,773
5248,225,148,216,877,846
5249,239,154,211,834,777
5250,192,157,222,810,789
5251,235,144,205,794,733
5252,205,152,226,854,782
5253,227,150,203,946,887
5254,256,160,213,859,786
5255,228,167,225,902,842
5256,198,150,227,793,728
5257,222,174,258,830,770
5258,233,154,207,804,754
5259,225,154,231,745,720
5260,238,158,218,824,799
5261,237,180,257,855,842
5262,218,140,196,812,784
5263,217,154,222,779,750
5264,258,142,207,819,776
5265,237,149,220,825,778
5266,207,162,247,794,742
5267,251,152,213,840,803
5268,269,162,237,849,810
5269,245,145,227,780,726
5270,247,154,217,812,778
5271,260,154,217,810,778
5272,227,147,213,776,742
5273,236,147,225,830,770
5274,254,155,238,826,794
5275,223,158,238,874,826
5276,282,161,255,824,791
5277,253,158,217,767,739
5278,249,165,244,864,813
5279,261,151,201,828,785
5280,248,154,216,772,719
5281,207,155,220,872,858
5282,242,148,225,817,769
5283,254,160,235,855,811
5284,248,163,220,852,811
5285,227,152,208,755,729
5286,239,164,227,887,863
5287,253,157,230,865,828
5288,250,150,195,821,750
5289,251,150,215,884,820
5290,241,160,229,846,808
5291,229,146,202,768,727
5292,265,159,223,812,773
5293,287,165,249,814,765
5294,209,150,211,839,787
5295,274,168,237,816,751
5296,235,170,230,813,773
5297,273,157,222,837,815
5298,265,140,190,811,766
5299,211,149,217,860,855
5300,178,152,207,832,801
5301,268,139,201,822,762
5302,235,154,227,830,793
5303,262,145,227,845,800
5304,255,153,202,827,778
5305,214,146,197,807,765
5306,250,165,213,849,804
5307,235,147,205,773,720
5308,232,165,216,895,821
5309,265,150,209,818,753
5310,200,149,196,841,802
5311,256,160,217,851,803
5312,269,159,206,836,810
5313,217,155,226,840,814
5314,246,160,240,793,749
5315,252,152,220,791,763
5316,263,147,214,799,739
5317,297,162,217,841,801
5318,281,164,236,865,827
5319,216,152,197,885,850
5320,221,144,197,783,737
5321,238,152,227,817,769
5322,261,172,227,887,826
5323,207,149,226,829,785
5324,273,150,226,824,775
5325,245,167,223,849,776
5326,223,154,229,786,734
5327,215,158,220,810,778
5328,235,161,236,792,761
5329,262,149,202,781,728
5330,233,155,222,824,787
5331,229,151,217,829,804
5332,284,152,237,801,747
5333,254,138,223,775,741
5334,249,140,203,795,751
5335,204,166,220,887,839
5336,257,154,236,827,806
5337,253,148,204,752,718
5338,233,162,218,823,778
5339,229,155,217,811,785
5340,213,145,227,732,709
5341,245,153,239,813,761
5342,223,152,202,778,760
5343,262,171,250,851,782
5344,266,157,215,795,736
5345,237,156,208,818,787
5346,228,146,183,803,789
5347,215,149,207,820,786
5348,171,143,197,831,796
5349,215,150,217,857,816
5350,210,161,212,910,897
5351,225,145,206,776,742
5352,217,154,241,884,813
5353,222,148,231,769,740
5354,262,156,209,774,729
5355,258,150,210,799,755
5356,224,153,230,813,769
5357,247,140,195,820,773
5358,224,152,208,782,726
5359,206,157,218,878,831
5360,268,171,237,830,789
5361,233,154,217,858,805
5362,270,145,218,804,753
5363,241,160,212,910,874
5364,258,150,222,802,735
5365,249,162,233,844,780
5366,219,143,188,786,735
5367,227,140,207,733,704
5368,228,160,219,882,842
5369,242,149,220,770,725
5370,243,161,225,797,764
5371,273,155,207,869,804
5372,200,150,227,775,730
5373,250,150,205,795,764
5374,248,154,227,828,787
5375,204,155,232,861,867
5376,227,147,220,814,775
5377,256,149,202,784,721
5378,230,154,210,803,770
5379,249,140,192,836,783
5380,265,155,229,841,786
5381,247,155,234,854,794
5382,233,148,202,780,730
5383,229,150,224,798,753
5384,219,144,207,806,773
5385,232,145,204,808,757
5386,195,138,232,788,745
5387,222,150,199,788,742
5388,288,168,232,880,809
5389,230,158,205,824,764
5390,233,156,225,805,770
5391,214,161,216,850,812
5392,271,153,204,822,784
5393,261,168,244,863,801
5394,247,153,212,790,743
5395,246,154,214,857,834
5396,238,151,210,835,773
5397,239,155,237,813,775
5398,228,146,206,813,749
5399,262,153,213,827,778
5400,209,154,229,832,783
5401,242,153,244,864,822
5402,274,165,250,856,802
5403,243,170,247,901,864
5404,195,152,247,860,809
5405,244,154,218,827,774
5406,224,165,224,916,847
5407,180,149,207,897,860
5408,300,157,222,825,757
5409,211,154,221,821,777
5410,217,134,181,789,747
5411,229,150,224,767,684
5412,248,166,236,866,821
5413,235,140,213,732,686
5414,227,155,233,904,871
5415,237,156,257,765,723
5416,281,159,224,846,791
5417,178,153,227,843,782
5418,216,149,207,812,759
5419,212,159,230,840,775
5420,247,165,237,890,846
5421,256,151,242,818,749
5422,227,167,240,845,750
5423,206,163,247,877,841
5424,205,151,214,825,777
5425,195,146,210,808,779
5426,258,150,217,825,775
5427,252,153,234,831,781
5428,237,154,238,842,765
5429,202,148,215,840,801
5430,207,159,200,856,798
5431,281,165,227,859,808
5432,243,142,203,779,734
5433,250,143,205,757,705
5434,238,170,237,844,766
5435,257,170,231,820,772
5436,252,150,215,828,741
