,acromialheight,axillaheight,bideltoidbreadth,buttockcircumference,buttockkneelength,buttockpopliteallength,cervicaleheight,chestcircumference,chestheight,earprotrusion,footbreadthhorizontal,forearmcircumferenceflexed,handlength,headbreadth,heelbreadth,hipbreadth,iliocristaleheight,interscyeii,lateralfemoralepicondyleheight,lateralmalleolusheight,neckcircumferencebase,radialestylionlength,shouldercircumference,shoulderelbowlength,sleeveoutseam,thighcircumference,thighclearance,verticaltrunkcircumferenceusa,waistcircumference,waistdepth,wristheight,BMI
678,1429,1327,478,948,613,497,1505,964,1288,27,104,286,187,146,72,327,1064,425,469,81,397,258,1104,359,559,590,174,1627,835,215,848,24.07360730186139
679,1414,1304,510,938,607,497,1488,1011,1281,25,105,292,184,150,72,323,1050,436,469,70,421,271,1147,374,600,562,162,1558,851,194,807,24.18881569634241
680,1488,1378,522,961,661,545,1556,967,1318,17,109,333,215,155,79,305,1101,471,491,69,449,282,1228,375,622,616,183,1696,864,224,872,25.7760214633882
681,1347,1250,505,1009,567,455,1442,988,1220,19,101,304,188,146,67,353,977,433,437,70,444,251,1195,337,539,635,178,1641,887,211,794,27.28350027746805
682,1442,1328,600,1237,630,498,1489,1277,1283,18,106,329,197,168,87,419,991,500,471,69,470,269,1310,352,570,765,214,1811,1287,350,877,40.54821720571685
683,1478,1367,529,1078,662,531,1567,1120,1325,23,104,311,180,152,79,357,1084,465,491,70,444,258,1231,357,575,644,198,1773,1124,322,895,30.500703175862235
684,1285,1191,491,941,561,453,1388,997,1172,20,92,298,172,145,69,321,966,424,433,72,426,246,1164,337,551,582,172,1491,846,208,758,26.28980512874125
685,1334,1252,463,905,592,487,1432,872,1209,25,101,247,181,150,65,313,1028,422,469,72,414,254,1083,326,550,543,167,1468,813,191,796,21.766322132622506
686,1472,1364,527,1050,652,521,1562,1108,1323,23,104,308,197,135,66,357,1108,485,491,73,461,273,1212,369,595,659,203,1735,1070,284,878,30.36487457031807
687,1458,1347,490,887,622,514,1534,953,1316,22,106,295,214,145,77,300,1072,440,502,79,419,282,1138,374,606,514,154,1610,735,189,836,21.258259120942245
688,1403,1284,543,1118,608,471,1486,1086,1268,21,103,316,177,158,67,381,1005,423,462,73,456,266,1219,371,592,690,196,1736,1015,255,805,31.196412346063326
689,1403,1272,506,973,596,489,1478,1090,1228,20,100,293,193,161,78,345,1030,400,459,66,435,258,1139,369,579,592,175,1605,895,217,805,26.476111450781733
690,1496,1376,518,1030,634,513,1567,1038,1331,24,108,324,202,162,73,361,1079,471,486,74,441,273,1232,382,605,611,171,1752,932,228,880,27.351295127743878
691,1307,1215,450,868,575,471,1399,942,1221,23,90,279,180,150,69,294,983,414,433,57,401,259,1095,338,554,520,164,1467,762,200,742,22.95712174990565
692,1339,1238,514,953,572,463,1435,1022,1217,27,105,306,186,157,67,332,986,458,450,70,437,250,1185,334,536,597,174,1610,884,214,798,26.15286061204125
693,1434,1316,566,1113,620,484,1518,1213,1265,25,105,314,191,153,79,388,1042,470,468,68,456,267,1263,369,586,693,196,1764,1070,269,847,33.69430464446104
694,1516,1413,468,957,654,549,1592,922,1381,18,103,272,200,153,73,336,1138,420,519,68,387,289,1100,383,634,542,149,1569,739,180,876,20.02434960912469
695,1413,1310,497,965,623,513,1491,977,1269,19,101,309,204,157,72,331,1059,425,490,68,399,277,1148,371,603,596,167,1567,836,210,802,24.88800398208064
696,1410,1293,545,1081,621,500,1501,1168,1277,20,99,304,185,154,68,358,1046,486,466,70,466,251,1258,352,548,671,206,1753,1080,286,857,31.88183460476689
697,1456,1360,479,960,608,496,1557,948,1329,24,104,307,204,156,69,334,1073,489,489,68,440,268,1155,353,589,565,164,1662,816,199,863,22.81350992613112
698,1584,1475,516,1009,656,540,1678,1007,1434,26,109,300,214,148,68,348,1173,445,539,83,426,304,1205,384,641,621,180,1724,904,217,932,23.54358256883048
699,1531,1427,493,845,642,530,1612,977,1390,27,101,287,194,146,67,286,1145,459,520,72,394,292,1152,402,660,489,149,1578,756,178,877,18.332121063071238
700,1513,1408,505,949,639,523,1572,990,1350,25,106,306,200,150,75,330,1118,468,499,83,413,282,1152,376,607,556,166,1615,808,190,885,21.964073642993217
701,1460,1352,467,935,594,472,1537,975,1290,21,104,310,194,150,70,338,1057,420,479,63,450,277,1125,384,616,583,170,1653,845,205,833,24.076555804106
702,1462,1366,569,1163,668,537,1565,1161,1323,24,110,336,211,156,77,386,1114,458,513,75,433,300,1315,395,640,735,213,1801,1075,294,821,33.909232880250244
703,1366,1272,445,946,595,489,1463,930,1225,24,98,282,185,154,64,326,1029,438,458,72,410,251,1076,338,556,588,163,1580,853,209,814,23.17604684540745
704,1417,1291,568,1096,601,469,1472,1213,1237,25,104,344,191,159,74,359,1006,455,452,68,499,260,1297,353,582,708,205,1775,1073,268,854,36.159169550173004
705,1371,1270,502,1012,578,463,1460,1061,1236,18,97,301,177,150,67,339,977,431,440,69,452,249,1161,353,560,620,178,1654,1018,259,816,28.038515379486032
706,1507,1402,505,1011,664,540,1588,1008,1368,20,114,319,206,153,81,331,1137,422,519,78,441,295,1180,392,640,641,192,1654,846,213,862,26.44378849326077
707,1388,1300,475,931,612,503,1478,1015,1251,22,94,285,184,154,74,317,1071,455,477,62,421,261,1137,359,586,554,161,1542,856,232,803,23.686577560344208
708,1485,1371,493,986,623,508,1551,1004,1312,26,110,305,198,153,78,332,1082,450,490,70,447,273,1142,364,590,624,179,1718,883,209,887,26.17924831110968
709,1439,1341,472,946,597,491,1512,944,1260,20,94,275,191,150,71,337,1042,422,480,79,388,265,1060,351,565,567,158,1596,889,206,866,22.138775510204077
710,1414,1310,538,1086,636,499,1508,1083,1261,24,103,331,194,150,77,363,1077,475,503,86,456,261,1230,366,595,668,186,1634,985,253,830,31.305980035352693
711,1342,1194,568,1085,575,462,1401,1201,1187,25,99,332,188,153,77,361,962,469,433,67,488,247,1247,336,546,631,180,1741,1086,282,834,34.73633979201474
712,1446,1349,508,1026,606,487,1515,1064,1309,22,100,298,191,155,70,344,1075,451,492,70,448,262,1192,350,583,612,192,1664,893,219,855,26.27181572999461
713,1429,1314,502,1004,592,468,1496,1011,1266,22,105,314,192,155,71,344,1038,444,458,72,414,254,1144,361,573,611,181,1631,911,217,836,27.45463256550084
714,1615,1502,536,1079,703,575,1689,1095,1427,23,119,317,212,163,84,372,1209,465,521,72,426,306,1257,418,680,636,182,1817,929,217,929,26.16644961999537
715,1421,1332,491,884,624,506,1496,964,1289,21,98,306,208,149,74,287,1076,433,487,75,455,284,1146,356,607,548,172,1516,770,202,819,23.58300431418449
716,1396,1299,462,848,572,465,1469,953,1253,21,98,291,189,149,68,302,1015,437,444,63,418,249,1079,351,558,471,141,1547,751,181,830,20.16947093379574
717,1415,1306,517,1064,635,515,1504,1052,1275,17,101,340,186,153,77,344,1039,471,477,72,437,273,1219,361,597,670,194,1691,970,257,809,30.28231947072299
718,1376,1266,518,969,579,459,1447,1070,1220,23,101,315,185,150,67,334,993,473,453,73,444,249,1189,354,570,601,179,1670,985,260,818,28.644747975004506
719,1364,1256,481,1031,594,480,1454,1041,1230,27,96,297,167,155,64,332,987,422,451,70,443,240,1104,339,550,629,178,1626,958,236,813,27.942133555005263
720,1429,1324,499,993,635,513,1510,1013,1271,20,101,302,194,153,85,319,1081,438,489,68,425,273,1150,361,591,616,185,1594,846,211,827,26.171307523185412
721,1366,1261,521,977,568,457,1454,1088,1220,22,101,290,180,150,72,331,1012,462,461,74,426,257,1184,348,575,582,171,1594,952,231,791,27.23721157801949
722,1430,1335,487,885,611,505,1512,968,1286,24,94,285,200,153,71,284,1061,441,494,69,416,268,1111,361,579,538,164,1548,775,204,836,21.58182131157936
723,1591,1461,570,1154,681,557,1654,1301,1412,27,105,337,203,160,79,379,1171,489,539,84,497,289,1310,390,632,709,198,1937,1168,318,958,33.525585512288416
724,1433,1309,493,958,609,491,1524,1009,1266,26,100,295,195,155,70,334,1037,451,468,76,427,251,1157,372,576,582,170,1653,915,237,841,25.08770215673623
725,1444,1344,468,974,616,501,1512,1023,1283,23,98,304,198,158,77,335,1074,398,503,70,418,278,1110,376,610,607,171,1606,913,234,820,25.2661091821931
726,1423,1308,532,1054,629,510,1502,1136,1274,25,107,320,194,147,78,340,1043,473,474,78,442,236,1200,355,545,632,195,1611,1021,247,877,30.715114508652192
727,1437,1327,535,975,600,489,1530,1147,1283,22,99,303,182,149,69,317,1046,500,467,72,460,266,1244,351,578,608,184,1705,995,249,858,28.026015259879326
728,1423,1306,500,1054,617,501,1499,1037,1255,26,105,294,200,144,73,372,1059,455,462,77,433,260,1143,364,583,662,186,1641,1016,258,840,28.79709823282488
729,1463,1337,546,1074,634,511,1522,1131,1309,28,99,340,196,156,72,357,1064,457,490,82,461,264,1214,355,552,651,186,1732,1027,248,910,31.559675207921114
730,1437,1318,553,1099,615,474,1529,1192,1266,26,114,325,190,156,78,393,1061,492,478,74,431,271,1268,368,595,691,190,1693,1080,253,838,32.95936052339725
731,1420,1302,518,1020,611,493,1486,1111,1244,20,100,321,193,152,70,354,1042,441,479,68,446,269,1207,356,579,625,174,1595,958,230,828,28.633418149496606
732,1469,1348,510,1072,626,506,1534,1117,1305,24,100,321,192,159,72,353,1072,463,491,72,487,271,1158,367,599,627,182,1783,1028,268,877,28.75685239250657
733,1439,1317,533,1071,604,473,1507,1153,1270,22,104,333,195,150,74,357,1016,485,466,65,467,272,1234,357,580,646,200,1850,1097,292,853,32.1059977895507
734,1460,1349,514,995,599,492,1550,1093,1303,24,100,298,197,148,78,350,1069,470,484,72,434,270,1210,380,596,604,169,1702,914,217,855,26.657707255566336
735,1469,1344,530,1064,628,520,1543,1063,1286,21,101,297,197,151,65,372,1088,458,490,76,444,273,1183,370,597,640,187,1688,1032,260,871,27.83536209484613
736,1377,1261,518,1051,597,475,1443,1112,1247,24,100,317,180,159,73,353,998,445,456,68,431,257,1183,338,543,606,182,1676,1040,264,826,30.434279473741764
737,1404,1283,516,1031,591,464,1479,1150,1254,24,108,314,193,151,75,339,1033,440,460,69,416,267,1170,356,582,622,187,1673,984,258,824,29.61884891073059
738,1416,1297,543,1007,593,471,1498,1158,1253,23,110,335,191,154,67,338,1050,501,469,70,441,260,1244,331,548,636,186,1662,967,228,855,30.197078291489838
739,1448,1319,541,1068,622,496,1506,1158,1275,25,108,340,185,158,78,365,1041,481,467,70,485,259,1214,371,589,646,186,1752,1024,271,863,32.81236848750105
740,1431,1325,505,1032,614,479,1490,1073,1251,22,103,326,197,153,81,337,1022,445,473,71,424,262,1173,360,575,629,195,1718,1004,258,834,30.568460016320962
741,1406,1293,518,981,610,502,1495,1084,1265,16,92,316,187,155,66,320,1044,457,469,71,409,260,1197,364,585,589,175,1627,908,232,820,26.91697173137272
742,1317,1219,479,953,564,455,1405,1010,1179,30,100,283,190,170,66,321,975,445,443,73,417,256,1137,340,545,555,162,1516,874,221,751,26.073375791413003
743,1405,1291,521,967,594,463,1468,1069,1247,24,102,326,181,154,68,319,1015,444,459,67,453,262,1207,353,572,588,172,1608,901,219,829,27.69344524325565
744,1484,1362,487,993,631,512,1558,1056,1299,30,110,318,200,154,71,346,1099,434,489,71,431,276,1164,386,621,629,191,1673,924,226,842,27.451496776122998
745,1473,1353,548,1158,658,526,1540,1217,1323,26,111,329,192,152,84,391,1037,447,485,74,458,271,1223,347,575,732,209,1799,1100,273,882,33.69389748086733
746,1481,1364,561,1031,631,515,1580,1133,1316,25,112,326,189,159,71,347,1068,505,492,79,462,273,1278,360,599,637,187,1716,983,234,871,28.306718356504177
747,1518,1395,537,1062,665,541,1600,1135,1361,22,110,349,205,150,78,345,1144,467,514,77,455,287,1216,388,621,668,194,1747,995,252,899,28.951247615093603
748,1506,1381,525,1046,647,532,1584,1184,1321,20,107,305,199,146,71,358,1114,453,518,84,435,286,1214,390,645,621,183,1762,1074,263,861,30.00566036427173
749,1420,1312,535,1085,612,482,1506,1186,1296,21,102,323,202,158,75,356,1035,495,469,72,475,260,1250,339,545,656,184,1760,1091,286,874,33.08937772467298
750,1375,1268,501,1002,579,475,1443,1067,1224,27,88,287,167,152,60,354,1001,446,462,76,395,260,1147,362,577,597,168,1546,970,240,796,26.05915109935061
751,1413,1293,524,1091,609,485,1488,1121,1260,20,98,323,186,146,69,354,1018,461,466,80,489,252,1201,353,570,623,193,1771,1015,263,858,30.84896981217736
752,1526,1420,544,1013,695,569,1599,1114,1376,23,102,328,221,151,80,344,1194,472,545,73,445,312,1248,406,660,663,190,1692,934,226,847,29.12176436503756
753,1476,1375,501,1023,646,522,1574,1105,1330,30,111,321,198,150,75,351,1115,464,505,77,439,278,1188,376,598,643,179,1682,960,227,855,27.83963501214298
754,1455,1350,484,957,623,507,1540,1028,1304,19,98,303,201,150,69,328,1084,453,488,71,399,271,1138,369,605,586,170,1637,910,218,852,24.562875292392693
755,1452,1325,519,1052,625,497,1553,1158,1268,22,100,314,190,158,70,346,1054,503,510,78,473,283,1199,376,618,631,182,1779,1121,298,850,31.667806942056217
756,1428,1325,512,1037,619,497,1504,1097,1265,25,105,306,186,152,64,336,1045,460,464,76,436,271,1155,357,588,647,197,1714,986,243,848,28.63687490250491
757,1483,1370,502,1063,647,539,1570,1115,1312,21,102,328,208,157,78,344,1093,437,489,70,463,289,1220,362,599,655,191,1777,974,251,874,29.10044853450325
758,1432,1320,498,1058,605,479,1494,1120,1277,23,100,312,181,154,70,347,1022,427,479,77,449,248,1153,356,574,672,197,1733,1036,271,841,30.197078291489838
759,1512,1393,464,954,611,503,1565,990,1317,27,95,287,193,151,64,340,1097,410,502,78,405,277,1052,360,587,587,165,1650,887,203,918,22.50311889461668
760,1371,1251,486,993,595,482,1445,1025,1191,24,98,277,184,158,73,353,1010,442,460,64,422,264,1116,355,585,594,170,1581,960,238,794,26.53211164799572
761,1462,1339,567,1158,659,520,1556,1191,1297,24,111,369,210,156,83,366,1091,480,500,72,468,296,1308,381,628,701,212,1741,1021,254,828,33.776820366385806
762,1436,1324,513,1003,586,474,1538,1054,1306,26,104,332,196,156,71,339,1053,460,485,77,414,268,1192,358,583,565,169,1727,925,246,856,25.86265308829663
763,1480,1356,531,1048,625,499,1558,1165,1301,19,103,316,190,145,70,361,1083,471,484,76,432,268,1228,365,605,618,183,1733,1048,272,873,29.61830155113761
764,1420,1305,516,1011,606,495,1499,1080,1248,24,100,303,178,150,71,338,1023,430,466,68,425,257,1182,351,565,619,175,1649,972,241,847,28.431001890359163
765,1496,1390,501,1003,633,512,1593,1010,1314,24,100,290,200,159,70,355,1126,449,507,75,451,300,1163,375,635,572,170,1623,909,213,869,23.739138224491626
766,1406,1297,514,1030,612,489,1480,1089,1225,25,106,317,195,152,81,354,1009,475,454,69,441,260,1202,356,567,637,182,1665,917,220,793,29.23854041483393
767,1451,1342,488,1011,601,484,1530,983,1289,21,101,291,185,152,67,345,1062,406,475,76,394,255,1114,361,572,612,172,1683,874,221,864,23.763101915076977
768,1388,1281,460,965,587,467,1474,1068,1230,28,95,279,189,148,67,353,1027,452,480,71,418,259,1131,361,585,544,175,1558,972,260,787,25.769405833129092
769,1475,1361,497,1003,639,524,1553,1067,1319,27,99,315,202,154,70,332,1063,404,477,72,455,289,1153,381,621,610,179,1745,955,243,860,27.39050470976868
770,1405,1308,511,977,613,496,1498,1092,1251,19,93,305,190,154,64,337,1070,445,488,78,415,263,1209,361,588,602,168,1567,914,221,819,26.074613304172345
771,1491,1387,532,1141,637,508,1574,1099,1325,25,110,334,194,172,84,384,1100,440,506,80,446,276,1239,362,596,747,210,1751,996,253,885,31.157663924956122
772,1370,1266,484,946,575,461,1440,1003,1198,24,98,313,194,154,73,317,1001,410,467,66,435,265,1110,357,568,590,176,1606,868,229,799,26.140688748733567
773,1465,1361,500,1010,613,490,1524,991,1324,27,106,304,187,151,61,352,1092,449,496,75,405,270,1147,367,600,630,179,1616,855,208,872,25.551926425860092
774,1468,1341,527,1058,596,466,1535,1137,1294,22,107,341,203,163,75,347,1070,446,496,80,443,269,1172,353,584,641,183,1786,1023,259,885,29.79229568081071
775,1560,1429,488,1031,660,537,1649,1058,1387,18,95,303,198,150,67,352,1173,468,538,84,440,289,1144,384,630,596,169,1724,947,248,921,24.50979692004979
776,1274,1158,544,1059,558,443,1339,1152,1140,19,106,347,174,165,71,337,911,451,417,71,481,233,1244,320,490,668,190,1623,1017,263,760,35.353757774156776
777,1475,1352,498,994,636,515,1545,1067,1323,26,108,289,194,148,73,339,1096,445,488,75,403,265,1165,378,607,604,192,1685,991,268,876,27.428544076505165
778,1427,1317,552,1064,633,513,1516,1181,1273,25,109,338,206,150,86,348,1064,475,486,65,423,286,1250,372,623,655,178,1694,975,234,808,31.552756905562795
779,1430,1316,479,952,597,488,1511,988,1250,22,100,305,190,147,72,323,1050,443,468,77,421,265,1094,361,579,584,171,1653,939,238,842,26.12244897959184
780,1558,1442,546,1073,683,548,1655,1113,1404,24,108,350,215,166,87,346,1182,450,535,76,437,300,1255,393,650,699,208,1731,993,247,905,29.07412965186075
781,1465,1362,526,980,624,515,1558,1103,1344,22,100,305,198,153,68,341,1095,502,501,73,437,272,1241,375,595,595,170,1679,963,241,858,26.614567395585684
782,1438,1328,527,1023,585,473,1538,1160,1275,25,111,304,205,154,73,344,1051,468,491,83,444,274,1225,372,608,602,175,1748,975,239,831,28.795088040579518
783,1425,1314,508,976,615,502,1508,1069,1277,26,97,306,185,151,71,333,1071,465,486,75,445,273,1168,365,590,579,178,1631,955,241,826,27.140828343396247
784,1427,1301,513,1032,586,463,1493,1122,1263,33,105,310,189,154,72,358,1043,465,469,68,427,274,1208,373,600,630,175,1665,1006,246,818,30.276319190861173
785,1569,1422,571,1163,671,533,1652,1224,1394,21,104,351,203,162,74,371,1146,481,522,88,486,277,1313,399,640,707,198,1893,1133,299,932,33.771385667843646
786,1500,1383,532,1068,648,529,1559,1086,1296,22,105,324,193,152,77,366,1111,446,510,82,475,275,1215,395,637,662,190,1718,993,248,856,28.9338818571736
787,1506,1387,544,1077,649,524,1577,1217,1326,24,110,350,200,157,80,343,1095,505,509,70,477,272,1240,375,597,622,192,1797,1083,278,910,31.845203361478337
788,1322,1200,553,1073,585,456,1413,1233,1172,24,98,318,183,157,77,355,965,500,430,66,507,255,1227,343,557,645,194,1642,1126,293,776,33.69449854365299
789,1548,1424,512,1008,663,541,1638,1121,1392,25,104,322,205,158,71,334,1164,426,531,83,473,282,1177,393,629,621,180,1760,1027,264,918,27.45052989784584
790,1456,1332,472,974,599,480,1513,1050,1277,20,102,296,191,154,69,329,1049,382,480,67,428,271,1114,359,578,608,170,1667,828,197,855,25.652367930843027
791,1476,1355,569,1127,635,497,1552,1157,1310,21,114,374,210,158,67,366,1074,515,491,77,486,277,1309,364,603,716,215,1797,974,241,864,33.649884602334794
792,1423,1307,540,1067,629,500,1505,1151,1270,22,103,323,191,150,77,345,1062,443,474,69,461,257,1203,364,584,643,189,1704,1069,273,837,32.46857148952739
793,1383,1286,517,1007,602,488,1455,1097,1234,26,95,298,186,160,75,333,1002,465,450,74,467,250,1199,346,548,624,193,1609,981,261,822,30.045985273915683
794,1497,1367,545,1059,626,497,1572,1137,1328,25,103,332,200,160,74,335,1084,480,489,80,446,268,1253,375,611,680,200,1789,1038,268,892,32.92826054164229
795,1347,1230,495,941,563,448,1396,1090,1192,24,96,295,171,154,75,317,976,405,446,68,417,244,1095,338,544,568,172,1582,1016,266,821,29.24493733145149
796,1592,1448,553,1100,663,534,1660,1184,1393,25,113,358,218,152,80,367,1171,496,555,83,493,296,1275,397,660,706,211,1834,1098,275,944,31.606058061084518
797,1491,1380,527,1077,664,544,1549,1048,1324,18,105,327,198,144,77,359,1112,428,506,82,445,280,1192,369,590,697,202,1748,934,223,891,29.348030206137672
798,1562,1414,524,1049,645,522,1632,1143,1390,19,97,329,182,159,75,347,1122,461,513,77,485,272,1222,392,620,636,199,1844,1070,276,938,30.158485742430873
799,1480,1349,508,1082,651,525,1556,1061,1320,29,99,299,197,156,73,364,1096,432,511,69,436,278,1137,373,617,691,184,1685,1001,246,869,29.04283214005636
800,1528,1416,558,1112,675,533,1620,1161,1390,20,104,359,193,159,75,356,1153,475,537,76,481,288,1292,360,612,728,223,1751,1072,292,914,32.5909447811652
801,1400,1283,541,1062,633,518,1493,1153,1240,21,103,356,186,165,86,340,1036,475,470,70,444,266,1297,350,565,694,194,1622,962,231,824,32.07957608128075
802,1600,1490,517,1067,679,557,1688,1087,1432,19,123,343,221,166,90,346,1213,471,554,75,456,313,1233,408,679,674,193,1830,991,243,914,28.27080454883623
803,1431,1324,492,975,621,504,1492,1020,1261,28,93,323,196,153,68,318,1038,450,463,68,435,257,1135,340,550,613,182,1642,933,234,877,26.60507434396377
804,1504,1380,498,1077,623,488,1573,1037,1331,26,104,314,215,147,68,371,1099,370,503,85,432,284,1115,382,614,658,178,1752,999,250,882,26.933334610172896
805,1458,1339,510,1057,646,532,1526,1113,1280,25,96,312,185,147,68,348,1049,430,482,77,435,275,1182,374,610,647,189,1692,1028,258,825,29.085460361960983
806,1387,1285,496,1036,593,480,1472,1064,1232,24,98,297,182,148,74,346,1024,430,459,70,424,255,1145,351,570,615,185,1649,927,219,805,27.505546158488393
807,1468,1347,511,1039,612,496,1535,1093,1292,27,104,300,198,152,69,337,1058,443,491,71,440,273,1155,374,609,626,177,1780,1012,252,855,27.429241521706377
808,1415,1287,541,1014,594,475,1496,1102,1230,25,99,314,181,149,68,332,1007,439,455,78,447,250,1169,349,559,673,190,1737,1010,242,854,30.64674936827543
809,1511,1385,513,1053,638,511,1567,1109,1323,19,95,321,197,164,73,357,1090,466,495,71,465,273,1142,387,610,656,184,1696,1022,258,893,28.44660809223767
810,1549,1417,514,988,671,540,1620,1106,1374,24,97,330,200,149,69,319,1136,455,500,81,451,280,1237,397,615,615,184,1768,891,225,909,25.667707249392986
811,1485,1366,510,1050,658,529,1554,1086,1303,23,103,319,200,158,72,349,1100,420,495,81,424,270,1142,368,603,640,184,1714,904,218,890,28.50448393767531
812,1452,1323,518,1068,632,515,1530,1063,1284,18,104,359,209,155,77,337,1064,420,483,73,448,268,1217,362,583,688,205,1700,922,247,850,30.763069225612288
813,1410,1294,557,1091,639,504,1508,1129,1255,29,102,344,187,152,82,366,1047,475,479,72,475,273,1247,364,595,665,193,1688,1039,265,809,32.307192161020666
814,1460,1344,502,1013,625,506,1544,1037,1305,22,103,290,193,156,74,357,1069,479,483,70,405,267,1171,378,600,595,169,1685,927,217,850,25.37086930534123
815,1479,1366,554,1087,664,544,1557,1207,1319,21,104,332,191,163,72,373,1113,505,491,75,495,285,1314,394,648,660,191,1757,1130,295,837,32.319151622269914
816,1479,1370,502,1042,615,498,1538,1073,1310,27,101,295,197,157,71,361,1103,444,492,76,435,278,1168,370,615,630,176,1693,999,242,856,27.064863536782607
817,1360,1257,509,1010,597,476,1442,1136,1205,22,105,342,188,155,79,332,1007,461,460,65,451,270,1257,358,590,661,197,1613,920,233,775,32.44581494404096
818,1418,1294,494,961,596,473,1500,1042,1259,25,99,306,190,157,69,328,1051,421,469,80,424,257,1122,348,566,608,180,1640,944,238,850,26.1047138653656
819,1562,1449,539,1156,693,567,1659,1125,1400,25,107,312,211,154,74,400,1160,493,538,78,426,287,1245,387,625,703,185,1773,1038,251,930,27.39225712198685
820,1387,1272,479,1008,607,491,1463,1047,1226,20,100,299,190,155,73,338,1020,390,466,70,414,253,1110,346,555,628,180,1610,948,231,833,27.781592977812185
821,1475,1359,546,1103,644,518,1550,1150,1291,23,108,333,194,155,77,372,1079,433,492,82,443,275,1211,369,598,717,202,1660,1060,252,878,31.26869535966949
822,1481,1360,517,1044,646,532,1551,1048,1315,24,102,324,202,157,73,344,1107,452,511,85,448,272,1188,380,622,617,185,1638,933,222,870,26.88271604938271
823,1536,1402,550,1031,637,514,1607,1146,1380,21,100,327,201,156,72,362,1129,525,511,85,475,278,1272,394,617,628,183,1792,985,236,913,27.173403796780416
824,1416,1313,516,965,609,490,1498,1090,1280,21,100,320,188,151,69,324,1053,460,464,70,398,267,1207,372,592,603,180,1581,895,221,819,26.507130221437745
825,1576,1456,574,1157,701,574,1655,1196,1395,20,116,346,208,174,88,374,1154,466,534,77,477,297,1269,383,640,739,207,1817,1130,286,931,32.26762009079574
826,1375,1277,529,1064,618,504,1443,1078,1232,22,106,348,191,153,80,362,1018,463,478,70,437,274,1226,367,597,662,194,1642,931,228,775,31.58753130549977
827,1384,1281,471,973,581,476,1440,1012,1233,23,98,291,188,157,73,337,999,430,453,68,395,255,1098,345,559,599,170,1612,919,224,826,26.8886590528802
828,1523,1392,520,1069,627,510,1582,1127,1339,23,100,312,203,164,71,365,1096,429,504,75,468,291,1176,400,652,648,197,1787,1025,270,874,29.211562528616344
829,1494,1404,489,1002,636,512,1598,990,1360,25,110,327,202,155,74,342,1113,457,520,84,439,271,1164,356,567,623,181,1739,903,224,909,25.329011205428053
830,1479,1358,458,949,636,520,1562,956,1266,19,94,288,191,150,72,340,1093,430,494,78,395,269,1093,378,595,566,161,1657,909,229,865,21.889252099749626
831,1412,1299,500,1011,614,509,1494,1053,1240,22,94,301,184,147,67,341,1012,428,459,75,445,254,1129,350,557,598,174,1668,961,241,849,27.043268199553232
832,1388,1278,492,1035,596,480,1477,1059,1246,21,96,322,186,144,65,352,1024,459,460,65,448,265,1150,358,576,628,185,1690,983,255,806,28.965124822871733
833,1418,1318,514,1067,654,533,1495,1103,1276,23,106,319,186,154,74,351,1077,472,478,79,457,279,1186,361,611,676,183,1647,1027,276,834,30.42949791328443
834,1509,1387,511,1074,664,548,1567,1077,1330,22,100,317,197,160,74,356,1136,439,510,79,483,280,1189,395,641,680,207,1769,1022,262,858,28.639024931947713
835,1409,1298,522,1062,603,490,1482,1117,1274,22,101,330,181,155,77,362,1031,447,465,79,462,251,1197,341,549,641,180,1737,962,241,860,30.66393178767669
836,1492,1374,516,1064,649,522,1581,1183,1327,24,108,333,194,158,77,362,1107,440,504,71,451,272,1230,357,585,685,186,1771,1082,260,903,31.92581896044599
837,1468,1345,500,1044,614,500,1533,1049,1292,23,101,305,191,155,70,343,1078,430,490,82,410,272,1131,364,588,661,189,1683,970,237,874,27.448762310354
838,1305,1193,533,1064,545,420,1387,1147,1149,24,97,306,180,152,67,365,908,438,440,68,437,242,1166,320,525,633,181,1665,1065,266,763,32.612612338666395
839,1463,1350,529,1052,635,518,1532,1059,1311,18,105,322,198,156,78,344,1087,458,493,77,458,265,1225,357,579,653,199,1668,896,223,878,28.68955939906577
840,1401,1287,539,998,630,506,1491,1130,1261,21,106,330,200,164,81,308,1042,445,494,83,448,271,1261,377,614,657,189,1668,984,256,797,31.888274895267912
841,1474,1354,570,1117,669,544,1560,1193,1311,20,112,349,199,157,81,365,1116,461,505,77,503,291,1311,386,636,715,212,1730,1082,278,846,34.701089810342886
842,1405,1302,476,898,592,477,1480,977,1235,18,92,303,177,150,74,326,1032,417,462,70,420,277,1096,368,607,533,170,1550,827,197,794,23.04023672551743
843,1475,1357,522,1012,613,498,1536,1072,1330,27,102,308,197,159,69,345,1068,435,481,75,457,260,1183,367,592,613,178,1719,913,235,894,26.92595268644571
844,1460,1343,527,1092,615,495,1534,1098,1299,22,104,331,201,155,79,378,1035,420,490,72,451,275,1210,367,597,670,194,1728,1010,253,852,30.59710374925611
845,1408,1302,494,953,589,476,1497,951,1274,20,104,324,194,147,67,316,1044,459,470,67,421,262,1156,354,584,593,171,1614,816,206,824,24.81202196403336
846,1485,1375,490,958,634,513,1554,1027,1319,24,106,300,191,154,74,339,1090,442,497,72,416,260,1141,364,590,593,176,1664,944,220,884,25.416071657165155
847,1407,1293,523,1047,651,533,1502,1090,1257,21,106,323,186,157,72,351,1060,456,481,77,449,251,1205,354,559,635,181,1625,1011,269,852,29.776163995671862
