,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX_2,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,EDUCATION_5,EDUCATION_6,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3
25535,360000,35,-1,-1,-1,-1,0,0,1475,13466,17584,17354,37703,22490,14200,17631,17741,25203,10000,216,1,1,0,0,0,0,0,0,1,0
16556,180000,27,0,0,0,0,0,0,134168,120734,124730,120423,113901,114077,4345,5966,4250,4200,4200,4200,0,0,1,0,0,0,0,0,1,0
15098,270000,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12051,50000,26,1,2,2,2,2,2,16919,17854,18265,20455,19986,21747,1500,1000,2500,0,2100,0,1,0,1,0,0,0,0,1,0,0
7175,150000,55,-2,-2,-2,-2,-2,-2,1194,2095,2154,2900,2512,3514,2101,2160,3046,2519,3625,0,1,0,0,1,0,0,0,1,0,0
21032,160000,38,1,-2,-2,-1,0,0,0,0,0,700,700,0,0,0,700,0,0,0,0,0,0,1,0,0,0,0,1,0
11489,360000,48,-1,-1,-1,-1,-1,-1,8243,10742,3300,0,1270,0,10752,3300,0,1270,0,889,1,1,0,0,0,0,0,1,0,0
6547,150000,36,0,0,0,0,-1,-1,70001,45813,44309,27428,2013,4724,2500,1200,2618,2013,4724,0,1,0,1,0,0,0,0,1,0,0
18524,190000,24,0,0,0,0,-1,0,54186,55466,57358,10890,287,49983,2000,2700,1100,287,49696,2000,1,0,0,1,0,0,0,0,1,0
2141,140000,41,-1,-1,-1,0,-1,-1,2139,0,1686,1686,205,6689,0,1686,0,205,6689,0,0,0,0,1,0,0,0,1,0,0
26833,80000,33,0,0,0,0,-2,-1,59796,60722,31023,-2639,-2787,34732,5000,14016,0,2000,38000,6000,0,1,0,0,0,0,0,0,1,0
1053,70000,41,0,0,0,0,0,0,70476,68539,69520,51605,50311,50729,2700,3500,2000,2000,2500,2500,0,0,0,1,0,0,0,0,1,0
25229,20000,22,0,0,0,0,0,0,16063,14928,14012,11965,11867,12850,1565,2006,2011,7000,2000,4000,1,0,0,1,0,0,0,0,1,0
21783,200000,25,0,-1,-1,-1,-2,-2,136435,105,99230,92388,18758,0,105,99230,10038,18758,0,0,1,1,0,0,0,0,0,0,1,0
11255,240000,44,0,0,0,0,0,0,21643,19743,20298,15475,15852,16208,1400,1300,1000,1000,1000,1000,0,0,1,0,0,0,0,1,0,0
22595,240000,49,-2,-1,2,-1,-1,-1,0,2353,2135,3305,0,5370,2421,0,3305,0,5370,4605,1,0,1,0,0,0,0,1,0,0
14740,160000,58,1,-2,-2,-2,-1,-1,0,0,0,0,4816,0,0,0,0,4816,0,0,0,1,0,0,0,0,0,1,0,0
29030,240000,29,0,0,0,0,0,0,236883,241574,244010,239778,191762,196015,8636,9303,8159,5449,5900,5323,1,1,0,0,0,0,0,0,1,0
5201,230000,36,0,0,0,0,0,0,218637,223208,159930,141834,213408,222681,10034,5600,10753,100000,12823,8910,0,1,0,0,0,0,0,0,1,0
24531,50000,36,0,0,0,0,0,0,47599,48542,49691,49172,9957,10044,2000,2200,1148,500,500,376,0,0,1,0,0,0,0,1,0,0
21741,80000,23,0,0,-1,0,0,0,80715,82687,80613,80671,72785,74313,5000,81000,2776,2600,2696,2812,1,0,1,0,0,0,0,0,1,0
7249,90000,28,-1,-1,-2,-2,-2,-2,350,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
17181,160000,28,0,-1,-1,-2,-2,-2,4122,1770,0,0,0,0,2000,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
8889,280000,26,-2,-2,-2,-2,-2,-2,2103,2768,4425,23083,489,2937,2781,4447,23198,491,2951,0,0,0,1,0,0,0,0,0,1,0
705,50000,26,-1,0,0,0,0,0,15448,16392,18096,18425,18619,19060,1500,2000,1500,1200,900,1000,0,1,0,0,0,0,0,0,1,0
8364,140000,36,-1,-1,0,0,0,0,780,16570,17378,12568,15678,15620,16570,1220,3000,3500,332,390,0,0,1,0,0,0,0,1,0,0
12781,210000,46,-1,-1,-1,-1,-1,-1,3035,5764,46884,80514,391,1487,5790,46915,80871,391,1497,10194,0,1,0,0,0,0,0,1,0,0
10980,230000,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
28272,20000,31,-2,-2,-1,0,0,-1,-885,-885,18354,19064,19422,4390,20,21431,2300,558,4403,0,1,0,0,1,0,0,0,0,1,0
22109,150000,30,0,-1,-1,-1,-1,-1,1499,1231,0,1872,0,113,1231,0,1872,0,113,0,1,0,1,0,0,0,0,1,0,0
22824,290000,31,0,0,0,0,0,0,82939,82814,71541,59493,67821,71546,5017,4033,2828,10000,5000,3000,1,1,0,0,0,0,0,0,1,0
3064,430000,42,0,0,0,0,0,0,89395,90052,90604,91200,92134,92834,3243,3200,3185,3500,3500,3420,1,0,1,0,0,0,0,1,0,0
17788,140000,58,2,0,0,0,0,0,98985,98702,96753,94310,92182,88818,4520,4034,5050,6034,3202,5000,0,0,0,1,0,0,0,1,0,0
20637,50000,31,0,0,3,2,0,0,10426,14466,13952,13418,13686,13456,4231,0,0,451,456,449,0,0,1,0,0,0,0,0,1,0
24625,280000,32,-2,-2,-2,-2,-2,-2,19668,1000,3186,44932,2100,0,1000,3186,45028,2100,0,0,0,1,0,0,0,0,0,0,1,0
3282,110000,52,1,-2,-1,-1,-2,-2,0,0,1000,0,0,0,0,1000,0,0,0,0,1,0,0,1,0,0,0,1,0,0
10493,30000,25,-2,-2,-2,-2,-2,-2,836,836,390,390,390,0,836,390,390,390,0,780,0,0,1,0,0,0,0,0,1,0
25288,60000,26,0,0,0,0,0,0,36604,35777,29836,30818,31314,30852,1765,1812,1794,1290,1268,1273,1,1,0,0,0,0,0,0,1,0
28100,210000,29,-1,-1,-1,-1,-1,-1,18662,6220,199,0,10024,-18,6224,199,200,10024,0,0,1,1,0,0,0,0,0,0,1,0
6508,500000,36,0,0,0,0,-2,-1,21368,21094,12675,5803,5841,2227,4066,5004,28,2033,3130,94593,1,0,1,0,0,0,0,0,1,0
18764,220000,28,0,0,0,0,0,0,157215,161006,165222,168145,169162,172041,6502,8100,8200,6000,6200,6200,1,1,0,0,0,0,0,0,1,0
8676,480000,60,-1,-1,-1,0,0,0,13406,7233,96977,67030,24334,28699,13736,96989,4,241,15819,28966,1,1,0,0,0,0,0,1,0,0
3398,80000,25,1,-2,-2,-2,-1,-1,0,0,0,0,13369,0,0,0,0,13369,0,0,1,0,1,0,0,0,0,1,0,0
29774,100000,34,0,0,0,0,0,0,47908,48909,49954,50974,52021,53186,1800,1830,1850,1894,2000,2000,0,0,1,0,0,0,0,0,1,0
29602,60000,37,0,0,0,-1,-1,-1,6742,9582,-27,15273,14766,14687,3000,18,15300,5000,15132,6500,0,0,1,0,0,0,0,1,0,0
11791,500000,39,-1,-1,-1,-1,-1,-1,23800,297,9342,3518,5597,717,297,9342,3518,5597,717,25349,0,0,1,0,0,0,0,1,0,0
2308,30000,25,0,0,0,0,0,0,8864,10062,11581,12580,13716,14828,1500,2000,1500,1500,1500,2000,0,0,1,0,0,0,0,0,1,0
14918,240000,28,-1,-1,-1,-1,-1,-1,4882,5205,2747,4594,4092,4361,5220,2773,4614,4104,4374,2443,0,0,1,0,0,0,0,0,1,0
4178,280000,31,-1,-1,-1,-1,-1,-1,12740,17239,14496,16185,8962,8756,17352,14575,16266,9007,8800,20947,0,1,0,0,0,0,0,0,1,0
18875,230000,31,-2,-2,-2,-2,-2,-2,49279,4646,5419,4379,2455,34517,4674,5449,4407,2455,34517,8495,1,1,0,0,0,0,0,0,1,0
28061,140000,40,2,2,2,2,2,2,21952,27540,31785,30980,33162,32497,6300,5000,0,3000,0,3000,1,1,0,0,0,0,0,1,0,0
25246,270000,25,0,0,0,0,0,0,38525,39492,33898,35272,37201,31447,2000,2000,2000,2408,1500,2013,1,0,1,0,0,0,0,0,1,0
6830,130000,26,0,0,0,0,0,0,84133,84458,62441,48175,29874,15525,2758,2741,2175,1874,1525,0,1,0,1,0,0,0,0,0,1,0
27758,40000,23,0,0,0,0,2,2,18653,20035,21406,24735,24050,43317,2000,2000,4000,0,20000,2000,1,0,1,0,0,0,0,0,1,0
17092,60000,23,0,0,0,0,0,0,57097,58134,58647,59619,57068,57668,2659,2190,2078,2002,2062,2072,1,0,1,0,0,0,0,0,1,0
15544,20000,32,2,0,0,0,0,2,12720,13451,14786,15532,16767,17104,1250,1554,1300,1500,750,0,0,1,0,0,0,0,0,1,0,0
9767,150000,50,0,0,0,0,0,0,88900,91812,92411,94416,96328,74550,4161,2971,3151,3200,3990,0,0,0,0,1,0,0,0,1,0,0
24646,70000,31,0,0,0,0,0,0,61177,62076,63806,126005,66451,20200,5300,3500,2154,7800,555,1000,0,0,1,0,0,0,0,1,0,0
273,200000,33,0,0,0,0,0,0,11253,12852,14024,14512,16325,11905,2000,1322,2000,2000,1200,3000,1,0,1,0,0,0,0,0,1,0
1255,70000,28,1,2,0,0,0,0,68970,67308,68582,68361,68060,68223,0,3005,2546,2602,2430,2659,0,0,0,1,0,0,0,0,1,0
2034,50000,25,-1,-1,-1,-1,-1,-1,574,801,686,527,312,442,801,686,527,312,442,8016,1,1,0,0,0,0,0,0,1,0
16266,190000,46,0,0,0,0,0,0,124245,126722,129376,132016,134632,137470,4536,4696,4791,4811,5000,5033,1,0,0,1,0,0,0,0,1,0
9309,380000,38,0,0,0,0,0,0,88112,91640,93480,95256,96964,71250,4569,4000,3000,5000,5000,2070,0,0,1,0,0,0,0,1,0,0
4540,180000,33,0,0,0,0,0,0,153833,153648,145440,140057,132260,110427,7107,5002,4470,4620,4346,3800,1,0,1,0,0,0,0,0,1,0
6725,200000,36,0,0,2,2,2,0,2346,4802,4579,5840,5603,6352,2500,0,1500,0,1000,1000,0,1,0,0,0,0,0,1,0,0
2744,240000,55,0,0,0,0,0,0,229254,232693,189095,190481,194215,198313,8737,7506,6501,6501,7001,17001,0,0,0,1,0,0,0,1,0,0
3799,140000,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
6119,50000,24,2,0,0,2,2,2,20632,21994,23914,23231,24851,24301,1700,2600,0,2000,0,2200,1,0,1,0,0,0,0,0,1,0
10575,100000,31,2,2,2,2,2,2,84886,86729,87706,88859,90685,92736,4100,3300,3500,3400,3700,4000,0,1,0,0,0,0,0,0,1,0
2676,120000,51,0,0,2,0,0,0,125702,130461,131281,128594,117561,116732,8300,4500,4260,4595,4311,4280,0,1,0,0,0,0,0,1,0,0
4235,150000,32,0,0,0,0,0,0,143706,140120,138520,139329,142149,111435,6010,5007,5016,10101,5006,4015,0,0,1,0,0,0,0,1,0,0
23716,30000,52,1,-2,-2,-2,-1,0,-190,-760,-760,-760,760,760,0,0,0,1520,0,0,1,0,0,1,0,0,0,1,0,0
14847,500000,48,0,0,0,0,0,0,39734,149570,137549,130893,108030,144938,117243,4500,4500,5000,50000,4578,1,0,1,0,0,0,0,1,0,0
10128,130000,37,1,2,2,2,0,0,67612,65997,70604,68904,70369,71682,0,6300,0,2700,2600,2800,1,0,1,0,0,0,0,1,0,0
23371,320000,39,0,0,0,0,0,0,91224,93025,99433,107659,110567,99935,10000,10000,10000,10000,5000,5000,1,1,0,0,0,0,0,0,1,0
28811,60000,46,0,0,0,0,0,0,16017,30073,18385,20732,21196,23175,22000,3000,3000,1000,3000,0,1,1,0,0,0,0,0,0,1,0
2622,100000,24,0,0,0,0,0,2,59712,61743,63714,65056,73062,71738,3000,3000,2400,9100,0,4000,1,0,1,0,0,0,0,0,1,0
11872,70000,48,0,0,0,0,0,0,62319,65102,63529,61778,42092,36751,6000,4000,3000,5000,5000,2000,1,1,0,0,0,0,0,0,1,0
23526,100000,49,1,2,0,0,0,2,103307,97590,99560,95952,98744,97896,0,4700,4400,6000,2000,4000,1,1,0,0,0,0,0,1,0,0
6011,280000,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
5006,280000,31,-2,-2,-2,-2,-2,-2,326,326,0,326,652,0,326,0,326,652,0,652,1,1,0,0,0,0,0,0,1,0
12826,50000,59,1,2,0,0,0,0,44977,43981,44996,45736,46748,47816,0,2045,1785,1900,2000,2210,1,0,0,1,0,0,0,1,0,0
19043,80000,23,0,0,-2,-2,-2,-2,68850,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
8943,170000,28,0,0,0,0,0,0,105509,106445,68703,66338,62135,65706,4285,3000,3000,3000,5000,3000,1,0,1,0,0,0,0,1,0,0
20380,50000,23,0,0,0,0,0,0,43087,44468,46653,43143,19003,-317,2100,3260,1200,1000,0,16628,0,0,0,1,0,0,0,1,0,0
16485,240000,55,0,0,0,0,0,0,216170,218809,226013,229014,178852,182547,8000,11000,9000,7000,7000,7200,1,0,0,1,0,0,0,1,0,0
21527,130000,35,0,0,0,0,0,0,23693,27228,30795,38637,39259,72981,4257,4338,8399,1260,34721,5202,1,1,0,0,0,0,0,1,0,0
22044,400000,25,0,-1,-1,-1,-1,-1,12570,958,4465,14272,1965,958,958,4465,14272,1965,958,6405,1,0,0,1,0,0,0,1,0,0
21436,30000,24,0,0,0,0,0,0,4848,6524,6290,4440,4531,1300,3000,1108,1000,91,26,0,1,1,0,0,0,0,0,0,1,0
6689,50000,29,-2,-2,-1,-1,-1,-1,21523,1481,19766,19661,16740,13272,19505,20509,1513,1515,1539,20217,1,0,1,0,0,0,0,1,0,0
9093,50000,30,2,0,0,-2,-2,-2,6425,4580,0,0,0,0,1050,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
10867,30000,25,0,0,-2,-2,-2,-2,7833,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
29751,100000,30,0,0,0,2,0,0,50512,49374,51644,45920,21659,10861,2000,5138,75,1032,32,15127,0,0,0,1,0,0,0,1,0,0
12532,50000,29,2,2,2,2,0,0,46191,44808,38605,32455,15865,23753,3800,1500,0,628,10362,786,1,0,1,0,0,0,0,1,0,0
29935,50000,48,0,0,0,-1,0,-1,48187,48344,46895,49161,6690,5665,46895,1775,51209,428,5665,8745,0,0,1,0,0,0,0,1,0,0
24178,100000,27,1,2,0,0,0,0,108762,101941,99264,90972,100306,100536,25,4902,4118,30018,5060,3663,0,1,0,0,0,0,0,0,1,0
22367,200000,32,0,0,-1,-1,-2,-2,12367,13732,1513,0,0,0,2000,1513,0,0,0,0,1,1,0,0,0,0,0,1,0,0
16204,10000,49,0,0,0,0,0,0,8671,6613,7648,8758,9410,4373,1265,1300,1400,1000,304,283,1,0,1,0,0,0,0,1,0,0
27115,230000,33,1,-1,-1,-1,-1,-1,0,1427,0,198,0,525,1427,0,198,0,525,0,0,0,1,0,0,0,0,1,0,0
26478,240000,50,-2,-2,-2,-2,-2,-2,498,-2,497,-3,-3,-3,0,499,0,0,0,0,1,1,0,0,0,0,0,1,0,0
9838,150000,29,2,2,2,2,2,2,99986,103662,103978,105272,106437,109108,6800,3500,4500,3000,4600,2500,1,0,1,0,0,0,0,1,0,0
19936,240000,36,0,0,2,0,0,2,176035,196664,192140,194357,205637,202417,25228,0,6947,14402,33,7167,1,1,0,0,0,0,0,0,1,0
13492,20000,58,0,0,0,0,0,0,17241,18463,19640,19114,18679,15000,1500,1626,100,600,300,0,1,1,0,0,0,0,0,1,0,0
1087,260000,40,1,-1,-1,-2,-2,-2,0,342,0,0,0,0,342,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
2561,210000,29,0,0,0,0,2,0,140619,144410,148555,156733,153230,155159,7000,9000,11550,0,5389,5338,0,1,0,0,0,0,0,0,1,0
14767,180000,29,-1,-1,-1,-1,-1,-2,18213,4390,1016,4745,0,0,4390,1016,4745,0,0,1400,0,1,0,0,0,0,0,0,1,0
28357,210000,32,-1,-1,2,0,-1,-1,576,3578,34,10734,30367,8193,3578,0,10700,30367,19644,4431,1,0,1,0,0,0,0,0,1,0
24314,400000,32,0,0,0,0,0,0,271974,337765,138235,136102,33340,63684,100000,10007,3601,22000,35802,2013,0,0,1,0,0,0,0,1,0,0
17546,50000,42,2,0,0,0,2,2,31422,32420,33462,36199,36803,37566,1521,1563,3300,1500,1500,1600,1,0,0,1,0,0,0,1,0,0
14470,220000,48,3,2,2,-2,-2,-2,2500,2500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
27218,200000,31,0,0,0,-2,-1,0,6492,6069,-202,1201,1200,0,1050,0,1302,100,0,0,0,0,0,1,0,0,0,0,1,0
26974,300000,38,-1,-1,-1,-1,-2,-2,706,195,504,-627,-918,-1209,200,600,0,0,0,1791,0,1,0,0,0,0,0,1,0,0
6528,90000,23,0,0,0,0,0,0,40145,41194,42197,42726,43802,42761,2000,2000,1502,1737,1500,5050,1,0,0,0,0,1,0,0,1,0
28116,350000,41,0,0,0,0,0,0,15407,17826,23489,29037,36213,38163,3000,6000,6000,8027,8000,8000,1,1,0,0,0,0,0,1,0,0
2992,150000,43,0,0,0,0,0,0,90606,93496,94196,91550,89586,88300,4348,3229,3150,3348,3244,8778,1,0,0,1,0,0,0,1,0,0
20146,50000,42,3,3,2,2,0,0,24225,24046,24574,24348,16130,16467,500,1200,516,566,585,608,1,0,1,0,0,0,0,1,0,0
21040,260000,44,0,0,0,0,0,0,250416,257987,260104,253488,145630,148720,11000,7100,135546,4500,4590,4501,0,0,0,1,0,0,0,1,0,0
22199,100000,31,0,0,0,0,0,-1,91192,91305,103216,88782,35146,39849,4000,15074,16197,13112,43122,43000,1,0,1,0,0,0,0,1,0,0
979,150000,54,-1,0,0,0,2,0,148747,145231,145341,153833,151194,145738,5500,5500,11000,0,6000,5215,1,0,0,1,0,0,0,1,0,0
15668,410000,27,0,-1,-1,0,-1,-1,7189,15646,15678,40512,17884,34251,16090,16076,40203,17974,34518,369,0,1,0,0,0,0,0,0,1,0
12637,100000,48,-1,-1,-1,0,0,-1,525,1022,897,897,319,2757,1100,1000,0,0,2800,5400,0,1,0,0,0,0,0,0,0,1
474,120000,32,-1,-1,-1,-1,-1,-1,4158,2682,0,6440,0,5930,2682,0,6440,0,5930,5120,1,0,1,0,0,0,0,1,0,0
5814,10000,25,-1,-1,-1,-1,-1,-1,3161,390,390,390,0,1280,390,390,390,0,1280,6380,0,0,0,1,0,0,0,0,1,0
20529,20000,27,0,0,0,0,0,0,19812,17678,19068,19642,27988,1280,1291,1681,1255,672,52,0,0,0,1,0,0,0,0,0,1,0
16114,290000,45,0,0,0,0,0,0,145023,115830,76453,59734,61238,63089,6000,4000,5500,2500,3000,3000,1,0,1,0,0,0,0,1,0,0
11682,120000,23,0,0,0,0,0,0,38609,41992,36607,38828,38325,39222,5000,4000,4017,3000,3000,3000,1,0,1,0,0,0,0,0,1,0
25698,200000,27,-1,-1,-1,-1,-1,-1,6369,5830,7254,7164,4576,5792,5830,7254,7164,4675,5792,5196,1,0,1,0,0,0,0,0,1,0
19138,360000,34,-2,-2,-2,-2,-2,-2,724,1232,291,776,0,312,1232,291,776,0,312,576,1,0,1,0,0,0,0,0,1,0
23189,100000,42,0,0,0,0,0,0,63984,65917,67673,66292,67793,67182,3000,4000,3000,2500,3000,2500,1,0,1,0,0,0,0,1,0,0
15956,50000,30,0,0,0,-2,-2,-2,50425,51400,0,0,0,0,2400,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
19832,150000,38,0,0,0,0,0,0,26495,24906,6763,6581,6733,6882,1291,1101,1098,250,247,300,1,0,1,0,0,0,0,0,1,0
13506,330000,39,0,0,0,0,0,0,156853,139687,120586,123152,115105,85737,5757,3923,4108,3632,3779,3672,1,0,1,0,0,0,0,0,1,0
2476,50000,53,0,0,0,0,0,0,49696,50893,50532,19632,18573,17212,2000,2000,1000,763,626,3639,0,0,0,1,0,0,0,1,0,0
22458,30000,41,0,0,0,0,0,0,26300,27308,28425,29233,21575,22029,1450,1560,1350,1000,801,1000,1,1,0,0,0,0,0,1,0,0
3752,360000,31,-2,-2,-2,-1,0,-1,-5,-5,-5,4232,3189,7511,0,0,4237,16,7548,4105,1,1,0,0,0,0,0,1,0,0
7667,20000,28,1,2,-1,0,0,0,10631,1512,20400,20000,20000,0,0,20400,0,0,0,0,0,1,0,0,0,0,0,0,1,0
92,100000,27,-2,-2,-2,-2,-2,-2,-2000,5555,0,0,0,0,7555,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
25916,120000,34,-1,-1,-2,-2,-2,-2,1800,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
8742,170000,25,0,0,0,0,0,0,4360,7927,49946,49464,46476,19417,7000,49008,1000,949,1143,17336,1,0,1,0,0,0,0,0,1,0
29406,60000,27,0,0,0,0,0,0,58982,59063,58440,59593,59642,60165,2097,2141,3000,2064,2672,2000,0,0,1,0,0,0,0,0,1,0
20777,410000,32,-1,0,-1,-1,-1,-1,3339,13047,7764,623,4695,4133,10000,7764,623,4695,5973,4421,0,1,0,0,0,0,0,0,1,0
28355,430000,42,-1,-1,-1,-1,0,-1,38495,11935,32878,115683,84049,37210,11935,32887,115683,0,37210,29559,1,0,1,0,0,0,0,1,0,0
12167,500000,32,0,0,0,0,2,0,33763,43081,44277,46605,35766,26175,10000,2200,3500,0,1100,800,1,0,1,0,0,0,0,0,1,0
22093,80000,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
5860,250000,40,-1,-1,-1,-1,0,0,2348,329,-1404,3596,8596,8941,329,5000,5000,5000,4000,3000,1,0,1,0,0,0,0,0,1,0
7732,50000,23,2,2,0,0,0,0,32589,32583,21197,7666,4768,5685,1000,2000,1000,1000,1000,1000,0,0,1,0,0,0,0,0,1,0
23730,20000,53,0,0,0,0,0,0,19594,19502,19431,20290,20293,19665,2000,1700,1500,700,750,1000,1,0,1,0,0,0,0,1,0,0
18696,200000,28,-1,-1,-1,-1,-1,-1,18134,18410,1213,9095,18393,612,18410,1297,9113,18393,612,54856,1,1,0,0,0,0,0,0,1,0
16270,180000,38,0,-1,0,0,0,0,16056,179490,180360,177460,140738,141830,180040,8200,9607,5103,5237,5000,1,1,0,0,0,0,0,0,1,0
14329,20000,25,2,2,2,2,2,2,150,150,150,1150,1000,0,0,0,1000,0,0,0,0,0,1,0,0,0,0,0,1,0
18713,170000,25,0,0,0,0,0,0,70326,71919,68356,68724,68889,69712,3100,3626,2500,2450,2693,2602,1,1,0,0,0,0,0,0,1,0
17594,50000,33,0,0,0,0,2,2,40738,43923,45409,47718,46480,48756,4200,2500,3500,0,2800,1400,1,0,1,0,0,0,0,1,0,0
21126,360000,38,-1,-1,-1,-1,-1,-2,475,-25,4993,498,-2,-2,0,5018,505,0,0,553,0,1,0,0,0,0,0,1,0,0
11990,100000,27,1,1,-1,0,0,0,3856,-1278,7571,5386,1133,4143,2,9586,1014,500,3010,1,1,0,1,0,0,0,0,1,0,0
15430,50000,24,0,0,0,0,0,0,47734,47025,48102,48612,49465,50299,1763,1840,1751,1717,1773,1845,0,1,0,0,0,0,0,1,0,0
11222,60000,26,1,2,0,0,0,0,61966,60308,47536,17079,18219,19542,0,5021,5000,2000,2000,1720,0,0,0,1,0,0,0,0,1,0
22567,280000,31,-2,-2,-2,-2,-2,-2,0,0,0,787,1233,0,0,0,787,1233,0,0,0,1,0,0,0,0,0,0,1,0
2227,20000,24,-1,0,0,-1,-1,-1,10361,19566,8746,3355,7143,1288,10000,1390,3355,7143,1288,0,1,0,1,0,0,0,0,1,0,0
821,50000,24,1,2,0,0,0,0,48861,48082,48614,26667,26036,26850,2000,2233,1083,1100,1400,3000,1,0,1,0,0,0,0,0,1,0
2950,80000,42,2,0,0,0,0,0,80586,77960,79804,75299,76933,78953,3000,3200,3000,3400,3300,3500,0,0,1,0,0,0,0,1,0,0
29017,180000,40,1,-1,-1,-2,-2,-2,0,319,0,0,0,0,319,0,0,0,0,207,1,1,0,0,0,0,0,1,0,0
27263,470000,37,2,2,0,0,0,0,519901,499024,494290,470617,398523,389927,0,20600,19000,14000,13600,13600,0,0,0,1,0,0,0,0,1,0
11751,130000,38,-1,-1,-1,-2,-2,-2,5190,649,0,0,0,0,649,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
3265,400000,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
17714,10000,50,3,2,2,2,2,2,600,600,600,600,600,2050,0,0,0,0,1450,0,1,0,0,1,0,0,0,0,1,0
13101,80000,26,0,0,0,0,0,0,67798,69206,70057,71886,73724,75498,3100,2600,3000,3000,3000,6500,1,0,1,0,0,0,0,0,1,0
5859,20000,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25179,50000,23,0,0,0,0,0,-1,32789,7006,8880,15088,-574,27529,1500,2000,6700,5000,28103,1032,1,0,0,1,0,0,0,0,1,0
14659,130000,32,-1,-1,-1,-1,-1,-1,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,0,0,1,0,0,0,0,0,1,0
29363,390000,29,-1,-1,-1,0,0,-2,6664,6931,5985,7151,-200,-200,6931,5985,7000,0,0,0,0,0,1,0,0,0,0,0,1,0
27494,10000,57,0,0,0,2,2,0,7525,6952,9356,9533,9233,9295,1276,2680,477,0,360,1000,0,0,0,1,0,0,0,1,0,0
21388,300000,58,-1,-1,-1,-2,-1,0,13620,5779,-1921,-1921,1912,1921,5823,0,0,3833,9,0,0,1,0,0,0,0,0,1,0,0
19436,160000,38,0,0,0,-1,-1,-1,73902,119408,134243,12670,6349,10775,50000,20000,30037,6349,11000,4000,1,0,1,0,0,0,0,1,0,0
4391,170000,39,0,0,0,0,0,0,143339,125864,112300,110371,113685,98489,20000,6000,5000,5000,3000,2000,0,0,1,0,0,0,0,1,0,0
6919,160000,28,0,0,0,0,0,0,38660,38942,39787,40069,37647,38268,2500,1877,2000,3000,1400,5000,1,0,0,1,0,0,0,1,0,0
13762,310000,33,0,0,0,0,0,0,71855,72440,63399,59912,45740,44325,5000,5000,3000,25000,3000,2000,1,1,0,0,0,0,0,0,1,0
5771,300000,40,-2,-2,-2,-2,-2,-2,15876,4347,0,2208,2475,7580,4347,0,2208,2475,7580,0,0,0,1,0,0,0,0,1,0,0
13522,160000,36,-2,-2,-1,-1,-1,-1,2992,1300,8899,6257,-1197,12151,1300,12038,10696,613,14262,0,1,0,1,0,0,0,0,0,1,0
18551,50000,25,0,0,-1,0,-1,0,8481,2158,3359,2158,2470,662,1000,3359,1000,2470,500,1500,1,0,1,0,0,0,0,0,1,0
26117,100000,30,-1,0,0,0,-1,-1,100037,101163,102712,99925,836,79013,3607,4001,2449,2836,79263,2442,1,0,1,0,0,0,0,1,0,0
27584,110000,51,0,0,0,0,0,0,25707,26740,27871,28858,29541,27977,1400,1500,1400,1000,1000,760,0,0,1,0,0,0,0,0,1,0
17672,210000,46,0,0,0,0,0,0,112901,110089,108775,107090,104037,101337,4910,3939,3792,3657,3631,3500,1,1,0,0,0,0,0,1,0,0
13720,100000,27,0,0,0,0,0,2,96191,96908,97565,98561,103039,95803,3504,3500,3800,7500,0,3600,1,0,1,0,0,0,0,0,1,0
