,id,tagline
750,16995,Find The Truth
751,16558,Outwit. Outspy. Outsmart. Outplay. Then get out.
752,9849,The martian has landed. There goes the neighborhood.
753,5820,"In 141 years, there's never been a traitor in the Secret Service.... Until Now."
754,16866,Something strange is coming to their planet...Us!
755,201,A generation's final journey... begins.
756,11775,They can't keep their hands off each others assets.
757,87825,Whatever Life Throws at You
758,12201,Some secrets take us to the edge.
759,11015,The Next Evolution In Terror.
760,9932,Back in therapy
761,13389,Most people respect the badge. Everybody respects the gun.
762,8838,Someone knows too much.
763,17332,Life has a mind of its own
764,4958,It Was Just A Moment Ago.
765,786,Experience it. Enjoy it. Just don't fall for it.
766,9513,The Ego has landed.
767,11679,Prepare for the next level
768,38321,Vampire Killer
770,8413,Infinite Space - Infinite Terror
771,10052,When someone you love dies... are they gone forever?
772,9676,Inspired by the most notorious unsolved murder in California history.
773,9664,Inspired by a true story
774,2100,A Castle Can Only Have One King
775,10384,"In the farthest reaches of space, something has gone terribly wrong."
776,137321,This is not a true story. This is true love.
777,123553,You have been chosen
778,11260,There's a Whole Other World Going on Inside of Him.
779,9009,"This Season, The Mystery Of The Darkness Will Consume Your Life"
780,11374,Fame. Be careful. It's out there.
781,2309,Every story ever written is just waiting to become real.
782,8285,I'm gonna kill you all kinds of dead.
783,210860,Sophistication Has a Name.
784,2312,Rise and fight
785,9839,Where hope survives.
787,13922,The most daring rescue mission of our time is a story that has never been told
788,293660,Witness the beginning of a happy ending
789,9713,The Comedy Where Nothing's Sacred!
790,190859,The most lethal sniper in U.S. history.
791,257445,The stories are alive.
792,9007,It's a wonderful afterlife.
793,889,Get ready to rock!
794,1370,The first was for himself. The second for his country. This time it's to save his friend.
795,4942,"If Love Is a Game, Who'll Make the First Pass?"
797,24438,We're not in Manhattan anymore.
798,116741,Hiring them was a brilliant mistake.
799,35791,She's back...And she's bringing a few of her friends.
800,72431,High-Octane Action and Daring Dogfights!
801,1813,Evil has its winning ways.
802,87428,The story of a child… and his son.
803,8840,You will believe.
804,10589,Who will walk away?
805,71676,He Rides Again.
807,10022,Welcome to the infantry.
808,11358,One man will stand up for what's right.
809,13,"The world will never be the same, once you've seen it through the eyes of Forrest Gump."
810,6477,Get your squeak on!
811,1597,First comes love. Then comes the interrogation.
812,10530,An American legend comes to life.
813,1924,You'll Believe a Man Can Fly!
814,9327,"Inside Sherman Klump, a party animal is about to break out."
815,8488,The cure for the common man.
816,10603,Watch out!
817,8273,Forever hold your piece.
818,109424,Out here survival is everything.
819,35056,One ordinary couple. One little white lie.
820,8839,Get an afterlife
821,156022,What do you see when you look at me?
823,8963,Danger runs deep.
825,9315,If Someone Took Everything You Live For... How Far Would You Go To Get It Back?
826,8984,Sex Is Power.
827,795,She didn't believe in angels until she fell in love with one.
828,24,Go for the kill.
829,11353,The con is on.
830,393,The bride is back for the final cut.
831,9618,Two of L.A.'s top rival cops are going to have to work together... Even if it kills them.
832,9374,In one small bottle... The fountain of youth. The secret of eternal life. The power of an ancient potion. Sometimes it works... sometimes it doesn't.
833,8584,The old west meets the far east.
834,2320,Fasten your seat belts
836,1729,The battle for eternity is the fantasy of a lifetime.
837,175574,Hang On To Your Nuggets
838,8077,The bitch is back.
839,8818,The Most Anticipated Motion Picture Event of The Year
840,8195,Your ally could become your enemy.
841,10586,Prey For The Hunters
842,116149,The Adventure Begins
843,80035,Got Protection?
844,10632,Some men should not be found.
846,1792,"Whatever happens to the boys, one thing is certain. Nothing will ever come between them."
847,13260,Putting the funk into the dunk.
848,72197,It's A Plunderful Life
849,3580,"To find her son, she did what no one else dared."
850,12123,Reaction Time 8-4-96
851,9566,All fans have a favorite player.  This one has a favorite target.
852,9833,The classic musical comes to the big screen for the first time.
853,4517,Woman. Warrior. Queen.
854,8202,The Perfect World Meets The Perfect Assassin
855,16072,The nations heart was touched by...
856,34314,"If you weren't afraid of flying before, you will be now."
857,19724,What if your daughter's imagination... Was the secret to your success?
858,145220,Taking the world by farce
860,42297,It takes a legend... to make a star
861,2841,Never let go
862,802,How did they ever make a movie of ...
863,10375,Survival is a Killer.
864,36586,Faster. Sharper. Deadlier.
865,11321,Seven names. Seven strangers. One secret.
866,70074,Revenge Never Gets Old.
867,242,All the power on earth can't change destiny.
868,9621,It's a heck of a place to find yourself
869,1819,Two's company. Dupree's a crowd.
870,8536,The Man of Steel meets his match!
871,8046,Life doesn't play by the rules.
872,1717,Some people will do anything to gain power. Some will do anything to keep it.
873,479,"Still the man, any questions?"
874,9444,Discover the Adventure Behind the Greatest Mystery of Our Time.
875,824,No Laws. No Limits. One Rule. Never Fall In Love.
876,11456,He will do anything to protect his family.
877,261023,Keep your enemies close.
878,3683,They fight for their country but they die for their friends.
879,22803,The System Must Pay.
880,285923,A double feature that'll tear you in two!
881,39437,The past has a life of its own.
882,1950,Change your game. Change your life.
883,640,The true story of a real fake.
884,97630,The Greatest Manhunt in History
885,9767,. . . pick a side.
886,11631,Take a trip down the aisle you'll never forget
887,32856,A Love Story. More or Less.
888,6519,Cousins. Outlaws. Thrillbillies.
889,8741,Every man fights his own war.
890,49520,Who says men can't change?
891,1850,"Hello, my name is Andy and this is my movie."
892,524,No one stays at the top forever.
893,26389,Two agents. One city. No merci.
894,11817,A power beyond measure requires a protector without equal.
895,2123,From gentle to mental.
896,9907,What happens in the barn stays in the barn
897,9969,There glows the neighborhood
898,18239,The Next Chapter Begins.
899,808,The greatest fairy tale never told.
900,38050,Fight for your fate.
901,8367,"For the good of all men, and the love of one woman, he fought to uphold justice by breaking the law."
902,9390,Everybody loved him... Everybody disappeared.
903,72105,Ted is coming.
904,2898,A comedy from the heart that goes for the throat.
905,10312,Laughter is contagious
906,109443,It's kind of a big deal
907,2022,"Small town kid, big time right hook."
908,37686,It Arrives.
909,462,She brought a small town to its feet and a huge corporation to its knees.
910,9919,One of them is lying. So is the other.
911,187017,They're not 21 anymore
912,628,Drink from me and live forever
913,10201,One Word Can Change Everything.
914,302699,Saving the world takes a little Hart and a big Johnson
915,9441,Be there for the joy. Be there for the tears. Be there for each other.
916,274167,Choose your Daddy
917,224141,Be careful what you wish for...
918,388,It looked like the perfect bank robbery. But you can't judge a crime by its cover.
919,2112,No More Mr. Nice Guy.
920,10329,Where you are the endangered species.
921,74465,A True Zoo Story
922,13811,Knowing is everything...
923,6877,"To leave the nest, some men just need a little push."
924,10320,The dead don't sleep.
925,50646,This Is Stupid
926,8920,Get ready for frisky business.
927,13673,No! Ho! Ho!
928,60308,What are you really worth?
929,6950,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.
930,225574,The hijacking was just the beginning.
931,13836,The race is on
932,752,People should not be afraid of their governments. Governments should be afraid of their people.
933,6038,A Royal Kick In The Arse.
934,9975,Get Carried Away With The Cutest Little Monkey Around!
935,11451,Start your engines...
936,12103,...I'll never tell.
937,60304,Classic tale. New twist.
938,2251,Where do you go when you've gone too far?
939,46529,Three like him have already been killed…he is Number Four.
940,231,Everything is connected.
941,300671,"When everything went wrong, six men had the courage to do what was right."
943,9754,Nothing Is More Dangerous Than A Man With Everything To Lose.
944,66,Corrupts Absolutely.
945,4421,Failure is not an option.
946,2649,What do you get for the man who has everything?
947,588,We've been expecting you.
948,10393,Throw the ball. Catch the girl. Keep it simple.
949,71552,Save the best piece for last.
950,9631,He frees hostages for a living. Now he's taking hostages to survive.
951,216282,Prepare to go
953,928,Here they grow again.
954,205587,Defend your Honor.
955,6623,How do you get the world's attention?
956,1577,You're all going to die.
957,9801,Same Bridget. Brand new diary.
958,2116,The Clock Is Ticking...
959,9624,His Battle To Save The Alaskan Wilderness And Protect Its People Can Only Be Won...
960,14199,Smaller heroes. Just as super.
961,1907,Somewhere on this planet it must exist.
962,4599,Her uptown life gets turned inside out!
963,22832,"Fear not the weapon, but the hand that wields it."
964,10390,Billy Chapel must choose between the woman he loves and the game he lives for.
965,9879,Some People Get Into Trouble No Matter What They WEAR.
966,38579,Live Large
967,44603,Touched by death. Changed by life.
968,11892,The only flaw in their plan was her.
969,9691,"In the shadows of life, In the business of death, One man found a reason to live..."
970,1248,It started with revenge.
972,72710,You will be one of us
973,10782,Deception is their most deadly weapon.
974,9573,He's a heartbeat away from catching the killer
975,4959,Is your money making a killing?
976,10061,Snake Is Back.
977,10386,It came from outer space!
978,421,"The deeper you go, the weirder life gets."
979,316152,Based on the incredible true story.
980,11615,The crime is clear. The truth is not.
981,13498,Protecting witnesses is a challenge. Living with them is impossible.
982,241554,No sin goes unpunished
983,2252,Every sin leaves a mark.
984,11968,Treasure has its price.
986,38319,Get your quest on.
987,69668,"Once upon a time, there were two little girls who lived in a house."
989,11212,No bib. No crib. No problem.
