,rid,vid,owner,address,zip
351,T1313,1313,CHICAGO MEDALLION SEVEN LLC.,9696 W. FOSTER AVE.,60656
352,T6564,6564,ELEGANCE EXPRESS INC,3351 W. ADDISON ST.,60618
353,T1480,1480,"FIERI, CORP",2601 W. PETERSON AVE.,60659
354,T692,692,YAAH CAB CO,3351 W. ADDISON ST.,60618
355,T4651,4651,HUMIDITY II HACKING CORP.,2617 S. WABASH AVE.,60616
356,T1190,1190,CHICAGO DOWNTOWN CORP,2235 W. MAYPOLE AVE.,60612
357,T1432,1432,AHDYKAY INC.,3351 W. ADDISON ST.,60618
358,T6506,6506,EKB TAXI LLC,2532 W. WARREN BLVD.,60612
359,T6366,6366,"CHICAGO POLO XIV, INC.",2617 S. WABASH AVE.,60616
360,T2225,2225,ANDYKIM TRANS INC,4626 W. CORNELIA AVE.,60641
361,T1841,1841,AGARTHA M. BAFFOUR,7540 N. RIDGE BLVD.,60645
362,T5845,5845,"TAHIR Q RAZAVI, INC.",3351 W. ADDISON ST.,60618
363,T6064,6064,TASKOS INC,9696 W. FOSTER AVE.,60656
364,T1581,1581,ABDULLAH CAB CO,9696 W. FOSTER AVE.,60656
365,T1286,1286,CHICAGO TAXI INC,6500 N. WESTERN AVE.,60645
366,T4160,4160,CHICAB THREE INC.,4020 W. GLENLAKE AVE.,60646
367,T1091,1091,NECT 24 LLC,6500 N. WESTERN AVE.,60645
368,T6524,6524,"SENAYT CAB, CO.",6550 N. CLARK ST.,60626
369,T6216,6216,GO CAB INC.,4020 W. GLENLAKE AVE.,60646
370,T6034,6034,ADIL & ZAINAB CORP,9696 W. FOSTER AVE.,60656
371,T3089,3089,PETRUS CAB INC,2601 W. PETERSON AVE.,60659
372,T2815,2815,2815 TAXI CORP,4118 W. LAWRENCE AVE.,60630
373,T1759,1759,1759 INC.,2601 W. PETERSON AVE.,60659
374,T2228,2228,WINNEMAC TAXI CORP,3351 W. ADDISON ST.,60618
375,T1298,1298,FLAG CAB CORP.,3351 W. ADDISON ST.,60618
376,T1459,1459,JAKE TRANSIT CO.,2617 S. WABASH AVE.,60616
377,T6125,6125,FISKARDO CAB CO,2945 W. PETERSON AVE.,60659
378,T4456,4456,MRS. TAXI INC,3351 W. ADDISON ST.,60618
379,T645,645,THREE DAUGHTERS CAB CO,6141 N. WASHTENAW AVE.,60659
380,T793,793,"T.T. SHAZ, INC.",9696 W. FOSTER AVE.,60656
381,T6426,6426,ALI BABBA EXPRESS INC.,4118 W. LAWRENCE AVE.,60630
382,T5089,5089,ALGER 1 INC.,4626 W. CORNELIA AVE.,60641
383,T4723,4723,NUMIDIA CO.,2601 W. PETERSON AVE.,60659
384,T1739,1739,ISROLIZ CORPORATION,2800 W. PETERSON AVE.,60659
385,T4848,4848,HASAN ZANI CORP.,2601 W. PETERSON AVE.,60659
386,T6757,6757,PRACHA CORP.,4626 W. CORNELIA AVE.,60641
387,T2993,2993,JOZI CAB CO,3351 W. ADDISON ST.,60618
388,T3882,3882,LATAS CAB CO,3451 N. PACIFIC AVE.,60634
389,T2214,2214,LEMAJ INC,2800 W. PETERSON ST.,60618
390,T2902,2902,PJ CAB CO,4020 W. GLENLAKE AVE.,60646
391,T4684,4684,AQUARIUS CAB INC.,6500 N. WESTERN AVE.,60645
392,T2203,2203,NEMESIS CAB CORP.,2945 W. PETERSON AVE.,60659
393,T3024,3024,"JBL EXPRESS II, INC.",4626 W. CORNELIA AVE.,60641
394,T3212,3212,R & M CAB CORP,2601 W. PETERSON AVE.,60659
395,T4340,4340,"WADOOD, INC",9696 W. FOSTER AVE.,60656
396,T2156,2156,ALAMO CAB CO,9696 W. FOSTER AVE.,60656
397,T2163,2163,CHICAB TWO INC,4020 W. GLENLAKE AVE.,60646
398,T548,548,"LULU THREE, INC",2617 S. WABASH AVE.,60616
399,T1774,1774,SHEULISHERI EXPRESS INC,9696 W. FOSTER AVE.,60656
400,T1988,1988,LINCOLNSHIRE SERVICE CORP.,3801 N. ELSTON AVE.,60618
401,T6886,6886,TAXI MEDALLION GROUP LLC-SERIES 38,4175 N. ELSTON AVE.,60618
402,T3060,3060,AMR CAB CORP.,3351 W. ADDISON AVE.,60618
403,T5583,5583,SHEUN VENTURES INC,3351 W. ADDISON ST.,60618
404,T5022,5022,EMANUEL SOMO,5508 N. ARTESIAN AVE.,60625
405,T193,193,JACKSON STREET TAXI LLC,4536 N. ELSTON AVE.,60630
406,T6589,6589,TARAR MOTORS INC,2601 W. PETERSON AVE.,60659
407,T5162,5162,VERONIQUE ARIELLE CAB CORP.,2617 S. WABASH AVE.,60616
408,T2881,2881,MALIK 1 EXPRESS INC,3351 W. ADDISON ST.,60618
409,T5320,5320,LILLY CAB CORP,2617 S. WABASH AVE.,60616
410,T5149,5149,GILL TAXI COMPANY,5200 N. OTTO AVE.,60656
411,T5781,5781,STARTING POINT TAXI LLC,4550 N. CLARENDON AVE.,60640
412,T4872,4872,HOLLY BULL CAB CORP,4020 W. GLENLAKE AVE.,60646
413,T5402,5402,PERSISTENCE TAXI LLC,4536 N. ELSTON AVE.,60630
414,T2516,2516,LUCKY 7 CAB COMPANY,1834 N. DAMEN AVE.,60647
415,T2762,2762,RAV TAXI INC,4020 W. GLENLAKE AVE.,60646
416,T5475,5475,PRIME TAXI CORP.,4626 W. CORNELIA AVE.,60641
417,T3898,3898,JAMES A WIGGINS,2561 W. 79TH PL.,60652
418,T326,326,13C TAXI INC,3351 W. ADDISON ST.,60618
419,T3597,3597,MEHDIHADI INC.,9696 W. FOSTER AVE.,60656
420,T4309,4309,YMS TRANS INC.,4118 W. LAWRENCE AVE.,60630
421,T3351,3351,SBJ CAB CO.,4020 W. GLENLAKE AVE.,60646
422,T5916,5916,3860 TAXI CORP,6550 N. CLARK ST.,60626
423,T1611,1611,RAINSTORM II HACKING CORP.,2617 S. WABASH AVE.,60616
424,T4207,4207,NORTOWN EXPRESS INC.,4626 W. CORNELIA AVE.,60641
425,T5339,5339,CAB OF CHICAGO LLC,6107 N. SEELEY AVE.,60659
426,T396,396,MCCAB XI CORP.,4626 W. CORNELIA AVE.,60641
427,T4413,4413,MICHIGAN AVE CAB LLC,4536 N. ELSTON AVE.,60630
428,T815,815,AKILA TRANS INC,2448 W. BERWYN AVE.,60625
429,T245,245,USSR EXPRESS INC,3351 W. ADDISON ST.,60618
430,T222,222,ANSONG TRANS INC,2601 W. PETERSON AVE.,60659
431,T2493,2493,PAROS CAB CORP.,2945 W. PETERSON AVE.,60659
432,T2096,2096,SOON CAB CO,4626 W. CORNELIA AVE.,60641
433,T50,50,BALAYAN COMPANY,6006 N. KENMORE AVE.,60660
434,T3962,3962,SANTORINI TWO CAB CORP.,4536 N. ELSTON AVE.,60630
435,T1436,1436,LINCOLN PARK EXPRESS INC,9696 W. FOSTER AVE.,60656
436,T3576,3576,CHICAGO CITY CAB CO,4020 W. GLENLAKE AVE.,60646
437,T5410,5410,SANTORINI TWO CAB CORP.,4536 N. ELSTON AVE.,60630
438,T4569,4569,NITA CORP,4626 W. CORNELIA AVE.,60641
439,T5974,5974,PJ CAB CO,4020 W. GLENLAKE AVE.,60646
440,T4283,4283,CHICAGO MEDALLION TWO LLC.,9696 W. FOSTER AVE.,60656
441,T2341,2341,INSUMA INC.,4020 W. GLENLAKE AVE.,60646
442,T4916,4916,SAFE TAXI COMPANY,3351 W. ADDISON ST.,60618
443,T1014,1014,ALTHERAS CAB CORP,2945 W. PETERSON AVE.,60659
444,T1294,1294,YC22 LLC,3351 W. ADDISON ST.,60618
445,T1848,1848,BEDFORD CAB CORP,3351 W. ADDISON ST.,60618
446,T5509,5509,SANTORINI FOUR CAB CORP.,4536 N. ELSTON AVE.,60630
447,T5179,5179,AZZI EXPRESS INC.,2235 W. MAYPOLE AVE.,60612
448,T970,970,3753 EJM INC,4118 W. LAWRENCE AVE.,60630
449,T2668,2668,CHICAGO CAB 2 CORP.,2945 W. PETERSON AVE.,60659
450,T6027,6027,BYRON YABLON,3812 N. ST LOUIS AVE.,60618
451,T363,363,NECT 31 LLC,6500 N. WESTERN AVE.,60645
452,T3451,3451,IMC CAB CORP,3351 W. ADDISON ST.,60618
453,T4352,4352,PEACH CAPITAL CORP,9696 W. FOSTER AVE.,60656
454,T5426,5426,AKUBA TRANSPORT INC,8459 S. EGGLESTON AVE.,60620
455,T5418,5418,GOOD CAB CORP.,4536 N. ELSTON AVE.,60630
456,T4832,4832,CITY TAXI INC.,4536 N. ELSTON AVE.,60630
457,T4720,4720,"NAXOS TRANS, INC.",2601 W. PETERSON AVE.,60659
458,T3320,3320,TIPU SULTAN CORP,3351 W. ADDISON ST.,60618
459,T6167,6167,ODYSSEY TAXI LLC,4536 N. ELSTON AVE.,60630
460,T5268,5268,"OBA-OMO OF CHICAGO, INC",3351 W. ADDISON ST.,60618
461,T5,5,YC1 LLC,3351 W. ADDISON ST.,60618
462,T2991,2991,KIM CAB INC,4626 W. CORNELIA AVE.,60641
463,T4487,4487,MAIDANWAL TAXI INC.,2601 W. PETERSON AVE.,60659
464,T5118,5118,REET CORPORATION,3351 W. ADDISON ST.,60618
465,T308,308,MALTA CAB CORP,2945 W. PETERSON AVE.,60659
466,T3054,3054,CHATHA CAB CO,3351 W. ADDISON ST.,60618
467,T1068,1068,ARM TAXI INC.,4020 W. GLENLAKE AVE.,60646
468,T5305,5305,SHARIFEH CORPORATION,3351 W. ADDISON ST.,60618
469,T3267,3267,POPO INC,2601 W. PETERSON AVE.,60659
470,T4962,4962,CHICAGO EXPRESS INC. II,4626 W. CORNELIA AVE.,60641
471,T5677,5677,MORAN TAXI INC,3351 W. ADDISON ST.,60618
472,T6662,6662,SST CAB CO,4020 W. GLENLAKE AVE.,60646
473,T1083,1083,1083 NEW EXPRESS INC,2532 W. WARREN BLVD.,60612
474,T5668,5668,"TAXI MEDALLION GROUP,LLC-SERIES XIX",4175 N. ELSTON AVE.,60618
475,T6134,6134,"EMMASCO, INC",3351 W. ADDISON ST.,60618
476,T3518,3518,QUETZAL TAXI CORPORATION,3351 W. ADDISON ST.,60618
477,T782,782,BLUE EYES CAB CORP.,2617 S. WABASH AVE.,60616
478,T6045,6045,BISU-624 LTD,9696 W. FOSTER AVE.,60656
479,T4498,4498,AH KHAN CORPORATION,3351 W. ADDISON ST.,60618
480,T3194,3194,GREEN EYES CAB CORP.,2617 S. WABASH AVE.,60616
481,T5400,5400,PAK-PUNJAB CAB CORP,3351 W. ADDISON ST.,60618
482,T5315,5315,PAACONNIE INC.,3351 W. ADDISON ST.,60618
483,T6299,6299,RICHMOND CAB CO INC,3351 W. ADDISON ST.,60618
484,T1622,1622,VJOSA CAB CO.,2601 W. PETERSON AVE.,60659
485,T5241,5241,AL-MEDINA CHICAGO INC,3351 W. ADDISON ST.,60618
486,T5500,5500,SYED M ZAIDI,6236 N. RICHMOND ST.,60659
487,T3397,3397,CHICAGO AMH INC,3351 W. ADDISON ST.,60618
488,T942,942,"LEONARD CAB COMPANY, INC.",2945 W. PETERSON AVE.,60659
489,T6491,6491,SETARE INC.,2945 W. PETERSON AVE.,60659
490,T2388,2388,N R CAB CO,9696 W. FOSTER AVE.,60656
491,T2693,2693,JEROME CAB CO,3351 W. ADDISON AVE.,60618
492,T2641,2641,MCCAB  IV CORP.,4626 W. CORNELIA AVE.,60641
493,T4573,4573,NEBIYAT INC,4626 W. CORNELIA AVE.,60641
494,T775,775,BIRCHWOOD CAB CO.,9696 W. FOSTER AVE.,60656
495,T6163,6163,ALEKSANDER WISNIEWSKI,3230 N. RIDGEWAY AVE.,60618
496,T1771,1771,ES TAXI CORP.,3351 W. ADDISON ST.,60618
497,T1358,1358,TEZ CAB CO,4208 N. PULASKI RD.,60641
498,T5746,5746,PERSISTENCE TAXI LLC,4536 N. ELSTON AVE.,60630
499,T3196,3196,ADDISU CAB CORPORATION,4640 N. SHERIDAN RD.,60660
500,T5970,5970,SST CAB CO,4020 W. GLENLAKE AVE.,60646
501,T4899,4899,ABBAS 5 INC,2601 W. PETERSON AVE.,60659
502,T2828,2828,RACE CAB CO,4626 W. CORNELIA AVE.,60641
503,T5979,5979,MEGU CAB INC,4626 W. CORNELIA AVE.,60641
504,T1347,1347,"FAM4, INC",2601 W. PETERSON AVE.,60659
505,T6603,6603,KING CHICAGO INC,3351 W. ADDISON ST.,60618
506,T3636,3636,"CHICAGO POLO VI, INC.",2617 S. WABASH AVE.,60616
507,T2298,2298,ONKAR CAB CO,6550 N. CLARK ST.,60626
508,T4087,4087,4087 TAXI CORP,3351 W. ADDISON ST.,60618
509,T80,80,MCCAB XII CORP.,4626 W. CORNELIA AVE.,60641
510,T6932,6932,"FLAZ LIMO AND TAXI, INC",9696 W. FOSTER AVE.,60656
511,T5595,5595,BAT CAB CORP,1759 W. NORTH SHORE AVE.,60626
512,T3608,3608,"DAMAN TRANSIT, INC.",9696 W. FOSTER AVE.,60656
513,T3828,3828,H NOORSUMAR INC,3351 W. ADDISON ST.,60618
514,T733,733,MEDALLION FUNDING CHICAGO CORP III,4536 N. ELSTON AVE.,60630
515,T3444,3444,PEACE CAB CO,4626 W. CORNELIA AVE.,60641
516,T5482,5482,"TAXI MEDALLION GROUP,LLC SERIESVIII",3351 W. ADDISON ST.,60618
517,T1523,1523,JAKE TRANSIT CO.,2617 S. WABASH AVE.,60616
518,T5525,5525,SBJ CAB CO.,4020 W. GLENLAKE AVE.,60646
519,T4551,4551,GOLDEN RAM TAXI CAB COMPANY,2601 W. PETERSON AVE.,60659
520,T6082,6082,WILLIAM ROBINSON,9039 S. BUFFALO AVE.,60617
521,T2109,2109,FOUNDATION TRANSIT INC.,3351 W. ADDISON ST.,60618
522,T2673,2673,U S TAXI COMPANY,4020 W. GLENLAKE AVE.,60646
523,T696,696,"TYLER CRAZY ABOUT CHICAGO, INC.",2617 S. WABASH AVE.,60616
524,T2768,2768,AQUARIUS CAB INC.,6500 N. WESTERN AVE.,60645
525,T1467,1467,BAYARDOTOBAR INC,4244 W. 76TH ST.,60652
526,T177,177,ANDREW AND AUDREY CAB CORP.,9696 W. FOSTER AVE.,60656
527,T5627,5627,"TAXI MEDALLION GROUP, LLC SERIES 31",4175 N. ELSTON AVE.,60618
528,T4611,4611,MOISTURE II HACKING CORP.,2617 S. WABASH AVE.,60616
529,T5874,5874,SERGEY CAB CORP,2532 W. WARREN BLVD.,60612
530,T4801,4801,TEEMU CORPORATION,4626 W. CORNELIA AVE.,60641
531,T929,929,MOM TAXICAB INC,4626 W. CORNELIA AVE.,60641
532,T1359,1359,FRESH POWDER TAXI LLC,4536 N. ELSTON AVE.,60630
533,T4631,4631,LEE CAB CO,4020 W. GLENLAKE AVE.,60646
534,T2841,2841,RIZQ CAB CO,2202 N. ROCKWELL ST.,60647
535,T2763,2763,P M HANIF CAB INC,3351 W. ADDISON ST.,60618
536,T190,190,NECT 15 LLC,6500 N. WESTERN AVE.,60645
537,T5073,5073,FRANCIS K DUAH,4550 N. CLARENDON AVE.,60640
538,T5035,5035,HEITOR G. GARCIA,2214 W. WILSON AVE.,60625
539,T879,879,NECT 35 LLC,6500 N. WESTERN AVE.,60645
540,T6118,6118,6118 TAXI CORP,6550 N. CLARK ST.,60626
541,T2617,2617,SHIRAZ EXPRESS INC,2532 W. WARREN BLVD.,60612
542,T15,15,KING 12 INC,2617 S. WABASH AVE.,60616
543,T1247,1247,MAKENA INC,6550 N. CLARK ST.,60626
544,T1056,1056,SENEGAL TRANSIT INC.,3351 W. ADDISON ST.,60618
545,T1987,1987,BIBI CAB CO,3351 W. ADDISON ST.,60618
546,T5575,5575,JOANA K SEFAH & COMPANY,6550 N. CLARK ST.,60626
547,T861,861,NECT 34 LLC,6500 N. WESTERN AVE.,60645
548,T2791,2791,CHAUDHRY TAXICAB INC,3351 W. ADDISON ST.,60618
549,T1085,1085,N AND W CAB CO,4707 N. KENTON AVE.,60630
550,T5771,5771,P NINO TRANS INC,5436 N. ELSTON AVE.,60630
551,T1854,1854,KRISHA EXPRESS INC.,9696 W. FOSTER AVE.,60656
552,T2397,2397,COFFEE TAXI LLC,4536 N. ELSTON AVE.,60630
553,T6536,6536,E & E TAXI COMPANY,9696 W. FOSTER AVE.,60656
554,T5066,5066,JOTI CAB COMPANY,4020 W. GLENLAKE AVE.,60646
555,T6638,6638,KHAN CAB CO,4118 W. LAWRENCE AVE.,60630
556,T5401,5401,JOSEPH E HANNA,5750 N. MAPLEWOOD AVE.,60659
557,T2928,2928,LEMAJ INC,2800 W. PETERSON ST.,60618
558,T1504,1504,13C TAXI INC,3351 W. ADDISON ST.,60618
559,T987,987,BLUE EYES CAB CORP.,2617 S. WABASH AVE.,60616
560,T138,138,MCCAB XXIII CORP.,4626 W. CORNELIA AVE.,60641
561,T3545,3545,KHAN CAB CO,4118 W. LAWRENCE AVE.,60630
562,T1321,1321,KILLER DOG CAB CORP,2617 S. WABASH AVE.,60616
563,T833,833,MEDALLION FUNDING CHICAGO CORP IV,4536 N. ELSTON AVE.,60630
564,T4676,4676,ARIO CAB INC.,4118 W. LAWRENCE AVE.,60630
565,T1675,1675,CIVIC CHICAGO INC.,5200 N. OTTO AVE.,60656
566,T1061,1061,"UNIVERSAL TRANSIT, INC.",2601 W. PETERSON AVE.,60659
567,T6586,6586,AMRIT CAB CO.,4118 W. LAWRENCE AVE.,60630
568,T820,820,MEDALLION FUNDING CHICAGO CORP II,4626 W. CORNELIA AVE.,60641
569,T2561,2561,A & L CAB CO,4626 W. CORNELIA AVE.,60641
570,T6206,6206,MEMONA INC,4626 W. CORNELIA AVE.,60641
571,T4320,4320,"TAXI MEDALLION GROUP,LLC SERIES VII",4175 N. ELSTON AVE.,60618
572,T3873,3873,CHITOWN CAB INC # II,4020 W. GLENLAKE AVE.,60646
573,T4970,4970,SYDAL CORP.,3351 W. ADDISON ST.,60618
574,T2722,2722,ORIENT TAXI INC.,5765 N. LINCOLN AVE.,60659
575,T2254,2254,FERIGO TAXI INC,4118 W. LAWRENCE AVE.,60630
576,T203,203,FUNNY MONICA IN CHICAGO INC,2617 S. WABASH AVE.,60616
577,T2715,2715,OTUMFOU CORP.,3351 W. ADDISON ST.,60618
578,T3968,3968,SURAJ EXPRESS INC.,2532 W. WARREN BLVD.,60612
579,T4311,4311,CHICAGO MEDALLION THREE LLC.,9696 W. FOSTER AVE.,60656
580,T6929,6929,SIX Q INC,4118 W. LAWRENCE AVE.,60630
581,T5485,5485,"MASAMI CAB COMPANY, INC.",4626 W. CORNELIA AVE.,60641
582,T6483,6483,"FELEGA, INC.",6550 N. CLARK ST.,60626
583,T291,291,CAPRICORN CAB INC,6500 N. WESTERN AVE.,60645
584,T3844,3844,NECT 21 LLC,6500 N. WESTERN AVE.,60645
585,T1816,1816,DEPOTE TRANSPORTATION INC,2215 W. CARMEN AVE.,60625
586,T4148,4148,PRECIOUS TRANSPORTATION COMPANY LLC,3440 S. COTTAGE GROVE AVE.,60616
587,T2749,2749,TRAVELERS CAB COMPANY,4020 W. GLENLAKE AVE.,60646
588,T2108,2108,AQUARIUS CAB INC.,6500 N. WESTERN AVE.,60645
589,T2983,2983,WINDY CITY TAXICAB INC,4626 W. CORNELIA AVE.,60641
590,T4592,4592,CHICAGO 4592 INC,2532 W. WARREN BLVD.,60612
591,T3846,3846,VIOLET ZONE CAB CO.,2617 S. WABASH AVE.,60616
592,T6098,6098,NUMIDIA CO.,2601 W. PETERSON AVE.,60659
593,T3596,3596,"CHICAGO MEDALLION NINE, LLC",9696 W. FOSTER AVE.,60656
594,T3793,3793,GYPSY CAB CORP.,2617 S. WABASH AVE.,60616
595,T3065,3065,JIWANI CAB CO,4020 W. GLENLAKE AVE.,60646
596,T6227,6227,R & J CAB CO,9696 W. FOSTER AVE.,60656
597,T2324,2324,SODHI CAB INC,2028 W. CONCORD PL.,60647
598,T1573,1573,TAHITI TAXI LTD,4536 N. ELSTON AVE.,60630
599,T3057,3057,HAFIZ BILAL EXPRESS INC.,3351 W. ADDISON ST.,60618
600,T3779,3779,LULU FOUR INC,2617 S. WABASH AVE.,60616
601,T210,210,IL 9 CORP,3801 N. ELSTON AVE.,60618
602,T6935,6935,JHELUM TAXI INC,4961 N. MAJOR AVE.,60630
603,T5109,5109,"PED 3, LLC",9696 W. FOSTER AVE.,60656
604,T3523,3523,DELTA TAXI CAB,4020 W. GLENLAKE AVE.,60646
605,T563,563,HYDRA CAB CORP,2945 W. PETERSON AVE.,60659
606,T2774,2774,RELAX CAB CO INC,4626 W. CORNELIA AVE.,60641
607,T2868,2868,"CIOCIU, INC.",3351 W. ADDISON ST.,60618
608,T4187,4187,AARON-VMT LLC,2532 W. WARREN BLVD.,60612
609,T6264,6264,RICHMOND CAB CO INC,3351 W. ADDISON ST.,60618
610,T1409,1409,SNOWSTORM II HACKING CORP.,2617 S. WABASH AVE.,60616
611,T5989,5989,BIG APPLE CAB ONE CO.,3351 W. ADDISON ST.,60618
612,T5798,5798,HYDRA CAB CORP,2945 W. PETERSON AVE.,60659
613,T2712,2712,MERCHANT INC,2601 W. PETERSON AVE.,60659
614,T26,26,TIPTOM TOO INC,2617 S. WABASH AVE.,60616
615,T1333,1333,1333 TAXI CORP,3351 W. ADDISON ST.,60618
616,T4661,4661,GA EXPRESS INC.,3351 W. ADDISON ST.,60618
617,T6382,6382,"SHUCHONA, CORP",2601 W. PETERSON AVE.,60616
618,T1460,1460,RAINSTORM II HACKING CORP.,2617 S. WABASH AVE.,60616
619,T3687,3687,"PED 2, LLC",9696 W. FOSTER AVE.,60656
620,T3752,3752,HARVIN CAB CO,4020 W. GLENLAKE AVE.,60646
621,T3259,3259,JARAL CAB CO,3351 W. ADDISON ST.,60618
622,T538,538,MCCAB VIII CORP.,4626 W. CORNELIA AVE.,60641
623,T5062,5062,SAMUEL J. MESTAS,7718 S. KEELER AVE.,60652
624,T5717,5717,JORO CAB COMPANY INCORPORATED,6550 N. CLARK ST.,60626
625,T6803,6803,TAXI MEDALLION GROUP LLC-SERIES 38,4175 N. ELSTON AVE.,60618
626,T5462,5462,SAMI CAB CORP,2945 W. PETERSON AVE.,60659
627,T3217,3217,"EAGLE EXPRESS, INC.",4626 W. CORNELIA AVE.,60641
628,T3450,3450,"OJ 138, CORP.",2601 W. PETERSON AVE.,60659
629,T2415,2415,TRIPLE J CAB CO,4020 W. GLENLAKE AVE.,60646
630,T931,931,CHICAGO MEDALLION SIX LLC.,9696 W. FOSTER AVE.,60656
631,T2023,2023,FLORINA INC.,6500 N. WESTERN AVE.,60645
632,T2479,2479,"ABRON CAB COMPANY, INC.",9696 W. FOSTER AVE.,60656
633,T310,310,IL 10 CORP,3801 N. ELSTON AVE.,60618
634,T4509,4509,TAXI MEDALLION GROUP LLC SERIES 27,4175 N. ELSTON AVE.,60618
635,T5331,5331,SOHIL INC,4118 W. LAWRENCE AVE.,60630
636,T682,682,J.Q. TAXI CORP.,3351 W. ADDISON ST.,60618
637,T4218,4218,"FLAZ LIMO AND TAXI, INC",9696 W. FOSTER AVE.,60656
638,T236,236,IL 9 CORP,3801 N. ELSTON AVE.,60618
639,T5588,5588,AMC CAB CORP.,3351 W. ADDISON ST.,60618
640,T6075,6075,PLATINUM JUBILEE CORP,3351 W. ADDISON ST.,60618
641,T4136,4136,KINGSLEY TRANSPORATATION CO.,3515 S. COTTAGE GROVE AVE.,60653
642,T4186,4186,CHICAGO MEDALLION TWO LLC.,9696 W. FOSTER AVE.,60656
643,T2171,2171,DEFIANCE TAXI LLC,3351 W. ADDISON ST.,60618
644,T6050,6050,JONOKA CAB CO,9696 W. FOSTER AVE.,60656
645,T1818,1818,FIRST CLASS TAXI CAB INC,3351 W. ADDISON ST.,60618
646,T2622,2622,VEEN TAXI INC,4020 W. GLENLAKE AVE.,60646
647,T4337,4337,GREENWICH CAB CORP.,4536 N. ELSTON AVE.,60630
648,T6078,6078,BROWN EYES CAB CORP.,2617 S. WABASH AVE.,60616
649,T2223,2223,PARIKH ENTERPRISES II INC,9696 W. FOSTER AVE.,60656
650,T2195,2195,RAHMAN CAB INC,3351 W. ADDISON ST.,60618
651,T2318,2318,J J CHICAGO INC,4626 W. CORNELIA AVE.,60641
652,T2584,2584,MELLOTONE CAB LTD,1418 W. DIVERSEY PKWY.,60614
653,T4615,4615,TYRONE HENDERSON,1059 N. RIDGEWAY AVE.,60651
654,T3210,3210,HOLLY BULL CAB CORP,4020 W. GLENLAKE AVE.,60646
655,T5638,5638,"TAXI MEDALLION GROUP, LLC SERIES 32",4175 N. ELSTON AVE.,60618
656,T2299,2299,ULTIMATE RIDE INC,3151 W. ARTHUR AVE.,60645
657,T6718,6718,"MOON EXPRESS 1, INC.",2601 W. PETERSON AVE.,60659
658,T5681,5681,WICKER PARK CAB LLC,4536 N. ELSTON AVE.,60630
659,T2170,2170,FLAG CAB CORP.,3351 W. ADDISON ST.,60618
660,T2890,2890,DHILLON CAB CORP,3351 W. ADDISON ST.,60618
661,T5167,5167,5167 TAXI INC,2334 N. LAKEWOOD AVE.,60614
662,T5128,5128,YASEEN CAB CO,2202 N. ROCKWELL ST.,60647
663,T4605,4605,MANAL EXPRESS INC,3351 W. ADDISON ST.,60618
664,T2619,2619,WIL-MAR CAB CO,9696 W. FOSTER AVE.,60657
665,T1773,1773,ALLIANCE CAB CO,9696 W. FOSTER AVE.,60656
666,T187,187,VOYTEK'S CAB CO,3351 W. ADDISON ST.,60618
667,T4297,4297,LBJ CAB CORP.,2617 S. WABASH AVE.,60616
668,T2353,2353,KNOWZ CAB CO,4118 W. LAWRENCE AVE.,60630
669,T5201,5201,RIZQ CAB CO,2202 N. ROCKWELL ST.,60647
670,T621,621,S A FARUK INC,4118 W. LAWRENCE AVE.,60630
671,T3707,3707,AVEKO INC,4626 W. CORNELIA AVE.,60641
672,T1875,1875,MYKONOS CAB CORP.,2945 W. PETERSON AVE.,60659
673,T6190,6190,CHOICE ENTERPRISE INC.,6550 N. CLARK AVE.,60626
674,T6361,6361,RANGI CAB CO,3351 W. ADDISON ST.,60618
675,T6492,6492,CHICAGO AUCTION CAB CO.,2617 S. WABASH AVE.,60616
676,T2453,2453,HARKISHAN BHATTI,4626 W. CORNELIA AVE.,60641
677,T6911,6911,SAHIB TAXI INC,9696 W. FOSTER AVE.,60656
678,T6184,6184,BIG APPLE CAB TWO CO,3351 W. ADDISON ST.,60618
679,T2929,2929,CLASSICAL CAB COMPANY,4626 W. CORNELIA AVE.,60641
680,T1901,1901,THE LUXER INC,1633 W. THOME AVE.,60660
681,T3703,3703,BOUALEM INC,5200 N. OTTO AV,60656
682,T2408,2408,STATE TAXI INC,4118 W. LAWRENCE AVE.,60630
683,T4583,4583,KING CHICAGO INC,3351 W. ADDISON ST.,60618
684,T2440,2440,WILLA CAB CO.,4020 W. GLENLAKE AVE.,60646
685,T2218,2218,ANY CAB CORP.,4536 N. ELSTON AVE.,60630
686,T4054,4054,RED SHINE INC,6550 N. CLARK ST.,60626
687,T776,776,SEVEN DAY CAB CO,4118 W. LAWRENCE AVE.,60630
688,T4821,4821,YEMBUKK LLC,3351 W. ADDISON ST.,60618
689,T1695,1695,LAIGHT TAXI CORP.,4536 N. ELSTON AVE.,60630
690,T2104,2104,MMM CAB CORP,6005 N. KIMBALL AVE.,60659
691,T6554,6554,FAIZAN EXPRESS INC.,5200 N. OTTO AVE.,60656
692,T4405,4405,LION TAXICAB INC.,2601 W. PETERSON AVE.,60659
693,T6196,6196,U CAB INC,3351 W. ADDISON ST.,60618
694,T6362,6362,NASREEN CAB CO,2601 W. PETERSON AVE.,60659
695,T2691,2691,LUCKY 7 CAB COMPANY,1834 N. DAMEN AVE.,60647
696,T5558,5558,ZEBA CAB CO,3351 W. ADDISON ST.,60618
697,T5007,5007,OBEROI CAB CO,3351 W. ADDISON ST.,60618
