,account,ward,aid,business,address,zip
338,15779,27,638,"MORGAN MARKET, INC",375 N MORGAN ST,60607
339,15786,33,,"B & L AUTOMOTIVE REPAIRS, INC.",3838 N KEDZIE AVE 1ST,60618
340,15793,42,638,CAFFE BACI,225 W WACKER DR 1ST,60606
341,158,45,829,LASKO'S,5525 N MILWAUKEE AVE,60630
342,15806,27,775,BOSTON'S BAR B-Q,2932 W CHICAGO AVE,60622
343,15829,24,774,LAWNDALE FOOD MARKET,3705-3713 W 16TH ST 1ST,60623
344,15834,27,725,D & M PARK & LOCK INC,1550 N FREMONT ST  1ST,60622
345,15836,39,,CHICAGOLAND TRUCK RENTAL,3939 W MONTROSE AVE,60618
346,15846,33,775,MANNY'S DOG HOUSE,2925 W IRVING PARK RD 1ST,60618
347,15854,31,,S & L FOOD & LIQUORS INC,4958 W FULLERTON AVE 1ST,60639
348,15857,32,775,TACO'S Y SALSA,2957 W DIVERSEY AVE 1ST,60647
349,15862,25,775,THREE HAPPINESS RESTAURANT,209 W CERMAK RD 1ST,60616
350,15864,2,775,EMPIRE RESTAURANT,49 W DIVISION ST 1ST,60610
351,15873,47,763,FINE FOOD & LIQUOR INC.,3642 N ASHLAND AVE 1ST,60613
352,15875,30,775,TONY'S FINER FOODS,2500 N CENTRAL AVE 1ST,60639
353,15899,27,,THE MATCHBOX,770 N MILWAUKEE AVE 1ST,60642
354,15902,28,775,CRESPO'S FOOD MART,4353 W MADISON ST 1ST,60624
355,1591,42,,LEHMAN BROTHERS INC,190 S LA SALLE ST 1ST,60603
356,15925,32,666,DIVERSEY & ASHLAND SHELL,2801 N ASHLAND AVE # 1ST,60657
357,15949,28,817,OXXFORD CLOTHES INC.,1220 W VAN BUREN ST 1ST,60607
358,15950,2,638,"TIPAROS THAI RESTAURANT , INC.",1540 N CLARK ST,60610
359,15973,42,774,GRAND FOOD MART,400 E RANDOLPH ST 2ND,60601
360,15981,2,785,SHE-NANNIGAN'S HOUSE OF BEERS,16 W DIVISION ST 1,60610
361,16002,2,638,GERMANIA PLACE,108 W GERMANIA PL 2,60610
362,16004,1,,EL NUEVO NARANJO LOUNGE,2210 N MILWAUKEE AVE 1ST,60647
363,16008,43,829,GAMEKEEPERS,345 W ARMITAGE AVE 1,60614
364,1602,42,,CREDIT SUISSE Securities LLC,227 W MONROE ST 39TH,60606
365,1603,42,,MERRILL LYNCH PIERCE FENNER,33 W MONROE ST 22 2200,60603
366,16031,40,,YOUNG SANG HERB'S,5643 N LINCOLN AVE,60659
367,16038,22,638,REST Y TAQUERIA LA JUSTICIA,3901 W 26TH ST 1ST #,60623
368,16040,39,775,PETERSON & KIMBALL SHELL,3401 W PETERSON AVE  1,60659
369,16047,23,763,LAST CALL LOUNGE,6316-6318 W 65TH ST 1ST,60638
370,16053,24,763,"WAY LOW DISCOUNT FOOD, INC.",1551 S KEDZIE AVE,60623
371,16070,9,,POLYAIR PACKAGING,808 E 113TH ST 1ST,60628
372,16074,44,775,TAKE FIVE,3747 N SOUTHPORT AVE,60613
373,16080,39,775,GRAND FOOD MART,5002 N PULASKI RD,60630
374,16102,44,717,Michael A. Machrello,3200 N HALSTED ST,60657
375,16103,36,774,ARMITAGE GOLD STAR LIQUORS,4800 W ARMITAGE AVE 1,60639
376,16105,18,,PARTY CITY OF FORD CITY #505,8141 S CICERO AVE,60652
377,16125,45,814,QUANG NOODLE RESTAURANT,5216 W LAWRENCE AVE,60630
378,1613,45,904 | 816,THE SHERWIN-WILLIAMS CO #3701,4201 N MILWAUKEE AVE 1ST,60641
379,16137,2,638,DAVE & BUSTER'S/MAIN LOBBY,1030 N CLARK ST 1ST #,60610
380,16149,42,,MCCORKLE COURT REPORTERS INC,200 N LA SALLE ST  2900,60601
381,16155,21,666,MOON & SUN MART,1421 W 95TH ST,60643
382,16163,43,717,MAX ENTERPRISES LTD,2500 N LINCOLN AVE,60614
383,16198,42,743,WINDY,600 E GRAND AVE,60611
384,16205,2,,"SUNGLASS HUT, STORE #3114",835 N MICHIGAN AVE  3114,60611
385,16215,2,,PAUL STUART CHICAGO INC,875 N MICHIGAN AVE,60611
386,16227,43,704,JOSEPH MICHAEL'S SALON,1313 N RITCHIE CT 1ST,60610
387,16242,2,775,THE CHEESECAKE FACTORY,875 N MICHIGAN AVE,60611
388,16256,42,775,JONETTE PRODUCTS ENT,118 N CLARK ST 10TH,60602
389,16259,22,814,Pepe's Mexican Restaurant,4810 S LEAMINGTON AVE,60638
390,16260,42,638,PARIS CLUB,59 W HUBBARD ST,60610
391,16263,14,775,"CHICAGO SPORTS BAR & GRILL, INC.",4335 W 47TH ST,60632
392,16265,16,,SUPERMERCADO LOS PINOS,2825 W 55TH ST  1ST,60632
393,16267,2,763,GOLD COAST CAFE,1112 N STATE ST 1ST,60610
394,16271,17,775,APRIL FOOD & LOUNGE,2340 W 69TH ST 1ST,60636
395,16275,43,,J.F.J. DEVELOPMENT CORP.,2506 N CLARK ST  288,60614
396,16283,18,743,R.J. RICH'S,4356 W FORD CITY DR 1ST,60652
397,16286,46,775,FIRST LAO GROCERY,4664 N BROADWAY  1ST,60640
398,16296,32,638,EL CID TACOS #2,2645 N KEDZIE AVE 1 & 2,60647
399,16301,42,,"SEVEN WORLDWIDE, INC",225 W SUPERIOR ST 1ST,60610
400,16335,43,775,ASIANA RESTAURANT,2546 N CLARK ST 1ST,60614
401,1635,36,929,E GORNELL & SONS INC,2241 N KNOX AVE,60639
402,16351,2,,CHARLES R. FELDSTEIN & COMPANY,737 N MICHIGAN AVE 12TH 1230,60611
403,16352,18,,A & C SHEET METAL CO,3339 W COLUMBUS AVE,60652
404,16363,23,775,DUNKIN DONUTS,5448 S PULASKI RD  1,60632
405,16384,42,775,BON APPETIT,111 S MICHIGAN AVE  2ND F,60603
406,1639,42,708,"Wintrust Investments, LLC",231 S LA SALLE ST 13TH,60604
407,16395,26,775,LA PERLA TAPATIA INC,3251 W NORTH AVE 1ST,60647
408,16397,42,775,THE GALLERY CARNELLI 'S DELI,700 E GRAND AVE  FOOD,60611
409,16410,27,717,Caoba Mexican Bar & Grill,1350 W RANDOLPH ST,60607
410,16437,2,916,BIRD'S NEST,2500 N SOUTHPORT AVE,60614
411,16473,42,774,BOCKWINKEL'S,155 N HARBOR DR 1ST,60601
412,16482,38,775,LA CAPANNINA COFFEE,7547 W ADDISON ST # 1ST,60634
413,16491,42,743,HARRY CARAY'S RESTAURANT,33 W KINZIE ST,60610
414,16497,1,638,BELLA NOTTE,1374 W GRAND AVE,60642
415,165,7,829,DANIEL SIMPSON,2601 E 83RD ST 1ST,60617
416,16506,3,763,FAMILY FOOD MARKET INC,5041 S PRAIRIE AVE 1ST,60615
417,16507,2,638,JACK SULLIVAN'S,2142 N CLYBOURN AVE,60614
418,16528,37,,ABC AUTOMOTIVE,4755 W GRAND AVE,60639
419,16540,16,,K & A CENTRAL FOODS,2432 W 63RD ST 1,60629
420,16547,1,763,PETE'S FOOD & LIQUOR,2556 W ARMITAGE AVE 1ST,60647
421,16549,42,763,SAHIL TOBACCO,70 E LAKE ST 1ST,60601
422,16566,21,763,EAGLE'S CORNER GROCERY,8302 S CARPENTER ST,60620
423,16567,42,,CONVENIENCE STORE,205 W RANDOLPH ST 1ST,60606
424,16596,25,,WVAZ FM,800 S WELLS ST  250,60607
425,16603,31,775,BASKIN ROBBINS/ DUNKIN DONUTS,3039 N CENTRAL AVE,60634
426,16608,36,775,SCHORSCH VILLAGE IMPROVEMENT,6940 W BELMONT AVE # 1ST,60634
427,16618,9,666,"CORLISS SHELL,  DUNKIN DONUT,MR SUB",11100 S CORLISS AVE,60628
428,16622,25,638,EMERALD CITY RESTAURANT,218 W CERMAK RD 1ST,60616
429,16625,46,775,"MICHAEL'S RESTAURANT, INC.",4089-4091 N BROADWAY,60613
430,16635,4,775,F & S FAST FOODS INC,77 W JACKSON BLVD,60604
431,16645,38,775,BIJE'S,7455 W IRVING PARK RD,60634
432,16659,2,774,CRATER FOOD & LIQUOR,1144 N MILWAUKEE AVE,60642
433,16661,38,,PLEWA VIDEO RENTAL,7553 W ADDISON ST,60634
434,16662,1,763,BUCK TOWN FOOD & LIQUORS,1950 N MILWAUKEE AVE,60647
435,16681,3,775,MIDWEST FOOD & LIQUOR,3701 S STATE ST,60609
436,16711,42,763,D M STORES INC,222 N LA SALLE ST 1ST,60601
437,16717,9,774,KHALIL'S FOOD & LIQUOR,146 W 103RD ST 1ST,60628
438,16723,45,774,Fischman Liquors,4780 N MILWAUKEE AVE,60630
439,16763,2,,GENERAL IRON INDUSTRIES INC,1909 N CLIFTON AVE,60614
440,16766,42,763,OUICK STOP,111 W MONROE ST,60603
441,16775,49,775,CAPT'N NEMO,7367 N CLARK ST,60626
442,16778,40,,BP,2751 W PETERSON AVE 1ST,60659
443,16781,27,784,ATHENA RESTAURANT,212 S HALSTED ST,60661
444,16803,45,829,INDEPENDENCE TAP,3932 W IRVING PARK RD 1ST,60618
445,16805,7,,FRESH WAY FOODS,2600 E 87TH ST,60617
446,16849,42,,DRESS BARN #2946,181 W RANDOLPH ST  1ST,60601
447,16859,21,775,THE NEIGHBORHOOD STORE,8313 S RACINE AVE,60620
448,16861,35,775,Pierre's II Bakery,2747 N MILWAUKEE AVE,60647
449,16872,31,,"PS ORNAGECO, INC #26601",2638 N PULASKI RD  1ST,60639
450,16882,33,784,SMALL BAR #1,2956 N ALBANY AVE,60618
451,16890,26,775,PODGORSKI SAUSAGE & DELI,2711 W DIVISION ST  1,60622
452,16899,1,775,JACK'S PLACE,2917 W ARMITAGE AVE  GROUN,60647
453,16923,27,829,REDNOFIVE,440 N HALSTED ST 1ST,60642
454,16939,27,829,PLAYERS BAR AND GRILL,543-551 N OGDEN AVE 1ST,60642
455,16940,47,,POUR DRINKS & EATS,3358 N ASHLAND AVE 1ST,60657
456,16943,31,763,CARNICERIA JIMENEZ #2,3850 W FULLERTON AVE 1ST,60647
457,16964,42,638,RENAISSANCE CHICAGO HOTEL,1 W WACKER DR  SERV/,60601
458,16975,37,775,LAS AMERICAS FOOD& LIQUOR INC.,1156 N PULASKI RD  MAIN,60651
459,16976,42,717,My Thai Restaurant,230 S DEARBORN ST,60604
460,16996,42,654,MICHAEL JOHN CONRADI,111 W WASHINGTON ST 4TH 450,60602
461,1700,36,,CHICAGO DOWEL CO INC,4700 W GRAND AVE 1ST,60639
462,17016,40,,O-MI MOTEL,5611 N LINCOLN AVE  1ST,60659
463,17023,42,776,RAM CIGAR,303 W MADISON ST 1ST LOBBY,60606
464,17033,42,,FPL ADVISORY GROUP CO.,200 W MADISON ST  1900,60606
465,17039,34,775,PHILLIPS 66,9811 S HALSTED ST 1ST,60628
466,17049,11,,VISION I SYSTEM INC,2416 S CANAL ST 1ST,60616
467,17065,27,,INFOCOMM,213 W INSTITUTE PL  103,60610
468,17074,7,775,MARGARITA'S MEAT MARKET,2709 E 79TH ST,60649
469,17090,45,638,MC NAMARA'S FOOD & DRINKS,4326-4328 W IRVING PARK RD 1ST,60641
470,17112,42,,WOLVERINE TRADING LP,175 W JACKSON BLVD # 200,60604
471,17130,31,743,GOLDEN SWAN I INC.,5142 W BELMONT AVE 1ST,60641
472,17132,14,,ORION RESTAURANT,5772 S ARCHER AVE,60638
473,1715,25,,"KOLCRAFT ENTERPRISES, INC.",1100 W MONROE ST,60607
474,17151,50,,HOME DEPOT #8598,6211 N LINCOLN AVE,60659
475,17159,42,,ZACKS INVESTMENT RESEARCH INC,155 N WACKER DR,60606
476,17164,24,639,PARADISE CLUB,4300 W CERMAK RD,60623
477,17167,41,775,MCDONALDS,11601 W TOUHY AVE  1,60666
478,17179,42,775,PITTSFIELD CAFE,55 E WASHINGTON ST 1ST,60602
479,17187,11,725,BRIDGEPORT SHELL,215   -00225 W 31ST ST  GROUN,60616
480,17188,43,,AAA TICKETS INC,1139 W WEBSTER AVE,60614
481,17200,6,774,"GRAND PALACE SUPERMARKET, INC",7131-7133 S STATE ST,60619
482,17214,1,,DELI ON RICE,833 N WESTERN AVE,60622
483,17216,14,775,ROSA'S SUPERMERCADO,3324 W 55TH ST  1,60632
484,17222,10,774,D & O FOOD & LIQUOR,8700 S COMMERCIAL AVE,60617
485,17237,32,775,MIKO'S,1846 N DAMEN AVE,60647
486,17241,31,775,"LA LOMA ""CARNICERIA Y TAQUERIA""",2535 N LARAMIE AVE  1,60639
487,17243,24,775,J & R FOODS,1300 S SPRINGFIELD AVE,60623
488,17246,45,708,ILLINOIS HOME IMPROVEMENT CORP,5216-18 N ELSTON AVE,60630
489,17257,50,,A & P DISCOUNT STORE,2834 W DEVON AVE # 1ST,60659
490,17271,28,,FLO-LIM HLTH CRE INFO SYS INC,2245 W POLK ST,60612
491,17280,28,775,DONNIE'S DOWN HOME COOKING,2814 W POLK ST,60612
492,17285,28,946,Billy Goat Inn,1535 W MADISON ST,60607
493,17290,2,775,LOEWS THEATERS PIPER'S ALLEY,1608 N WELLS ST 1ST,60614
494,17291,44,725,SPECKS PARKING,1013 W ROSCOE ST 1ST,60657
495,17293,36,,ADDISON & AUSTIN BP,6000 W ADDISON ST 1ST,60634
496,17295,28,775,"VAN-LOV, INC.",4058 W VAN BUREN ST 1ST,60624
497,173,6,775,NORMAN'S FOOD & LIQUORS,6647 S HALSTED ST,60621
498,17304,27,775,HELEN'S PRICE-RITE INC,459 N HAMLIN AVE 1ST,60624
499,17331,23,775,ZACATACOS,5925 S PULASKI RD,60629
500,17337,13,775,KING'S CHOP SUEY,4739 W 63RD ST 1ST,60629
501,17352,46,,BROADWAY SUPERMARKET,4879 N BROADWAY,60640
502,174,28,829,BIG TWENTY CLUB,4510 W HARRISON ST 1ST,60624
503,17405,16,775,JOE'S FOOD MARKET,1035 W 59TH ST 1ST,60621
504,17407,40,775,FOSTER FOOD & LIQUOR,1900 W FOSTER AVE 1ST,60640
505,17440,14,775,CHICAGO'S COMMUNITY KITCHENS,4100 W ANN LURIE PL 2ND,60632
506,1745,14,,CHICAGO PACKAGING CO,4340 W 47TH ST,60632
507,17463,42,763,"HOUSE OF BLUES, PRESENTED BY CRICKET WIRELESS",329 N DEARBORN ST L1-L4,60654
508,17483,1,775,FLAT IRON FOOD MART,1581 N MILWAUKEE AVE  1,60622
509,17530,21,775,MC DONALDS,8321 S ASHLAND AVE,60620
510,17540,45,775,COPERNICUS FOUNDATION,5216 W LAWRENCE AVE  1-3FL,60630
511,17591,4,829,TANTRUM,1023 S STATE ST,60605
512,17610,47,775,DUNKIN DONUTS INC,1441 W MONTROSE AVE,60613
513,17639,25,775,PIZZA NOVA  INC,1842 W 18TH ST,60608
514,17658,42,775,CARIBOU COFFEE CO.INC.,10 S LA SALLE ST  STREE,60603
515,17674,39,,BRYN MAWR VIDEO,3309 W BRYN MAWR AVE,60659
516,17680,42,638,HOLIDAY INN CITY CENTRE,300 E OHIO ST  CENTR,60611
517,17684,16,775,CHINA EXPRESS,6239 S ASHLAND AVE 1ST,60636
518,17713,45,763,CONVENIENT FOOD MART,5530 N MILWAUKEE AVE,60630
519,17716,25,763,PINK MONKEY / NEW YORK STRIP,750 S CLINTON ST 2,60607
520,17727,20,,PITTMAN PLUMBING AND SEWERAGE,5651 S HALSTED ST 1ST,60621
521,17732,32,775,A LA TURKA RESTAURANT,3134 N LINCOLN AVE,60657
522,17733,27,,FULTON FOOD,2959 W FULTON ST,60612
523,17745,37,775,PRESTIGE LIQUORS,345 N CENTRAL AVE  E,60644
524,17755,40,638,SEOUL DAN LAN,5116 N LINCOLN AVE  1,60625
525,17760,14,775,LEANARDO'S FAST FOOD,5306 S CENTRAL AVE,60638
526,1777,18,,KNIGHT PAPER BOX CO,4651 W 72ND ST,60629
527,17771,42,,"THE CAPITAL GRILLE OF CHICAGO, INC.  As of  7/1/2018 Paying taxes Account  340546",633 N ST CLAIR ST 1ST,60611
528,17774,42,638,MIKE DITKA'S RESTAURANT,100 E CHESTNUT ST 1-2,60611
529,17784,31,775,CERMAK PRODUCE,4800 W DIVERSEY AVE,60639
530,17813,27,775,STOP & SHOP INC CHICAGO,333 W NORTH AVE,60610
531,17841,3,775,BILLY'S PIZZA KING,4 W 55TH ST 1ST,60609
532,17856,35,775,EAT FIRST RESTAURANT INC,3337 W BELMONT AVE,60618
533,17859,48,775,THIEN NOODLE RESTAURANT,6241 N CLARK ST 1ST,60660
534,17865,27,996,"VIPER ROOM, INC.",1467 N ELSTON AVE,60642
535,17868,44,717,DREW'S ON HALSTED,3200 N HALSTED ST,60657
536,17870,33,,AAA EXPERT PLUMBING & SEWER,3659 N KEDZIE AVE 1ST,60618
537,17886,29,775,RIB PALACE,5607 W CORCORAN PL,60644
538,17903,43,638,CLARKE'S ON LINCOLN,2441-2445 N LINCOLN AVE,60614
539,17904,8,666,USRA FOOD/GAS,7448 S STONY ISLAND AVE  GROUN,60649
540,17910,20,775,JOE'S GRILL,5102 S RACINE AVE,60609
541,17922,42,638,THE INDIA GARDEN,247 E ONTARIO ST,60611
542,17934,42,638,CARDOZO'S PUB,170 W WASHINGTON ST  BASEMENT,60602
543,17956,5,763,JORDAN VALLEY,1976 E 73RD ST 1ST,60649
544,17962,2,,GROSSINGER CITY TOYOTA,1561 N FREMONT ST,60642
545,17967,8,775,OH HEN MART,9053 S STONY ISLAND AVE 1ST,60617
546,1801,37,,AUSTIN COMMUNITY DIALYSIS,4800 W CHICAGO AVE  2A,60651
547,18013,45,775,7-ELEVEN,6000 W HIGGINS AVE,60630
548,18014,49,,ROGERS PARK FRUIT MARKET,7401 N CLARK ST  1,60626
549,18021,42,775,SUNNY & RAVI CORPORATION,310 W ADAMS ST,60606
550,18063,14,784,BOHICA BAR & GRILL,5518 S ARCHER AVE,60638
551,18071,4,,THE UPS STORE #3261,3473 S DR MARTIN LUTHER KING JR DR,60616
552,18098,11,,PAGER TEK,4666 S HALSTED ST,60609
553,18108,40,775,LAWRENCE POULTRY,2741 W LAWRENCE AVE  1ST,60625
554,18126,42,638,WESTIN RIVER NORTH CHGO HOTEL,320 N DEARBORN ST  SERVI,60610
555,18159,26,,"MIDWAY MOVING & STORAGE,  INC.",2727 W CHICAGO AVE  1,60622
556,18164,25,,"G.A.C.C.,INC",125 S RACINE AVE  1,60607
557,18183,12,,DISCOTECA  LIZDE,3101 W 26TH ST  BOOTH,60623
558,18184,20,763,TWINS FOOD & LIQUOR,5440 S HALSTED ST,60609
559,18216,43,638,HANABI JAPANESE RESTAURANT,806 W WEBSTER AVE  1,60614
560,18246,45,,DIAMOND HOME SERVICE,5030 W LAWRENCE AVE  1,60630
561,18254,19,763,CORRIGAN'S PUB,3047 W 111TH ST  1,60655
562,18265,32,775,CAFE MATOU,1846-1848 N MILWAUKEE AVE,60647
563,18277,42,763,UNDERGROUND CHICAGO,56 W ILLINOIS ST,60610
564,183,43,775,CHEZ MOI,2100 N HALSTED ST,60614
565,18330,41,775,THE MECCA RESTAURANT,6666 N NORTHWEST HWY 1,60631
566,18332,35,638,FIESTA MAGICA,4118-4120 W ARMITAGE AVE,60639
567,18340,27,775,GREG CHRISTIAN CATERING INC,1103 W GRAND AVE  1,60642
568,18346,38,775,CHINA EXPRESS,4640 N CUMBERLAND AVE,60656
569,18347,16,,VONDRAK PUBLISHING CO INC,6225 S KEDZIE AVE,60629
570,18394,30,775,PARTY HOUSE,6112 W DIVERSEY AVE,60639
571,18419,32,638,DUNLAYS ON THE SQUARE,3137-3139 W LOGAN BLVD  1,60647
572,18428,42,785,SMOKEY HOLLOW,343 W ERIE ST 1ST #,60610
573,18430,14,786,CARNITAS DON RAFA INC,4619 S KEDZIE AVE 1ST,60632
574,18452,22,,PANCHO'S,4055 W 31ST ST,60623
575,18471,32,775,PLAZZIO RESTUARANT,1889 -1891 N WINNEBAGO AVE 1ST,60647
576,18483,47,775,LA AMISTAD MEXICAN RESTAURANT,1914 W MONTROSE AVE,60613
577,18493,25,725,"LOTS OF CHICAGO, INC.",555 W HARRISON ST 1ST,60607
578,18515,47,775,JIM'S GRILL VEGETARIAN,1429 W IRVING PARK RD,60613
579,18563,42,763,VOLARE,201 E GRAND AVE 1ST,60611
580,18596,28,,TAYSON FOOD MART,4153 W MADISON ST,60624
581,18608,19,,J & L BEAUTY SUPPLY,2341 W 95TH ST 1ST,60643
582,18619,7,,2701 SALIM CORP,2701 E 79TH ST 1ST,60649
583,18636,1,775,FULLERTON CALIFORNIA BP,2800 W FULLERTON AVE,60647
584,18670,25,728 | 609 | 611,Petsmart #1658,1101 S CANAL ST,60607
585,18713,19,775,ROSATIS PIZZA,3150 W 111TH ST 1ST,60655
586,18731,50,775,SUKHADIA SWEETS & SNACKS,2557-2559 W DEVON AVE,60659
587,18739,11,775,FRESH FOOD MARKET CORP,3001 S HALSTED ST 1ST,60608
588,18757,1,775,ACCANTO,2171 N MILWAUKEE AVE,60647
589,18760,30,763,KUROWSKI SAUSAGE SHOP & RICH,2976  -2978 N MILWAUKEE AVE  1,60618
590,18772,6,,NOT FAR FROM A DOLLAR,7332 S HALSTED ST,60621
591,18784,28,774,ICE HOUSE LIQUORS,356 N CICERO AVE 1,60644
592,18785,40,,7-ELEVEN DOMY CORP,5562 N LINCOLN AVE,60625
593,18786,42,,300 CONCESSION SHOP INC.,300 E RANDOLPH ST  1ST,60601
594,1880,14,,BURLINGTON NORTHERN & SANTA FE,3611 W 38TH ST 1ST,60632
595,18803,41,666,"HARLEM-HIGGINS, MOBIL",7159 W HIGGINS AVE 1ST,60656
596,1881,42,,MEREDITH CORP.,333 N MICHIGAN AVE  1500,60601
597,18811,43,763,KREM,1749 N WELLS ST BSMT,60614
598,18818,31,,D & Z DOM KSIAZKI,5507 W BELMONT AVE 1ST,60641
599,18834,47,775,THE PERFECT CUP INC,4700 N DAMEN AVE,60625
600,18858,42,775,DUNKIN DONUTS BASKIN ROBBINS,222 W MERCHANDISE MART PLZ 203,60654
601,18859,24,708,TALL CITY STAGE & CINEMA,3100 W FILLMORE ST 1,60612
602,18875,19,673,GORMAN CONSTRUCTION COMPANY,10525 S CAMPBELL AVE 1ST,60655
603,18893,35,775,PONCITLAN RESTAURANT NO 2,4003 W ARMITAGE AVE # 1,60639
604,18896,42,,BRIAN'S JUICE BAR & DELI.,80 E LAKE ST  1,60601
605,189,16,763,WILLIAMS INN,5701 S ASHLAND AVE,60636
606,18937,1,775,HANDLEBAR CHICAGO,2311 W NORTH AVE 1ST,60647
607,18941,42,774,GOURMET PANTRY,155 N MICHIGAN AVE,60601
608,18945,49,,RENT-A-CENTER #D55,6718 N CLARK ST SR 1,60626
609,1896,41,775,STARBUCKS,11601 W TOUHY AVE  G CON,60666
610,18969,10,775,L & G FAMILY RESTAURANT INC,10401 S TORRENCE AVE  1,60617
611,18986,50,775,U LUCKY DAWG,6821 N WESTERN AVE,60645
612,19,43,829,BURWOOD TAP,724 W WRIGHTWOOD AVE,60614
613,19017,42,638,CROWNE PLAZA CHGO-THE SILVERSMITH,10 S WABASH AVE,60603
614,19046,48,775,QUICK STOP PANTRY,5357 N CLARK ST 1ST,60640
615,19064,6,,BELLA CONSTUCTION OF ILLINOIS,616 E 71ST ST # 1ST,60619
616,19071,11,,C.P. INTERNATIONAL DESIGNS,2201 S HALSTED ST 3RD,60608
617,19072,42,,BRIDGET CHRISTIAN DESIGNS,5 S WABASH AVE  2103,60603
618,191,43,763,HAPPY'S BAMBOO BAR & LOUNGE,2247 N LINCOLN AVE 1,60614
619,19106,23,,A-1    SMART START OF GREATER CHICAGO,5635 W 55TH ST 1ST,60638
620,19108,16,,SEATON TRUCKING INC.,6229 S HOYNE AVE,60636
621,1913,24,817,KAGAN INDUSTRIES DIVISION,1101 S KILBOURN AVE,60624
622,19135,32,,CASE CENTRAL DAYCARE CENTER,2222 N KEDZIE BLVD BSM - 3RD,60647
623,19150,33,,DMORENO CONSTRUCTION INC,3460 W LAWRENCE AVE  2,60625
624,19160,10,775,EL JACALITO,8465 S COMMERCIAL AVE 1ST,60617
625,19165,4,743,MANHATTAN'S ON DEARBORN,415 S DEARBORN ST  #4,60605
626,19166,47,775,LAKEVIEW BILLIARD CAFE,3449 N LINCOLN AVE,60657
627,19168,3,666,BP AMOCO,3101 S MICHIGAN AVE 1ST,60616
628,19171,31,,"EXECUTIVE TOUR 1, INC.",4612 W DIVERSEY AVE  B,60639
629,19258,8,,LP'S WASH-O-MATIC,8932 S COTTAGE GROVE AVE # 1,60619
630,19271,30,,JANECE MERROW & DIE CUT,6126 W NELSON ST  1ST,60634
631,19285,44,,BARRY CLEANERS,3054 N SHEFFIELD AVE,60657
632,19293,35,775,LA PANADERIA CENTRAL BAKERY,4348 W ARMITAGE AVE  1ST,60639
633,19295,30,,POLO OPTYKA,3021 N MILWAUKEE AVE  1ST,60618
634,19312,39,,KEYSTONE ACE HARDWARE,4050 W LAWRENCE AVE  1ST,60630
635,19340,10,,CRONIMET,10602-40 S BUFFALO AVE,60617
636,19367,12,,SILVER TOWN,3101 W 26TH ST  A2,60623
637,19384,50,775,JUNG DONG RESTAURANT,6320 N LINCOLN AVE,60659
638,19390,50,775,MEDITERRANEAN PITA HOUSE,2401 W DEVON AVE,60659
639,19416,42,763,HOULIHAN'S,111 E WACKER DR,60601
640,19420,27,638,LA SCAROLA,721 W GRAND AVE 1ST,60654
641,19480,11,,K & R MOBILE SERVICE,2521  -02523 S ARCHER AVE 1ST,60608
642,1949,42,,THE BOSTON CONSULTING GROUP,200 S WACKER DR,60606
643,19514,25,775,LA MICHOACANA,2049 W CERMAK RD  1ST,60608
644,19544,23,775,HARMONY RESTAURANT,6525 W ARCHER AVE  1,60638
645,19562,17,775,RAINBOW GROCERY,2003 W 69TH ST  1ST,60636
646,19580,16,,LOPEZ REMODELING,5821 S CLAREMONT AVE 1ST,60636
647,19587,42,,MERILEE ELLIOTT INTERIORS,222 W MERCHANDISE MART PLZ  1533A,60654
648,19608,42,,DAYAL RESOURCES INC,150 E HURON ST  1102,60611
649,19617,43,,THE UPS STORE,2038 N CLARK ST  1ST,60614
650,19637,47,,AAA CONSTRUCTION CORP,4314 N CLAREMONT AVE,60618
651,19645,20,,JACKSON HEWITT TAX SERVICE,4858 S ASHLAND AVE 1ST,60609
652,19648,4,638,CALYPSO CAFE,5211 S HARPER AVE  2ND L,60615
653,19659,43,763,JOHN'S FINER FOODS,1950 N SEDGWICK ST,60614
654,197,27,775,ONE ELEVEN FOOD & LIQUOR INC,111 N KEDZIE AVE,60612
655,1970,21,,PAYLESS SHOE SOURCE #6544,112 W 87TH ST,60620
656,19711,19,,LEONARD & SON CONSTRUCTION INC,10321 S HOMAN AVE # 1,60655
657,1974,34,,HEAT TREAT CORP OF AMERICA,1120 W 119TH ST,60643
658,19755,20,,SANFRATELLO CONSTRUCTION,4910-4914 S PAULINA ST,60609
659,1977,42,,CMD CORPORATION,227 W MONROE ST,60606
660,19780,42,,STRIKER SECURITIES,141 W JACKSON BLVD  3602,60604
661,19796,29,602,EUROPEAN QUALITY TUCKPOINTING,7032 W BELMONT AVE 1,60634
662,19818,8,775,POPEYE'S CHICKEN & BISCUITS,7430 S STONY ISLAND AVE  1,60649
663,19841,29,816,REFURBISHED OFFICE ENVIRONMENT,905 S MENARD AVE  1,60644
664,19852,34,775,WENDY'S OLD FASHIONED HAMBURGER,758 W 117TH ST,60628
665,1986,25,,ELASTOMER PROCESSING GROUP,2448 W 24TH ST  1ST F,60608
666,19869,32,,DELJO HEATING & COOLING INC,2700 N CAMPBELL AVE,60647
667,19871,43,775,7 - ELEVEN,2264 N CLARK ST,60614
668,19888,19,,LC CONSULTING & PROPERTY SERVICES,11001 S FAIRFIELD AVE,60655
669,19891,42,,"NOVION, LLC",303 W ERIE ST  309,60610
670,19902,42,,C & B TABBACO,29 S LA SALLE ST  LOBBY,60603
