,vid,make,model,year,fuel_type,owner
348,5872,FORD,ESCAPE,2012,HYBRID,LUCKY SEVEN CHICAGO THREE INC.
349,5324,TOYOTA,CAMRY,2016,HYBRID,HAMADOU INC
350,4122,FORD,ESCAPE,2011,HYBRID,IYASSU INC
351,6147,TOYOTA,COROLLA,2015,HYBRID,LONDON TAXI INC
352,428,TOYOTA,CAMRY,2012,HYBRID,MCCAB VII CORP.
353,5638,TOYOTA,CAMRY,2017,HYBRID,"TAXI MEDALLION GROUP, LLC SERIES 32"
354,5239,TOYOTA,CAMRY,2011,HYBRID,AGAPE CAB INC.
355,259,TOYOTA,CAMRY,2014,HYBRID,AL-MEDINA ENTERPRISES INC.
356,2078,TOYOTA,CAMRY,2011,HYBRID,J K T CAB CO
357,2599,TOYOTA,CAMRY,2014,HYBRID,STEFANIE AND AUDREY CAB CORP.
358,4970,TOYOTA,CAMRY,2012,HYBRID,SYDAL CORP.
359,927,TOYOTA,CAMRY,2015,HYBRID,MEDALLION FUNDING CHICAGO CORP IV
360,2716,TOYOTA,PRIUS,2013,HYBRID,"CHICAGO POLO XIV, INC."
361,1171,TOYOTA,CAMRY,2014,HYBRID,PAK AMERICAN TRANSPORATION INC
362,232,TOYOTA,PRIUS,2016,HYBRID,BABY CAB CORP.
363,3816,TOYOTA,PRIUS,2011,HYBRID,U S TAXI COMPANY
364,2600,TOYOTA,COROLLA,2015,GASOLINE,SHAH EXPRESS INC
365,268,TOYOTA,CAMRY,2016,HYBRID,HASSAM INC
366,3274,TOYOTA,PRIUS,2013,HYBRID,SOPHIE TAXI LLC
367,2959,TOYOTA,CAMRY,2013,HYBRID,"MIDWEST CAB CO, INC"
368,635,TOYOTA,CAMRY,2012,HYBRID,JABOYE CORP.
369,112,TOYOTA,SIENNA,2018,GASOLINE,MCCAB XIV CORP.
370,2446,TOYOTA,CAMRY,2012,HYBRID,TASS INC
371,2104,TOYOTA,PRIUS,2015,HYBRID,MMM CAB CORP
372,3964,TOYOTA,PRIUS,2011,HYBRID,ATLAS LIONS HOLDINGS INC
373,1077,FORD,ESCAPE,2012,HYBRID,PLAYING POLO IN CHICAGO INC
374,5919,NISSAN,ALTIMA,2011,HYBRID,KOWSAR TAXI CORP
375,948,TOYOTA,CAMRY,2014,HYBRID,MESFIN INC
376,2687,TOYOTA,COROLLA,2016,GASOLINE,LUCKY 7 CAB COMPANY
377,615,TOYOTA,RAV4,2018,HYBRID,"AWRA AWSA, INC."
378,4915,TOYOTA,PRIUS,2016,HYBRID,BROWN EYES CAB CORP.
379,6140,TOYOTA,CAMRY,2013,HYBRID,LEMLEM EXPRESS INC.
380,6163,TOYOTA,CAMRY,2014,HYBRID,ALEKSANDER WISNIEWSKI
381,1133,FORD,ESCAPE,2012,HYBRID,"I & B MIDWEST ENTERPRISE, INC."
382,4772,TOYOTA,PRIUS,2015,HYBRID,"BOLAKO, INC"
383,129,FORD,FUSION,2015,HYBRID,MR TAXI 2 INC
384,1412,TOYOTA,PRIUS,2014,HYBRID,GSJ TAXI CO.
385,3581,TOYOTA,CAMRY,2011,HYBRID,TITO'S TAXI CO
386,2844,TOYOTA,CAMRY,2012,HYBRID,JKC TAXI CORP.
387,6514,TOYOTA,RAV4,2017,HYBRID,CARZAAR CO.
388,6645,TOYOTA,CAMRY,2016,HYBRID,SLOBOMIR KAPUR CORP
389,6233,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
390,5230,TOYOTA,CAMRY,2014,HYBRID,JAVIER DAVILA
391,4207,TOYOTA,CAMRY,2012,HYBRID,NORTOWN EXPRESS INC.
392,5449,FORD,ESCAPE,2012,HYBRID,LILLY CAB CORP
393,2171,TOYOTA,CAMRY,2014,HYBRID,DEFIANCE TAXI LLC
394,411,TOYOTA,CAMRY,2013,HYBRID,JMIKEMATT CORP
395,3065,TOYOTA,PRIUS,2011,HYBRID,JIWANI CAB CO
396,1290,TOYOTA,CAMRY,2013,HYBRID,DANIEL T. EGUALE
397,6236,DODGE,GRAND CARAVAN,2013,COMPRESSED NATURAL GAS,GOODBAR TAXI CORP II
398,165,TOYOTA,PRIUS,2015,HYBRID,IL 8 CORP
399,5694,TOYOTA,CAMRY,2018,GASOLINE,RAR CAB LLC
400,2837,TOYOTA,SIENNA,2019,GASOLINE,"WALTER TRANS, INC."
401,4157,TOYOTA,PRIUS,2014,HYBRID,CHICAGO MEDALLION TWO LLC.
402,2803,FORD,C-MAX,2013,HYBRID,MADISON CAB CORP.
403,5439,TOYOTA,CAMRY,2016,HYBRID,TEEMU CORPORATION
404,1331,TOYOTA,CAMRY,2014,HYBRID,NEW AMSTERDAM LEASING CORP.
405,3380,TOYOTA,SIENNA,2018,GASOLINE,HASAN & HOSAIN INC
406,2808,TOYOTA,PRIUS,2012,HYBRID,SAFE TAXI COMPANY
407,6201,TOYOTA,PRIUS,2013,HYBRID,CHOICE ENTERPRISE INC.
408,5296,FORD,FUSION,2016,HYBRID,CHICAGO SHUTTLE CORP.
409,1642,TOYOTA,PRIUS,2015,HYBRID,ARM TAXI INC.
410,3644,TOYOTA,CAMRY,2016,HYBRID,URU EXPRESS INC
411,1186,TOYOTA,PRIUS,2012,HYBRID,TAXALE TAXI INC
412,2308,TOYOTA,PRIUS,2013,HYBRID,FAST CAB COMPANY
413,6550,TOYOTA,CAMRY,2016,HYBRID,"TAXI MEDALLION GROUP, LLC-SERIES 34"
414,1212,TOYOTA,CAMRY,2017,HYBRID,YC20 LLC
415,2658,FORD,ESCAPE,2012,HYBRID,WHITE STAR TAXI INC
416,582,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO XIII, INC."
417,1498,TOYOTA,CAMRY,2015,HYBRID,SAFARI TAXI INC
418,2819,VPG,MV-1,2014,GASOLINE,PETE TAXI COMPANY
419,1148,TOYOTA,RAV4,2019,GASOLINE,KAMALUXE INC.
420,5303,TOYOTA,PRIUS,2014,HYBRID,TAXI MEDALLION GROUP LLC-SERIES XVI
421,2081,TOYOTA,CAMRY,2012,HYBRID,AMRIT CAB CO.
422,6304,TOYOTA,CAMRY,2016,HYBRID,CH. TAXI I CORP.
423,1003,TOYOTA,PRIUS,2012,HYBRID,ON TIME CAB COMPANY
424,6731,TOYOTA,CAMRY,2017,HYBRID,"TAXI MEDALLION GROUP, LLC-SERIES 34"
425,3874,TOYOTA,COROLLA,2018,GASOLINE,DRAKE USA INC
426,6643,TOYOTA,CAMRY,2017,HYBRID,CYRENAICA CORP
427,1644,DODGE,CARAVAN,2016,FLEX FUEL,GRASU CAB CORP.
428,2915,FORD,ESCAPE,2014,GASOLINE,GULAB TRANSPORTATION INC
429,2853,DODGE,CARAVAN,2015,FLEX FUEL,EFFI JOE INC.
430,2564,TOYOTA,CAMRY,2013,HYBRID,DEB CAB CO
431,287,TOYOTA,PRIUS,2015,HYBRID,KALOYAN B CO.
432,5043,TOYOTA,CAMRY,2012,HYBRID,SUNG HEE CAB CO.
433,3822,TOYOTA,CAMRY,2013,HYBRID,THE HIGHSIERRA INC
434,5504,FORD,ESCAPE,2012,HYBRID,SNOWBLIND CAB CORP
435,2930,TOYOTA,CAMRY,2014,HYBRID,ACCURATE TAXI INC
436,1272,TOYOTA,CAMRY,2013,HYBRID,SINGH TAXI CO
437,1250,TOYOTA,CAMRY,2019,HYBRID,ARBAZ ALINA INC
438,5280,TOYOTA,CAMRY,2014,HYBRID,"EAGLE EXPRESS, INC."
439,296,TOYOTA,CAMRY,2011,HYBRID,N. R. T. CAB CO
440,3967,TOYOTA,PRIUS,2014,HYBRID,CANICE INC
441,2654,TOYOTA,PRIUS,2013,HYBRID,AUJLA CAB CO
442,849,NISSAN,ALTIMA,2011,HYBRID,MEDALLION FUNDING CHICAGO CORP III
443,6763,TOYOTA,CAMRY,2017,HYBRID,TAXI MEDALLION GROUP LLC-SERIES 38
444,6617,TOYOTA,CAMRY,2017,HYBRID,MEHCO INC.
445,563,HYUNDAI,ELANTRA,2018,GASOLINE,HYDRA CAB CORP
446,6100,TOYOTA,CAMRY,2011,HYBRID,"JOY CO., INC. I I"
447,2739,TOYOTA,CAMRY,2016,HYBRID,DARLING CAB CO
448,4964,TOYOTA,PRIUS,2011,HYBRID,SLSJETS II CAB CORP.
449,3670,TOYOTA,CAMRY,2013,HYBRID,N K CAB CO INC
450,3479,TOYOTA,CAMRY,2013,HYBRID,LEGESSE CAB CO
451,3077,FORD,ESCAPE,2012,HYBRID,SNOWBLIND CAB CORP
452,2183,TOYOTA,PRIUS,2015,HYBRID,FERIAL ASKAR
453,5693,TOYOTA,CAMRY,2013,HYBRID,CHIAROSCURO TRANSIT CORP.
454,2760,TOYOTA,CAMRY,2016,HYBRID,SAMSIM INC
455,6803,TOYOTA,CAMRY,2017,HYBRID,TAXI MEDALLION GROUP LLC-SERIES 38
456,6554,TOYOTA,CAMRY,2012,HYBRID,FAIZAN EXPRESS INC.
457,2604,TOYOTA,CAMRY,2014,HYBRID,LESLEY CAB CO
458,6224,TOYOTA,CAMRY,2015,HYBRID,HAFIZ BILAL EXPRESS INC.
459,43,DODGE,CARAVAN,2016,FLEX FUEL,NECT 30 LLC
460,4265,TOYOTA,CAMRY,2011,HYBRID,ROCKY CAB INC
461,4155,TOYOTA,PRIUS,2012,HYBRID,ROBEAL INC
462,6739,TOYOTA,CAMRY,2017,HYBRID,TAXI MEDALLION GROUP LLC - SERIES 36
463,4406,TOYOTA,CAMRY,2014,HYBRID,CHICAGO MEDALLION THREE LLC.
464,4289,TOYOTA,CAMRY,2015,HYBRID,MEASHO CAB CORP
465,3247,TOYOTA,CAMRY,2015,HYBRID,Z L R CORP
466,3050,TOYOTA,RAV4,2015,GASOLINE,TEDDY TRANSPORTATION INC.
467,3793,FORD,ESCAPE,2012,HYBRID,GYPSY CAB CORP.
468,5138,TOYOTA,RAV4,2016,GASOLINE,EAST BOUND CAB COMPANY
469,6729,HYUNDAI,ELANTRA,2018,GASOLINE,SAMOS CAB CORP
470,1883,TOYOTA,PRIUS,2013,HYBRID,ZILMETTA CAB INCORPORATED
471,5277,FORD,ESCAPE,2012,HYBRID,SNOWBLIND CAB CORP
472,2519,TOYOTA,PRIUS,2015,HYBRID,MARWILL CAB COMPANY
473,3057,TOYOTA,CAMRY,2014,HYBRID,HAFIZ BILAL EXPRESS INC.
474,4148,TOYOTA,SIENNA,2019,GASOLINE,PRECIOUS TRANSPORTATION COMPANY LLC
475,254,TOYOTA,PRIUS,2012,HYBRID,"TEWOLDE, INC."
476,5374,TOYOTA,PRIUS,2013,HYBRID,HASHIM TAXI CORP
477,1122,TOYOTA,CAMRY,2010,HYBRID,NS TRANSPORTATION INC
478,179,FORD,ESCAPE,2012,HYBRID,KING EDWARD CAB CORP.
479,6689,TOYOTA,PRIUS,2014,HYBRID,SIAM INCORPORATED I
480,5799,TOYOTA,PRIUS,2011,HYBRID,PEACE INC.
481,937,TOYOTA,CAMRY,2020,HYBRID,CHAKNAT TRANS INC
482,6480,TOYOTA,CAMRY,2014,HYBRID,RSA CAB CORP.
483,1451,FORD,C-MAX,2013,HYBRID,EC CHICAGO TAXI LLC
484,2616,TOYOTA,COROLLA,2015,GASOLINE,CORPORAL CAB CO
485,521,TOYOTA,CAMRY,2014,HYBRID,CHICAGO WINDY CITY INC
486,3096,DODGE,CARAVAN,2016,HYBRID,BIG CITY TAXI CORP.
487,4997,NISSAN,ALTIMA,2017,GASOLINE,RAVI EXPRESS INC.
488,4597,TOYOTA,CAMRY,2015,HYBRID,R K TAXI CORP
489,6113,TOYOTA,PRIUS,2014,HYBRID,AALA HAZRAT CAB CORP
490,1359,FORD,FUSION,2014,HYBRID,FRESH POWDER TAXI LLC
491,5452,TOYOTA,CAMRY,2014,HYBRID,LINJAKE INC.
492,2056,FORD,ESCAPE,2012,HYBRID,J & I CAB CORP
493,2617,FORD,FUSION,2014,HYBRID,SHIRAZ EXPRESS INC
494,6008,FORD,ESCAPE,2012,HYBRID,CHICAGO POLO VII INC.
495,4584,FORD,ESCAPE,2011,HYBRID,SIENNA ZONE CAB CO.
496,5235,TOYOTA,CAMRY,2012,HYBRID,NAGRA BROTHERS INC.
497,4455,TOYOTA,CAMRY,2014,HYBRID,THM CAB CORP.
498,6718,TOYOTA,CAMRY,2019,HYBRID,"MOON EXPRESS 1, INC."
499,2077,TOYOTA,CAMRY,2015,GASOLINE,"BOLBLIK, INC."
500,1244,MAZDA,MAZDA 3,2018,GASOLINE,YC21 LLC
501,1467,TOYOTA,CAMRY,2017,HYBRID,BAYARDOTOBAR INC
502,3843,TOYOTA,PRIUS,2014,HYBRID,SKY TAXI INC
503,4175,DODGE,CARAVAN,2013,FLEX FUEL,"LEMPIRA, INC."
504,6097,TOYOTA,RAV4,2017,GASOLINE,KWASEPO EXPRESS INC
505,5810,FORD,ESCAPE,2012,HYBRID,SLSJETS V CAB CORP.
506,1819,TOYOTA,PRIUS,2014,HYBRID,AWAN EXPRESS INC
507,1932,TOYOTA,CAMRY,2016,HYBRID,JITEN INC.
508,5609,TOYOTA,CAMRY,2012,HYBRID,ELSTON FOUR LLC
509,2176,HYUNDAI,ELANTRA,2018,GASOLINE,ZEUS CAB CORP.
510,6704,TOYOTA,CAMRY,2013,HYBRID,CARILLON TRANSIT LLC
511,1430,TOYOTA,CAMRY,2016,HYBRID,LUQMAN CORPORATION
512,5865,TOYOTA,PRIUS,2016,HYBRID,LUCKY SEVEN CHICAGO THREE INC.
513,2275,TOYOTA,CAMRY,2014,GASOLINE,KARR CAB COMPANY
514,3868,TOYOTA,CAMRY,2017,GASOLINE,"ILIRJAN, INC."
515,1178,TOYOTA,CAMRY,2016,HYBRID,"CHUN TRANSIT, INC."
516,2126,TOYOTA,PRIUS,2013,HYBRID,MACAVEL TRANS INC
517,5530,TOYOTA,CAMRY,2017,HYBRID,LAS PALMAS CAB CO INC
518,1311,TOYOTA,CAMRY,2015,GASOLINE,AOTMID CORP.
519,2605,TOYOTA,PRIUS,2015,HYBRID,ABEBE CORP
520,3167,NISSAN,ALTIMA,2011,HYBRID,FRANKLIN TAXI LLC
521,1818,TOYOTA,CAMRY,2014,HYBRID,FIRST CLASS TAXI CAB INC
522,588,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO XIII, INC."
523,4380,TOYOTA,CAMRY,2018,GASOLINE,WISE BEAT INC
524,3022,DODGE,CARAVAN,2010,FLEX FUEL,FEMDOT INC
525,1409,FORD,ESCAPE,2012,HYBRID,SNOWSTORM II HACKING CORP.
526,5716,FORD,FUSION,2014,HYBRID,MRS. TAXI INC
527,6061,FORD,ESCAPE,2012,HYBRID,J & I CAB CORP
528,4610,NISSAN,ALTIMA,2011,HYBRID,JNR III INC.
529,3015,TOYOTA,CAMRY,2014,HYBRID,TANAKA TRANS CORP.
530,1675,TOYOTA,CAMRY,2014,HYBRID,CIVIC CHICAGO INC.
531,3320,TOYOTA,PRIUS,2011,HYBRID,TIPU SULTAN CORP
532,4785,TOYOTA,RAV4,2017,HYBRID,MEMONA CAB CORP.
533,3365,TOYOTA,CAMRY,2012,HYBRID,"TANAKA TRANS CORP., II"
534,923,TOYOTA,PRIUS,2012,HYBRID,TIMBI CAB CO
535,6454,TOYOTA,CAMRY,2012,HYBRID,LIKISI INC.
536,5307,TOYOTA,CAMRY,2012,HYBRID,JOHN-AYISCO CORP
537,2907,TOYOTA,CAMRY,2015,HYBRID,MODHISH INC.
538,2119,TOYOTA,CAMRY,2013,HYBRID,SETARE 2 INC
539,714,TOYOTA,PRIUS,2016,HYBRID,JZG TRANSIT CO.
540,3324,TOYOTA,CAMRY,2013,HYBRID,AKAL CAB COMPANY
541,6945,TOYOTA,CAMRY,2012,HYBRID,TANAKA TRANS CORP.
542,5107,TOYOTA,PRIUS,2014,HYBRID,ILIRIA TAXI INC
543,6502,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO XVII, INC"
544,2052,TOYOTA,SCION,2015,GASOLINE,"ADRIANA TAXI CAB, CO"
545,4171,TOYOTA,CAMRY,2017,HYBRID,TAXI MEDALLION GROUP LLC SERIESXXVI
546,5471,TOYOTA,PRIUS,2016,HYBRID,A. N. CAB CO. INC
547,6278,TOYOTA,PRIUS,2014,HYBRID,SCORPION CAB CO.
548,2184,TOYOTA,RAV4,2018,GASOLINE,GOALS TAXI INC
549,5800,TOYOTA,PRIUS,2014,HYBRID,SENAI TAXI CORP
550,2579,TOYOTA,PRIUS,2014,HYBRID,SANTORINI FIVE CAB CORP.
551,272,FORD,ESCAPE,2011,HYBRID,C K A CORP
552,5569,TOYOTA,CAMRY,2012,HYBRID,N.S.S. CAB CORPORATION
553,5389,TOYOTA,CAMRY,2014,HYBRID,BAZZI CAB COMPANY
554,5553,FORD,ESCAPE,2012,HYBRID,BROWN EYES CAB CORP.
555,2585,TOYOTA,CAMRY,2014,HYBRID,CHICAGO EXPRESS INC.
556,2283,TOYOTA,CAMRY,2014,HYBRID,EMIKISSA'S INC
557,6752,TOYOTA,CAMRY,2017,HYBRID,TAXI MEDALLION GROUP LLC-SERIES 37
558,895,TOYOTA,PRIUS,2013,HYBRID,PEACE TAXICAB INC
559,1925,FORD,ESCAPE,2012,HYBRID,ACCORD CAB COMPANY LLC
560,4541,TOYOTA,RAV4,2013,GASOLINE,EXPERT CAB CO
561,6355,TOYOTA,PRIUS,2017,HYBRID,TOMMY & JERRY TAXI INC
562,1702,TOYOTA,CAMRY,2012,HYBRID,SARA ELIAS INC
563,5109,TOYOTA,CAMRY,2013,HYBRID,"PED 3, LLC"
564,4960,TOYOTA,CAMRY,2013,HYBRID,WEDEB CAB CO.
565,3190,TOYOTA,CAMRY,2016,HYBRID,FRICTION INCORPORATED
566,2846,TOYOTA,SCION,2013,GASOLINE,"BAHMAN CAB CO., INC."
567,4234,TOYOTA,CAMRY,2014,HYBRID,CHICAGO MEDALLION TWO LLC.
568,3072,TOYOTA,CAMRY,2012,HYBRID,PUNJAB ROADWAYS INC
569,229,TOYOTA,PRIUS,2013,HYBRID,IL 9 CORP
570,2920,TOYOTA,PRIUS,2012,HYBRID,TEGORBA CAB CORP
571,5021,TOYOTA,CAMRY,2014,HYBRID,GOLEMI TRANS INC
572,4082,NISSAN,SENTRA,2019,GASOLINE,AGAPH CAB CORP
573,4713,TOYOTA,PRIUS,2012,HYBRID,SONU INC.
574,5874,TOYOTA,CAMRY,2015,HYBRID,SERGEY CAB CORP
575,2336,TOYOTA,CAMRY,2013,HYBRID,LUBOK INC
576,1362,TOYOTA,SIENNA,2018,GASOLINE,SHEENA CORP
577,2629,TOYOTA,CAMRY,2011,HYBRID,MCCAB  IV CORP.
578,2136,TOYOTA,PRIUS,2014,HYBRID,MICHIALE CORP.
579,4540,DODGE,GRAND CARAVAN,2017,FLEX FUEL,ELSTON FOUR LLC
580,3237,TOYOTA,PRIUS,2012,HYBRID,AMR CAB CORP.
581,1714,VPG,MV-1,2012,COMPRESSED NATURAL GAS,AQUA ZONE CAB CO.
582,4777,TOYOTA,CAMRY,2014,HYBRID,CHATHA ENTERPRISES INC
583,4340,TOYOTA,CAMRY,2013,HYBRID,"WADOOD, INC"
584,1182,TOYOTA,SIENNA,2020,GASOLINE,YC19 LLC
585,4611,FORD,ESCAPE,2012,HYBRID,MOISTURE II HACKING CORP.
586,3202,TOYOTA,PRIUS,2014,HYBRID,TRAVELERS CAB COMPANY
587,1125,FORD,FUSION,2014,HYBRID,SAIL TAXI INC
588,6381,FORD,ESCAPE,2012,HYBRID,CHICAGO AUCTION CAB CO.
589,5866,TOYOTA,PRIUS,2016,HYBRID,LUCKY SEVEN CHICAGO THREE INC.
590,2565,TOYOTA,SIENNA,2016,GASOLINE,TOBIADE INC.
591,4165,NISSAN,ALTIMA,2011,HYBRID,SABREENA TAXI CO
592,2484,FORD,FUSION,2012,HYBRID,"ABRON CAB COMPANY, INC."
593,2205,TOYOTA,CAMRY,2014,HYBRID,SHABERA CORP
594,1611,TOYOTA,PRIUS,2014,HYBRID,RAINSTORM II HACKING CORP.
595,2696,FORD,ESCAPE,2012,HYBRID,J & I CAB CORP
596,6138,TOYOTA,PRIUS,2012,HYBRID,BRANDON INC.
597,1733,TOYOTA,CAMRY,2013,HYBRID,ROHEE CAB INC
598,2230,TOYOTA,COROLLA,2017,GASOLINE,CHICAGO CAB 2 CORP.
599,1622,TOYOTA,CAMRY,2015,HYBRID,VJOSA CAB CO.
600,3251,DODGE,GRAND CARAVAN,2017,FLEX FUEL,BESSIES CAB CORP
601,4187,TOYOTA,RAV4,2018,GASOLINE,AARON-VMT LLC
602,105,TOYOTA,CAMRY,2013,HYBRID,MCCAB X CORP.
603,3081,TOYOTA,CAMRY,2012,HYBRID,IDEAL CAB COMPANY
604,5497,TOYOTA,SIENNA,2017,GASOLINE,KOUROU CAB CORP
605,4479,FORD,FUSION,2018,HYBRID,ADAMS TAXI LLC
606,2806,FORD,C-MAX,2013,HYBRID,MADISON CAB CORP.
607,3478,NISSAN,SENTRA,2019,GASOLINE,AGAPH CAB CORP
608,2310,TOYOTA,CAMRY,2017,HYBRID,GEE GEE INC
609,2367,TOYOTA,CAMRY,2014,HYBRID,NEXTGEN TAXI I INC
610,2924,TOYOTA,PRIUS,2014,HYBRID,SARATOGA TAXI LLC
611,3347,FORD,ESCAPE,2012,HYBRID,GREEN EYES CAB CORP.
612,1885,TOYOTA,CAMRY,2017,HYBRID,OKIES CAB CORP.
613,5341,TOYOTA,PRIUS,2015,HYBRID,TAXI MEDALLION GROUP LLC SERIES II
614,1875,TOYOTA,SIENNA,2018,GASOLINE,MYKONOS CAB CORP.
615,3166,TOYOTA,SIENNA,2020,GASOLINE,FRANKLIN TAXI LLC
616,1147,TOYOTA,PRIUS,2016,HYBRID,CRAZY JEFFREY CAB CORP
617,324,TOYOTA,CAMRY,2014,HYBRID,EBUDOLA CAB CO
618,1381,FORD,C-MAX,2013,HYBRID,EC CHICAGO TAXI LLC
619,5517,TOYOTA,CAMRY,2014,HYBRID,"PASALIC, INC."
620,1464,TOYOTA,PRIUS,2015,HYBRID,JONHI CORP
621,2692,TOYOTA,RAV4,2016,GASOLINE,"HEE YOO, INC"
622,3295,TOYOTA,CAMRY,2015,GASOLINE,SHANDY DALLAS INC.
623,5712,TOYOTA,RAV4,2015,GASOLINE,MULTAN EXPRESS INC
624,3814,TOYOTA,PRIUS,2017,HYBRID,SENA & KENA INC.
625,2215,TOYOTA,CAMRY,2015,HYBRID,POTRERO INC
626,2395,TOYOTA,SIENNA,2019,GASOLINE,PARIKH ENTERPRISES I INC
627,2254,TOYOTA,PRIUS,2015,HYBRID,FERIGO TAXI INC
628,4716,TOYOTA,CAMRY,2014,HYBRID,SUMAR INC
629,2717,TOYOTA,CAMRY,2013,HYBRID,NBA TAXI INC II
630,3944,TOYOTA,CAMRY,2015,HYBRID,AYAAN ONE INC
631,810,TOYOTA,CAMRY,2015,HYBRID,CREATION CAB INC
632,5025,FORD,FUSION,2014,HYBRID,"CHRISS, INC."
633,3245,TOYOTA,CAMRY,2016,HYBRID,BIG CITY TAXI CORP.
634,5096,TOYOTA,CAMRY,2016,HYBRID,FOUR M EXPRESS INC
635,5434,TOYOTA,CAMRY,2012,HYBRID,MONTY CAB CO
636,1509,FORD,ESCAPE,2012,HYBRID,GYPSY CAB CORP.
637,416,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
638,1344,FORD,ESCAPE,2012,HYBRID,BARBIE IN CHICAGO CAB CORP
639,4622,TOYOTA,PRIUS,2013,HYBRID,"ACCELERATED TRANSPORTATION, CORP."
640,6050,TOYOTA,SIENNA,2019,GASOLINE,JONOKA CAB CO
641,2255,TOYOTA,CAMRY,2012,HYBRID,HARRY CAB CO
642,5628,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO VIII, INC."
643,1634,TOYOTA,CAMRY,2013,HYBRID,A.R.M.S. CAB CO.
644,4862,HONDA,CRV,2014,GASOLINE,MANGIB CORP.
645,5738,TOYOTA,CAMRY,2014,HYBRID,CHICAGO TAXI EXPRESS INC.
646,4865,TOYOTA,CAMRY,2014,HYBRID,IGBINOGHODUA J EDOMWONYI
647,3556,CHEVROLET,IMPALA,2011,FLEX FUEL,RODNEY ANDREWS
648,2663,TOYOTA,CAMRY,2013,HYBRID,"ANGELA TRANS, INC."
649,6170,HYUNDAI,ELANTRA,2018,GASOLINE,POSEIDON CAB CORP
650,5820,TOYOTA,CAMRY,2018,HYBRID,KGN CAB LLC
651,6903,TOYOTA,PRIUS,2013,HYBRID,TRI STATE CAB CORP.
652,1473,TOYOTA,CAMRY,2016,HYBRID,YC26 LLC
653,1419,TOYOTA,CAMRY,2018,HYBRID,B M K CORP.
654,3877,TOYOTA,PRIUS,2014,HYBRID,LUXOR INC
655,3004,TOYOTA,CAMRY,2016,HYBRID,NORTH CAB CO
656,6063,TOYOTA,CAMRY,2017,HYBRID,NIAZ & SONS INC
657,3679,TOYOTA,CAMRY,2013,HYBRID,RASHID A SHAIKH
658,1197,TOYOTA,CAMRY,2013,HYBRID,INARA ENTERPRISE INC
659,5456,TOYOTA,CAMRY,2014,HYBRID,A A CAB CO II
660,6042,FORD,ESCAPE,2012,HYBRID,3860 TAXI CORP
661,3643,TOYOTA,CAMRY,2014,HYBRID,KWIK CAB CORPORATION
662,6492,TOYOTA,PRIUS,2014,HYBRID,CHICAGO AUCTION CAB CO.
663,2299,TOYOTA,CAMRY,2016,HYBRID,ULTIMATE RIDE INC
664,3040,TOYOTA,CAMRY,2014,HYBRID,SAMRAZA INC
665,893,FORD,ESCAPE,2012,HYBRID,MEDALLION FUNDING CHICAGO CORP II
666,5310,TOYOTA,CAMRY,2013,HYBRID,NYAME BEKYERE INC.
667,5401,MERCURY,GRAND MARQUIS,2010,FLEX FUEL,JOSEPH E HANNA
668,1180,TOYOTA,PRIUS,2011,HYBRID,MAB CAB CO
669,5417,TOYOTA,CAMRY,2014,HYBRID,KAPO TAXI CORP
670,5597,TOYOTA,CAMRY,2012,HYBRID,AMODI CAB CORPORATION
671,2895,TOYOTA,PRIUS,2014,HYBRID,SLSJETS I CAB CORP.
672,6914,TOYOTA,PRIUS,2011,HYBRID,MASRI INC
673,3335,FORD,C-MAX,2013,HYBRID,TRIBECA TWO CAB CORP.
674,5742,FORD,ESCAPE,2012,HYBRID,CHICAGO POLO VII INC.
675,3961,TOYOTA,COROLLA,2018,GASOLINE,ARES CAB CORP.
676,2524,TOYOTA,SIENNA,2019,GASOLINE,P T K CAB CO
677,3924,FORD,ESCAPE,2012,HYBRID,SNOWBLIND CAB CORP
678,6519,TOYOTA,CAMRY,2019,HYBRID,GEELMAN CORP.
679,4601,FORD,ESCAPE,2012,HYBRID,MOISTURE II HACKING CORP.
680,6742,TOYOTA,CAMRY,2015,HYBRID,TASHA RIDE INC.
681,2591,TOYOTA,PRIUS,2014,HYBRID,A & S CAB CO INC
682,5881,TOYOTA,CAMRY,2015,HYBRID,POPO INC
683,4316,TOYOTA,PRIUS,2012,HYBRID,AIC EXPRESS INC.
684,2657,TOYOTA,PRIUS,2013,HYBRID,KEELER CAB CO
685,6393,TOYOTA,RAV4,2018,HYBRID,LALA TAXI CORP.
686,1734,TOYOTA,CAMRY,2013,HYBRID,RKJ CAB CO
687,1232,TOYOTA,RAV4,2020,HYBRID,KENNATT TRANSPORT INC
688,1698,TOYOTA,CAMRY,2016,HYBRID,BOULEVARD 1 CORP
689,13,TOYOTA,CAMRY,2012,HYBRID,ABDELKADER BOUABDALLAOUI
690,2292,TOYOTA,CAMRY,2014,HYBRID,G.F.G. CAB CO
691,6115,TOYOTA,CAMRY,2014,HYBRID,M A I CAB CO
692,5050,TOYOTA,CAMRY,2017,HYBRID,HI FI INC
693,40,FORD,ESCAPE,2012,HYBRID,TIPTOM TOO INC
