,R1,R2,R3,R4,R5,Class,Explanation
691,7,11,10,3,1,0,Nothing in hand
692,9,12,8,3,12,1,One pair
693,9,13,11,4,6,0,Nothing in hand
694,7,3,9,12,3,1,One pair
695,3,7,6,2,6,1,One pair
696,3,11,9,10,3,1,One pair
697,12,3,5,8,13,0,Nothing in hand
698,2,4,5,3,12,5,Flush
699,6,13,10,13,4,1,One pair
700,5,1,2,11,13,0,Nothing in hand
701,9,5,8,11,3,0,Nothing in hand
702,2,9,5,11,12,0,Nothing in hand
703,2,5,2,1,13,1,One pair
704,11,9,3,13,9,1,One pair
705,13,6,12,11,13,1,One pair
706,4,13,12,9,12,1,One pair
707,1,3,4,2,4,1,One pair
708,11,4,13,1,8,0,Nothing in hand
709,8,11,4,6,8,1,One pair
710,13,2,11,6,10,0,Nothing in hand
711,5,1,11,6,10,0,Nothing in hand
712,10,6,7,7,13,1,One pair
713,9,12,8,8,7,1,One pair
714,12,7,4,5,4,1,One pair
715,4,8,10,7,10,1,One pair
716,4,4,9,10,5,1,One pair
717,9,4,6,1,5,0,Nothing in hand
718,5,11,7,5,6,1,One pair
719,9,6,12,5,13,0,Nothing in hand
720,4,3,2,1,7,0,Nothing in hand
721,9,2,5,2,1,1,One pair
722,6,1,4,2,10,0,Nothing in hand
723,10,13,1,4,6,0,Nothing in hand
724,2,11,9,7,10,0,Nothing in hand
725,9,10,2,5,1,0,Nothing in hand
726,8,6,9,6,8,2,Two pairs
727,1,2,5,9,12,0,Nothing in hand
728,10,2,12,10,4,1,One pair
729,7,1,6,7,12,1,One pair
730,3,6,2,13,3,1,One pair
731,11,8,8,5,1,1,One pair
732,3,2,13,5,12,0,Nothing in hand
733,9,10,5,2,12,0,Nothing in hand
734,13,4,8,1,3,0,Nothing in hand
735,9,13,5,10,12,0,Nothing in hand
736,4,9,12,6,12,1,One pair
737,1,6,4,11,13,0,Nothing in hand
738,5,7,3,3,2,1,One pair
739,5,12,10,10,13,1,One pair
740,4,9,6,8,10,0,Nothing in hand
741,10,2,13,9,6,0,Nothing in hand
742,13,7,1,10,7,1,One pair
743,7,6,4,8,10,0,Nothing in hand
744,8,10,12,10,1,1,One pair
745,7,8,3,9,2,0,Nothing in hand
746,12,2,12,4,8,1,One pair
747,5,4,8,6,6,1,One pair
748,11,10,10,12,2,1,One pair
749,7,8,10,9,2,0,Nothing in hand
750,4,3,3,11,2,1,One pair
751,2,4,2,5,6,1,One pair
752,11,1,1,5,10,1,One pair
753,6,12,11,8,6,1,One pair
754,9,4,3,5,9,1,One pair
755,8,11,13,9,10,0,Nothing in hand
756,2,4,1,13,3,0,Nothing in hand
757,4,10,3,9,11,0,Nothing in hand
758,2,6,8,5,11,0,Nothing in hand
759,10,7,1,3,12,0,Nothing in hand
760,1,4,2,12,11,0,Nothing in hand
761,10,1,4,10,11,1,One pair
762,10,7,1,3,2,0,Nothing in hand
763,12,9,7,3,6,0,Nothing in hand
764,3,12,5,9,8,0,Nothing in hand
765,2,13,7,7,11,1,One pair
766,4,12,4,2,10,1,One pair
767,10,7,1,9,3,0,Nothing in hand
768,6,1,6,2,12,1,One pair
769,9,10,11,7,8,4,Straight
770,1,11,10,4,10,1,One pair
771,1,4,10,7,13,0,Nothing in hand
772,2,7,3,3,5,1,One pair
773,3,13,4,5,9,0,Nothing in hand
774,3,13,9,7,3,1,One pair
775,13,4,9,7,2,0,Nothing in hand
776,8,6,3,13,9,0,Nothing in hand
777,6,13,5,10,8,0,Nothing in hand
778,6,13,2,6,10,1,One pair
779,2,2,11,1,5,1,One pair
780,6,9,6,1,1,2,Two pairs
781,11,5,2,1,2,1,One pair
782,2,13,8,2,5,1,One pair
783,1,12,10,6,5,0,Nothing in hand
784,8,1,13,9,7,0,Nothing in hand
785,9,7,5,5,3,1,One pair
786,4,6,5,8,8,1,One pair
787,5,8,13,1,4,0,Nothing in hand
788,12,5,4,13,8,0,Nothing in hand
789,12,12,13,2,10,1,One pair
790,7,5,1,13,7,1,One pair
791,6,13,3,8,10,0,Nothing in hand
792,12,3,7,10,4,0,Nothing in hand
793,1,8,7,9,8,1,One pair
794,2,12,13,8,13,1,One pair
795,4,9,5,11,4,1,One pair
796,11,4,12,5,5,1,One pair
797,13,7,7,9,1,1,One pair
798,9,1,11,3,5,0,Nothing in hand
799,4,13,6,10,11,0,Nothing in hand
800,6,3,6,9,4,1,One pair
801,3,3,13,2,6,1,One pair
802,4,1,8,2,9,0,Nothing in hand
803,11,8,1,9,7,0,Nothing in hand
804,9,9,1,5,9,3,Three of a kind
805,3,10,4,4,8,1,One pair
806,6,5,1,8,4,0,Nothing in hand
807,6,1,9,3,8,0,Nothing in hand
808,5,4,12,2,2,1,One pair
809,12,6,2,5,1,0,Nothing in hand
810,2,2,6,12,10,1,One pair
811,6,9,1,7,11,0,Nothing in hand
812,8,12,2,5,4,0,Nothing in hand
813,4,9,4,11,9,2,Two pairs
814,12,1,13,4,3,5,Flush
815,8,5,1,7,12,0,Nothing in hand
816,13,5,5,13,4,2,Two pairs
817,10,5,13,8,12,0,Nothing in hand
818,13,9,3,8,5,0,Nothing in hand
819,13,5,8,4,1,0,Nothing in hand
820,11,1,1,7,4,1,One pair
821,8,11,10,6,8,1,One pair
822,11,7,3,13,12,0,Nothing in hand
823,2,9,5,11,10,0,Nothing in hand
824,12,8,3,1,4,0,Nothing in hand
825,7,4,1,3,6,0,Nothing in hand
826,7,5,13,11,3,0,Nothing in hand
827,1,4,1,8,1,3,Three of a kind
828,5,12,12,4,13,1,One pair
829,7,2,5,5,11,1,One pair
830,8,12,6,11,8,1,One pair
831,12,9,12,3,13,1,One pair
832,9,2,13,2,9,2,Two pairs
833,9,10,13,10,8,1,One pair
834,4,12,7,5,2,0,Nothing in hand
835,13,12,5,2,3,0,Nothing in hand
836,6,11,8,8,6,2,Two pairs
837,10,9,11,1,12,0,Nothing in hand
838,7,12,10,10,6,1,One pair
839,13,13,3,9,10,1,One pair
840,11,10,2,13,4,0,Nothing in hand
841,8,1,9,5,4,0,Nothing in hand
842,2,9,6,5,3,0,Nothing in hand
843,9,9,2,1,13,1,One pair
844,10,11,2,1,6,0,Nothing in hand
845,1,11,7,13,5,0,Nothing in hand
846,10,12,6,9,13,0,Nothing in hand
847,11,13,3,4,5,0,Nothing in hand
848,3,10,8,3,7,1,One pair
849,5,11,13,6,4,0,Nothing in hand
850,5,2,4,3,6,4,Straight
851,1,1,5,2,8,1,One pair
852,7,8,2,2,3,1,One pair
853,1,9,6,6,13,1,One pair
854,10,8,13,2,3,0,Nothing in hand
855,5,12,5,3,8,1,One pair
856,1,9,7,9,6,1,One pair
857,13,11,9,2,8,0,Nothing in hand
858,6,8,1,7,11,0,Nothing in hand
859,1,2,5,3,13,0,Nothing in hand
860,7,3,4,9,11,0,Nothing in hand
861,13,8,11,11,5,1,One pair
862,13,4,12,5,6,0,Nothing in hand
863,11,2,7,10,8,0,Nothing in hand
864,8,5,3,2,11,0,Nothing in hand
865,11,5,11,10,5,2,Two pairs
866,3,6,12,8,13,0,Nothing in hand
867,5,7,11,9,2,0,Nothing in hand
868,12,3,1,11,9,0,Nothing in hand
869,3,6,1,12,9,0,Nothing in hand
870,7,6,5,12,8,0,Nothing in hand
871,9,5,1,10,3,0,Nothing in hand
872,13,11,5,13,9,1,One pair
873,4,1,1,8,7,1,One pair
874,3,8,7,1,2,0,Nothing in hand
875,13,12,10,7,11,0,Nothing in hand
876,7,10,5,8,8,1,One pair
877,1,2,12,6,9,0,Nothing in hand
878,13,9,4,11,7,0,Nothing in hand
879,1,2,12,11,13,0,Nothing in hand
880,12,11,6,11,5,1,One pair
881,2,8,10,8,11,1,One pair
882,3,2,9,9,12,1,One pair
883,12,5,3,8,10,0,Nothing in hand
884,7,2,5,3,10,0,Nothing in hand
885,7,8,2,5,9,0,Nothing in hand
886,9,10,4,13,6,0,Nothing in hand
887,4,3,10,8,4,1,One pair
888,6,3,11,6,11,2,Two pairs
889,9,2,9,12,4,1,One pair
890,7,13,8,10,12,0,Nothing in hand
891,8,1,12,6,11,0,Nothing in hand
892,11,1,3,7,11,1,One pair
893,12,9,13,13,3,1,One pair
894,6,9,10,1,2,0,Nothing in hand
895,11,6,4,3,8,0,Nothing in hand
896,9,5,2,1,11,0,Nothing in hand
897,12,3,1,11,13,0,Nothing in hand
898,6,11,13,10,12,0,Nothing in hand
899,7,9,2,8,7,1,One pair
900,12,8,8,6,5,1,One pair
901,9,9,2,2,12,2,Two pairs
902,8,10,7,7,2,1,One pair
903,11,12,13,7,3,0,Nothing in hand
904,12,3,12,3,9,2,Two pairs
905,1,13,2,1,9,1,One pair
906,9,5,13,2,10,0,Nothing in hand
907,13,3,2,8,12,0,Nothing in hand
908,9,2,5,3,13,0,Nothing in hand
909,11,12,11,5,6,1,One pair
910,1,2,11,3,2,1,One pair
911,8,7,5,2,10,0,Nothing in hand
912,8,7,8,3,7,2,Two pairs
913,13,5,13,4,1,1,One pair
914,6,2,9,10,1,0,Nothing in hand
915,4,5,9,7,5,1,One pair
916,9,1,13,7,13,1,One pair
917,13,8,7,5,12,0,Nothing in hand
918,5,12,9,11,4,0,Nothing in hand
919,10,1,11,9,13,0,Nothing in hand
920,2,10,10,7,5,1,One pair
921,10,5,2,6,7,0,Nothing in hand
922,6,5,1,9,12,5,Flush
923,8,4,11,3,13,0,Nothing in hand
924,4,13,12,5,13,1,One pair
925,10,9,12,13,13,1,One pair
926,3,1,8,2,7,0,Nothing in hand
927,5,8,12,1,9,0,Nothing in hand
928,10,12,3,2,4,0,Nothing in hand
929,10,8,7,2,6,0,Nothing in hand
930,7,6,6,11,2,1,One pair
931,9,13,12,9,8,1,One pair
932,3,8,5,13,7,0,Nothing in hand
933,12,3,7,9,6,0,Nothing in hand
934,12,1,3,6,5,0,Nothing in hand
935,9,2,10,9,3,1,One pair
936,10,3,9,3,1,1,One pair
937,10,5,1,1,7,1,One pair
938,10,4,4,1,2,1,One pair
939,13,9,1,3,9,1,One pair
940,1,9,1,8,12,1,One pair
941,6,11,11,4,10,1,One pair
942,6,8,12,2,6,1,One pair
943,3,8,8,5,10,1,One pair
944,3,8,2,11,6,0,Nothing in hand
945,9,2,3,4,6,0,Nothing in hand
946,4,12,13,1,6,0,Nothing in hand
947,9,12,4,4,12,2,Two pairs
948,12,13,11,11,10,1,One pair
949,12,5,11,9,8,0,Nothing in hand
950,9,8,5,6,13,0,Nothing in hand
951,2,4,5,8,2,1,One pair
952,8,6,12,13,1,0,Nothing in hand
953,9,6,7,4,4,1,One pair
954,1,2,13,13,1,2,Two pairs
955,12,8,6,4,4,1,One pair
956,9,3,13,2,12,0,Nothing in hand
957,6,5,2,4,7,0,Nothing in hand
958,2,2,10,3,4,1,One pair
959,7,3,9,5,3,1,One pair
960,8,9,12,8,11,1,One pair
961,13,1,3,12,13,1,One pair
962,1,6,7,11,5,0,Nothing in hand
963,8,3,3,9,13,1,One pair
964,11,2,8,12,3,0,Nothing in hand
965,4,13,6,1,7,0,Nothing in hand
966,12,4,2,11,7,0,Nothing in hand
967,11,10,12,1,12,1,One pair
968,1,11,13,5,1,1,One pair
969,11,1,12,12,2,1,One pair
970,11,2,2,1,11,2,Two pairs
971,13,8,1,5,5,1,One pair
972,9,2,5,8,7,0,Nothing in hand
973,10,9,8,4,5,0,Nothing in hand
974,11,3,8,13,10,0,Nothing in hand
975,3,6,1,11,4,0,Nothing in hand
976,7,4,10,9,12,5,Flush
977,9,8,7,9,6,1,One pair
978,9,11,2,7,10,0,Nothing in hand
979,3,8,9,5,7,0,Nothing in hand
980,2,8,7,13,8,1,One pair
981,6,2,8,9,4,0,Nothing in hand
982,6,13,13,3,5,1,One pair
983,7,8,11,2,2,1,One pair
984,1,13,3,7,7,1,One pair
985,11,10,2,1,12,0,Nothing in hand
986,4,5,12,2,13,0,Nothing in hand
987,7,8,5,2,10,0,Nothing in hand
988,1,8,13,9,1,1,One pair
989,7,4,12,4,3,1,One pair
990,9,3,13,11,5,5,Flush
991,1,3,5,8,12,0,Nothing in hand
992,2,6,11,13,6,1,One pair
993,8,13,7,10,11,0,Nothing in hand
994,10,7,13,11,3,0,Nothing in hand
995,9,12,9,6,13,1,One pair
996,11,13,6,11,3,1,One pair
997,10,13,9,10,4,1,One pair
998,1,9,8,2,4,0,Nothing in hand
999,11,12,13,3,3,1,One pair
1000,3,6,2,6,1,1,One pair
1001,4,8,11,9,5,0,Nothing in hand
1002,6,3,2,1,2,1,One pair
1003,8,2,5,8,4,1,One pair
1004,9,3,9,13,11,1,One pair
1005,2,4,10,2,11,1,One pair
1006,13,5,2,4,9,0,Nothing in hand
1007,8,11,2,4,11,1,One pair
1008,8,9,12,3,6,0,Nothing in hand
1009,10,1,7,1,5,1,One pair
1010,2,13,10,13,9,1,One pair
1011,7,4,6,2,5,0,Nothing in hand
1012,9,6,5,11,13,0,Nothing in hand
1013,7,9,11,2,3,0,Nothing in hand
1014,12,12,1,7,4,1,One pair
1015,7,2,5,1,9,0,Nothing in hand
1016,3,9,6,2,8,0,Nothing in hand
1017,1,9,12,4,11,0,Nothing in hand
1018,3,11,9,12,7,0,Nothing in hand
1019,7,5,4,9,4,1,One pair
1020,10,7,8,11,9,4,Straight
1021,3,11,12,9,6,0,Nothing in hand
1022,13,6,7,9,12,0,Nothing in hand
1023,4,7,6,3,4,1,One pair
1024,7,4,10,2,10,1,One pair
1025,8,13,5,9,1,0,Nothing in hand
1026,6,3,12,4,10,0,Nothing in hand
1027,12,1,9,1,6,1,One pair
1028,6,7,10,11,4,0,Nothing in hand
1029,13,7,12,5,2,0,Nothing in hand
1030,1,6,7,10,4,0,Nothing in hand
1031,7,5,9,1,8,0,Nothing in hand
1032,11,3,11,2,6,1,One pair
1033,11,4,5,2,9,0,Nothing in hand
1034,4,10,3,5,9,0,Nothing in hand
1035,11,9,5,9,7,1,One pair
1036,5,3,1,10,6,0,Nothing in hand
1037,8,7,3,7,12,1,One pair
1038,12,8,7,3,6,0,Nothing in hand
1039,2,12,8,13,1,0,Nothing in hand
1040,7,5,9,6,9,1,One pair
1041,9,9,7,5,1,1,One pair
1042,12,2,11,11,3,1,One pair
1043,2,13,13,3,13,3,Three of a kind
1044,10,11,10,9,1,1,One pair
1045,6,9,5,8,13,0,Nothing in hand
1046,2,10,7,10,6,1,One pair
1047,8,13,8,2,2,2,Two pairs
1048,10,9,11,11,5,1,One pair
1049,10,10,3,5,6,1,One pair
1050,2,13,3,6,10,0,Nothing in hand
1051,5,6,13,7,2,0,Nothing in hand
1052,13,1,8,13,1,2,Two pairs
1053,4,5,9,2,3,0,Nothing in hand
1054,9,2,9,10,3,1,One pair
1055,3,5,1,9,4,0,Nothing in hand
1056,11,6,4,5,2,0,Nothing in hand
1057,3,13,5,11,3,1,One pair
1058,4,7,11,4,2,1,One pair
1059,1,10,2,8,12,0,Nothing in hand
1060,1,9,10,8,8,1,One pair
1061,2,10,11,8,6,0,Nothing in hand
1062,8,5,10,2,1,0,Nothing in hand
1063,8,7,9,6,5,4,Straight
1064,8,1,5,4,10,0,Nothing in hand
1065,10,12,2,11,3,0,Nothing in hand
1066,1,5,3,4,5,1,One pair
1067,9,13,11,6,11,1,One pair
1068,13,12,11,11,6,1,One pair
1069,9,7,13,12,5,0,Nothing in hand
1070,7,8,5,1,5,1,One pair
1071,1,10,8,6,3,0,Nothing in hand
1072,8,6,7,7,1,1,One pair
1073,7,11,9,3,12,0,Nothing in hand
1074,9,9,6,3,5,1,One pair
1075,11,9,7,2,4,0,Nothing in hand
1076,10,6,8,8,9,1,One pair
1077,4,13,7,11,9,0,Nothing in hand
1078,6,7,1,4,1,1,One pair
1079,7,4,1,7,10,1,One pair
1080,4,4,7,1,13,1,One pair
1081,2,6,2,2,8,3,Three of a kind
1082,4,11,8,6,2,0,Nothing in hand
1083,1,6,5,13,5,1,One pair
1084,3,10,13,6,11,0,Nothing in hand
1085,3,8,1,4,10,0,Nothing in hand
1086,5,7,11,9,1,0,Nothing in hand
1087,4,12,1,1,13,1,One pair
1088,7,2,9,11,2,1,One pair
1089,7,13,12,5,10,0,Nothing in hand
1090,3,13,13,12,6,1,One pair
1091,4,13,9,6,8,0,Nothing in hand
1092,1,13,7,6,11,0,Nothing in hand
1093,1,2,7,7,2,2,Two pairs
1094,8,10,12,4,2,0,Nothing in hand
1095,4,8,13,7,10,0,Nothing in hand
1096,6,7,10,2,10,1,One pair
1097,1,8,8,5,3,1,One pair
1098,10,3,5,3,9,1,One pair
1099,7,5,5,3,8,1,One pair
1100,2,11,11,10,8,1,One pair
1101,10,7,2,8,11,0,Nothing in hand
1102,2,13,13,1,11,1,One pair
1103,2,10,6,1,5,0,Nothing in hand
1104,4,10,3,9,7,0,Nothing in hand
1105,3,12,4,10,2,0,Nothing in hand
1106,2,7,7,7,1,3,Three of a kind
1107,4,8,12,11,7,0,Nothing in hand
1108,3,7,6,4,1,0,Nothing in hand
1109,9,9,6,13,5,1,One pair
1110,5,13,12,13,1,1,One pair
1111,11,4,6,12,13,0,Nothing in hand
1112,13,1,8,7,4,0,Nothing in hand
1113,13,8,5,3,10,0,Nothing in hand
1114,2,11,12,10,1,0,Nothing in hand
1115,7,2,5,9,8,0,Nothing in hand
1116,13,3,10,9,8,0,Nothing in hand
1117,2,6,1,8,3,0,Nothing in hand
1118,9,7,9,13,6,1,One pair
1119,11,7,9,2,5,0,Nothing in hand
1120,13,8,10,7,11,0,Nothing in hand
1121,3,10,9,10,5,1,One pair
1122,7,13,9,8,2,0,Nothing in hand
1123,8,2,4,10,7,0,Nothing in hand
1124,1,10,10,6,7,1,One pair
1125,5,6,1,13,13,1,One pair
1126,1,7,8,12,3,0,Nothing in hand
1127,5,11,5,1,8,1,One pair
1128,5,3,10,8,13,0,Nothing in hand
1129,3,13,10,2,10,1,One pair
1130,4,7,11,11,13,1,One pair
1131,6,1,12,12,8,1,One pair
1132,6,3,5,7,8,0,Nothing in hand
1133,9,11,11,3,7,1,One pair
1134,12,10,13,3,4,0,Nothing in hand
1135,1,6,11,3,6,1,One pair
1136,13,9,12,11,6,0,Nothing in hand
1137,3,9,10,1,4,0,Nothing in hand
1138,13,2,8,2,9,1,One pair
1139,11,1,13,4,11,1,One pair
1140,10,5,7,12,4,0,Nothing in hand
1141,13,10,9,12,7,0,Nothing in hand
1142,6,4,13,10,10,1,One pair
1143,11,10,7,1,5,0,Nothing in hand
1144,9,7,9,6,7,2,Two pairs
1145,8,3,5,10,3,1,One pair
1146,5,6,5,6,9,2,Two pairs
1147,2,5,6,8,3,0,Nothing in hand
1148,13,2,3,9,2,1,One pair
1149,10,7,8,6,3,0,Nothing in hand
1150,6,8,10,9,10,1,One pair
1151,9,10,3,13,11,0,Nothing in hand
1152,11,7,13,8,1,0,Nothing in hand
1153,7,8,5,4,1,0,Nothing in hand
1154,9,5,2,3,4,0,Nothing in hand
1155,6,7,2,4,9,0,Nothing in hand
1156,12,11,3,9,9,1,One pair
1157,13,13,7,12,3,1,One pair
1158,2,5,8,12,1,0,Nothing in hand
1159,6,13,6,2,9,1,One pair
1160,6,3,6,13,12,1,One pair
1161,7,4,5,6,1,0,Nothing in hand
1162,11,7,13,10,2,0,Nothing in hand
1163,2,9,6,1,8,0,Nothing in hand
1164,8,8,3,12,3,2,Two pairs
1165,13,11,9,2,7,0,Nothing in hand
1166,4,9,2,10,2,1,One pair
1167,12,3,13,3,4,1,One pair
1168,5,5,10,11,3,1,One pair
1169,8,11,9,2,12,0,Nothing in hand
1170,3,12,11,12,10,1,One pair
1171,2,7,5,9,4,0,Nothing in hand
1172,3,8,7,6,10,0,Nothing in hand
1173,2,8,8,13,12,1,One pair
1174,5,6,10,6,12,1,One pair
1175,4,13,8,13,10,1,One pair
1176,9,7,5,12,4,0,Nothing in hand
1177,13,2,12,10,4,0,Nothing in hand
1178,8,3,6,1,3,1,One pair
1179,10,2,7,4,13,0,Nothing in hand
1180,13,2,9,2,6,1,One pair
1181,4,3,12,10,4,1,One pair
1182,11,8,1,4,10,0,Nothing in hand
1183,3,4,10,5,4,1,One pair
1184,10,8,6,1,10,1,One pair
1185,5,12,13,11,7,0,Nothing in hand
1186,13,8,10,5,5,1,One pair
1187,2,11,6,10,7,0,Nothing in hand
1188,4,8,4,11,12,1,One pair
1189,9,11,7,12,8,0,Nothing in hand
1190,1,5,6,10,11,0,Nothing in hand
1191,8,7,2,1,4,0,Nothing in hand
1192,12,8,9,10,13,0,Nothing in hand
1193,9,2,6,13,2,1,One pair
1194,10,8,4,1,7,0,Nothing in hand
1195,12,4,2,1,8,0,Nothing in hand
1196,7,8,7,5,9,1,One pair
1197,10,4,11,8,9,0,Nothing in hand
1198,11,4,4,10,7,1,One pair
1199,6,11,12,6,5,1,One pair
1200,4,9,7,1,11,0,Nothing in hand
1201,1,1,9,6,13,1,One pair
1202,11,5,8,2,7,0,Nothing in hand
1203,11,8,5,12,13,0,Nothing in hand
1204,7,3,10,2,13,0,Nothing in hand
1205,8,7,13,3,8,1,One pair
1206,12,13,8,1,9,0,Nothing in hand
1207,8,12,5,5,11,1,One pair
1208,3,12,2,13,9,0,Nothing in hand
1209,10,7,12,6,12,1,One pair
1210,10,13,11,4,2,0,Nothing in hand
1211,1,7,4,12,7,1,One pair
1212,1,6,5,6,13,1,One pair
1213,10,5,6,7,5,1,One pair
1214,10,6,3,1,13,0,Nothing in hand
1215,7,10,2,13,10,1,One pair
1216,8,5,11,5,13,1,One pair
1217,4,11,4,1,10,1,One pair
1218,4,13,1,9,11,0,Nothing in hand
1219,4,6,5,10,8,0,Nothing in hand
1220,3,3,2,9,10,1,One pair
1221,12,11,4,3,11,1,One pair
1222,4,8,6,3,4,1,One pair
1223,7,4,1,5,2,0,Nothing in hand
1224,2,6,3,7,2,1,One pair
1225,2,4,4,13,4,3,Three of a kind
1226,5,6,4,10,7,0,Nothing in hand
1227,9,3,12,2,10,0,Nothing in hand
1228,3,12,13,9,10,0,Nothing in hand
1229,11,11,3,6,1,1,One pair
1230,2,6,7,8,13,0,Nothing in hand
1231,1,3,2,12,10,0,Nothing in hand
1232,7,9,4,3,6,0,Nothing in hand
1233,13,7,10,8,12,0,Nothing in hand
1234,2,6,12,3,11,0,Nothing in hand
1235,11,13,11,9,12,1,One pair
1236,9,6,9,8,10,1,One pair
1237,8,12,5,4,11,0,Nothing in hand
1238,1,11,11,1,8,2,Two pairs
1239,10,1,3,6,7,0,Nothing in hand
1240,9,7,1,2,5,0,Nothing in hand
1241,2,12,5,3,13,0,Nothing in hand
1242,9,8,13,2,5,0,Nothing in hand
1243,5,10,2,8,10,1,One pair
1244,3,11,3,5,8,1,One pair
1245,9,5,5,3,11,1,One pair
1246,6,5,4,11,8,0,Nothing in hand
1247,6,1,9,11,4,0,Nothing in hand
1248,4,12,7,2,4,1,One pair
1249,6,3,11,9,2,0,Nothing in hand
1250,2,1,12,11,10,0,Nothing in hand
1251,6,3,8,3,1,1,One pair
1252,11,5,13,5,8,1,One pair
1253,8,1,6,5,4,0,Nothing in hand
1254,3,4,5,9,13,0,Nothing in hand
1255,9,5,6,3,13,0,Nothing in hand
1256,8,2,10,7,11,0,Nothing in hand
1257,13,7,2,9,1,0,Nothing in hand
1258,2,8,10,4,4,1,One pair
1259,13,8,5,4,1,0,Nothing in hand
1260,11,6,12,9,10,0,Nothing in hand
1261,7,3,5,7,10,1,One pair
1262,2,12,10,6,10,1,One pair
1263,10,13,9,3,13,1,One pair
1264,2,6,2,1,5,1,One pair
1265,4,3,8,12,2,0,Nothing in hand
1266,4,11,4,11,5,2,Two pairs
1267,1,7,4,4,8,1,One pair
1268,10,8,5,12,5,1,One pair
1269,12,6,1,12,6,2,Two pairs
1270,12,2,3,6,10,0,Nothing in hand
1271,7,10,4,4,11,1,One pair
1272,10,8,13,7,5,0,Nothing in hand
1273,2,3,2,6,12,1,One pair
1274,8,12,9,2,1,0,Nothing in hand
1275,8,4,13,7,1,0,Nothing in hand
1276,7,10,7,6,4,1,One pair
1277,5,9,6,9,4,1,One pair
1278,6,5,10,1,4,0,Nothing in hand
1279,2,4,5,1,3,4,Straight
1280,12,1,5,12,9,1,One pair
1281,8,8,5,11,9,1,One pair
1282,7,5,11,4,5,1,One pair
1283,7,3,4,1,13,0,Nothing in hand
1284,4,5,8,3,7,0,Nothing in hand
1285,5,9,10,13,4,0,Nothing in hand
1286,6,10,10,11,1,1,One pair
1287,12,7,4,8,10,0,Nothing in hand
1288,12,13,3,1,1,1,One pair
1289,12,9,3,6,12,1,One pair
1290,12,13,7,9,12,1,One pair
1291,2,1,3,6,5,0,Nothing in hand
1292,7,3,6,4,10,0,Nothing in hand
1293,11,8,4,9,13,0,Nothing in hand
1294,9,10,4,1,9,1,One pair
1295,3,7,8,11,4,0,Nothing in hand
1296,4,7,3,8,2,0,Nothing in hand
1297,8,5,7,4,8,1,One pair
1298,11,5,7,4,1,0,Nothing in hand
1299,10,1,1,7,11,1,One pair
1300,2,13,8,3,3,1,One pair
1301,12,12,8,6,3,1,One pair
1302,8,2,8,11,10,1,One pair
1303,3,13,6,8,1,0,Nothing in hand
1304,13,4,11,3,4,1,One pair
1305,2,4,10,7,12,0,Nothing in hand
1306,8,4,12,6,3,0,Nothing in hand
1307,2,7,3,13,12,0,Nothing in hand
1308,6,4,7,9,5,0,Nothing in hand
1309,7,9,2,2,3,1,One pair
1310,13,12,9,12,11,1,One pair
1311,9,5,11,4,10,0,Nothing in hand
1312,9,2,1,3,2,1,One pair
1313,2,10,10,8,2,2,Two pairs
1314,5,1,3,9,4,0,Nothing in hand
1315,4,3,10,9,12,0,Nothing in hand
1316,13,3,1,10,5,0,Nothing in hand
1317,6,13,1,9,4,0,Nothing in hand
1318,12,7,7,6,2,1,One pair
1319,13,1,1,2,3,1,One pair
1320,10,8,4,12,5,0,Nothing in hand
1321,3,13,6,5,2,0,Nothing in hand
1322,4,3,7,7,8,1,One pair
1323,11,1,8,1,6,1,One pair
1324,10,4,1,7,9,0,Nothing in hand
1325,7,10,10,12,4,1,One pair
1326,10,13,8,3,4,0,Nothing in hand
1327,9,12,3,8,11,0,Nothing in hand
1328,3,2,6,11,4,0,Nothing in hand
1329,1,5,6,9,5,1,One pair
1330,4,6,10,8,11,0,Nothing in hand
1331,12,11,8,8,9,1,One pair
1332,4,5,12,12,10,1,One pair
1333,9,4,7,12,8,0,Nothing in hand
1334,7,11,9,10,1,0,Nothing in hand
1335,9,13,13,6,9,2,Two pairs
1336,3,1,11,7,9,0,Nothing in hand
1337,3,9,6,8,3,1,One pair
1338,1,10,11,5,5,1,One pair
1339,2,13,3,10,1,0,Nothing in hand
1340,5,13,10,8,6,0,Nothing in hand
1341,9,3,7,13,4,0,Nothing in hand
1342,11,3,7,3,2,1,One pair
1343,8,12,6,7,8,1,One pair
1344,11,3,11,4,2,1,One pair
1345,1,8,12,2,10,0,Nothing in hand
1346,11,7,9,6,13,0,Nothing in hand
1347,13,6,3,3,12,1,One pair
1348,5,8,12,9,6,0,Nothing in hand
1349,9,6,1,7,3,0,Nothing in hand
1350,5,1,8,6,7,0,Nothing in hand
1351,13,2,12,5,11,0,Nothing in hand
1352,2,8,5,8,3,1,One pair
1353,12,9,1,9,2,1,One pair
1354,3,12,11,1,7,0,Nothing in hand
1355,8,1,7,8,3,1,One pair
1356,13,1,6,11,11,1,One pair
1357,9,2,3,13,12,0,Nothing in hand
1358,7,2,2,4,11,1,One pair
1359,2,6,9,4,10,0,Nothing in hand
1360,5,1,10,13,9,0,Nothing in hand
1361,9,11,13,6,12,0,Nothing in hand
1362,5,13,2,8,13,1,One pair
1363,1,13,5,12,1,1,One pair
1364,8,13,5,11,8,1,One pair
1365,13,4,12,3,13,1,One pair
1366,1,12,9,1,6,1,One pair
1367,7,12,10,12,11,1,One pair
